id	segmented_sentence	merged_word
1	近年来  ，  各地  纷纷  组织  省  #一 级#  的  “  五个一工程  ”  评奖  ，  推动  地  、  市  、  县  也  来  重视  精神  产品  生产  ，  动员  更  多  的  力量  投入  “  五个一工程  ”  。	一级
2	这  不仅  表现  在  它  的  覆盖面  广  、  综合性  强  ，  更  体现  在  它  的  评奖  #原则 上#  。	原则上
3	此后  有一天  他  来到  我  家  ，  把  他  过去  访问  缅甸  时  吴努  送给  他  的  一个  精美  的  佛塔  工艺品  转送  给  我  #留 作#  纪念  。	留作
4	我  住  进去  后  ，  彭真  同志  曾  亲自  来  看望  ，  对  整个  院落  布局  和  所有  房间  设施  都  查看  了  一遍  ，  一再  询问  房屋  格局  和  设施  是否  符合  藏族  生活  习惯  的  需要  ，  是否  方便  ，  #有 无#  需要  改建  的  地方  等等  ，  真是  关怀备至  ，  细致  入微  ，  使  我  和  家人  深受  感动  。	有无
5	过去  #农 区#  妇女  不能  扶  犁  耕地  ，  牧区  妇女  不能  在  帐篷  内  生  孩子  ，  现在  基本上  改变  了  。	农区
6	过去  农  区  妇女  不能  #扶 犁#  耕地  ，  牧区  妇女  不能  在  帐篷  内  生  孩子  ，  现在  基本上  改变  了  。	扶犁
7	过去  农  区  妇女  不能  扶  犁  耕地  ，  牧区  妇女  不能  在  帐篷  内  #生 孩子#  ，  现在  基本上  改变  了  。	生孩子
8	农牧业  生产  取得  好  收成  ，  民主  #建 政#  工作  有  很  大  进展  ，  群众  觉悟  有  很  大  提高  。	建政
9	彭真  同志  要  我  先  #谈 谈#  西藏  情况  ，  又  对  才旦卓嘎  说  ，  你  也  谈  一  谈  ，  男女平等  嘛  这  几句  话  形成  了  和谐  轻松  的  气氛  。	谈谈
10	无产阶级  革命家  、  我国  社会主义  法制  建设  #开拓 者#  彭真  同志  与世长辞  以来  ，  每当  我  回想  起  他  对  我  坦诚  帮助  和  热情  鼓励  的  深情厚谊  ，  感激  与  怀念  交织  的  心情  油然而生  ，  久久  不能  平静  。	开拓者
11	其中  ，  不少  工作  对于  坚持  和  完善  人民代表大会制度  ，  是  带有  #开拓 性#  、  基础  性  和  长远  性  的  。	开拓性
12	三年  当中  ，  先  当  学员  ，  #后 任#  二部  、  四部  组  教  科长  。	后任
13	这  两位  『  吃喝  大王  』  也  实在  吃  #得 可以#  。	得可以
14	整治  公款  吃喝  ，  喊  了  多年  ，  收效  #甚 微#  ，  社会  舆论  称  其  为  『  顽症  』  。	甚微
15	纳税人  #刷 卡#  办  税  ，  一次性  完成  从  申报  到  缴税  一条龙  涉  税  事项  ，  全  过程  由  手工  操作  时  的  几十分钟  缩短  为  １分钟  ，  彻底  改变  了  过去  排队  办  税  的  现象  。	刷卡
16	从  市局  、  县  区  局  到  中心  分局  、  办  税  大厅  全面  完成  电脑  联网  ，  基本  实现  电脑  化  管理  ，  彻底  告别  了  手工  #开 单#  的  历史  ，  办  税  效率  提高  了  １０倍  以上  。	开单
17	他  组建  起  全省  税务  系统  第一家  计算机  机构  —  —  —  福州国税信息中心  ，  引进  ４０多名  计算机  专业  人才  ，  输送  骨干  到  香港  、  美国  深造  ，  并  在  干部  中  全面  培训  电脑  ，  将  电脑  不  过关  的  #撤 下#  领导  岗位  。	撤下
18	竞争  上岗  激发  了  全局  的  活力  ，  不仅  优化  了  干部  队伍  结构  ，  使  中层  干部  整体  上  了  一个  档次  ，  也  堵住  了  “  #跑 官#  ”  、  “  买  官  ”  的  歪风  。	跑官
19	竞争  上岗  激发  了  全局  的  活力  ，  不仅  优化  了  干部  队伍  结构  ，  使  中层  干部  整体  上  了  一个  档次  ，  也  堵住  了  “  跑  官  ”  、  “  #买 官#  ”  的  歪风  。	买官
20	他  大刀阔斧  将  系统  内部  机构  由  ２６１个  精简  为  ９５个  ，  将  基层  征收  机构  由  １１７个  税务  所  #撤 并#  收缩  为  ５３个  中心  分局  。	撤并
21	为什么  在  福州  ，  “  高高在上  ”  的  #税 官#  变得  让  人  满意  了  呢  ？	税官
22	#税 官#  、  税  风  的  “  名声  ”  欠  “  佳  ”  也  决非  某  一  地区  或  某  一时  期  存在  。	税官
23	从  蒋天才  对  发生  这  一  重大  案件  原因  的  剖析  ，  我们  不  难  看出  ，  对于  每  一个  机关  团体  ，  如果  丧失  了  一个  坚强  的  领导  核心  ，  失去  了  一个  正确  的  政治  方向  ，  那  必将  是  一盘散沙  ，  歪风  盛行  ，  结果  只能  是  #带 坏#  一批  干部  、  损害  政府  形象  。	带坏
24	从  蒋天才  对  自我  蜕变  的  认识  ，  我们  可以  看出  ，  对于  每  一个  共产党员  来讲  ，  坚定  的  政治  信念  ，  不是  可有可无  ，  而是  #立 身#  之  本  ；  加强  思想改造  ，  不是  一时  一  地  ，  而是  一生一世  。	立身
25	作为  #涉 案#  人员  之一  的  蒋天才  ，  他  是  怎样  认识  这  一  全国  注目  的  案件  呢  ？	涉案
26	其  性质  之  恶劣  ，  案情  之  复杂  ，  #涉 案#  层次  之  高  ，  涉及  面  之  广  ，  影响  之  大  ，  均  为  近年来  所  未  有  。	涉案
27	其  性质  之  恶劣  ，  案情  之  复杂  ，  涉  案  层次  之  高  ，  涉及  面  之  广  ，  影响  之  大  ，  均  为  近年来  所  #未 有#  。	未有
28	一  名  原  副  厅长  的  狱  中  悔悟  （  #本 期#  聚焦  ）	本期
29	我  的  #立 德#  之  本  ，  是  “  凭  党性  干事  ，  凭  本事  吃饭  ，  凭  骨气  做人  ，  凭  政绩  用人  ”  。	立德
30	不如  干  些  #看 得 见#  的  “  政绩  ”  ，  留  个  好  名声  。	看得见
31	也  有人  说  ，  粮食  已  干  #到 头#  ，  想  抓  出  高效  ，  不可能  了  。	到头
32	讲  政  #德 干#  实绩  （  公仆  心声  ）  （  附  图片  １  张  ）	德干
33	张国华  用  这些  钱  为  村民  办  了  许多  好事  ：  连续  两年  ，  村民  人均  只  交  ３０元  的  提留  款  ，  #余 者#  由  集体  代  交  。	余者
34	李福重  重返  故里  听说  这  件  #事 后#  ，  又  先后  捐赠  ４０万元人民币  ，  用于  红庙李村  的  群众  福利  事业  。	事后
35	张国华  却  摇头  说  ：  “  这  钱  是  海外  游子  给  全村  老百姓  的  ，  我们  村  干部  #拿 来#  吃喝  招待  怎么  行  。  ”	拿来
36	自  张国华  担任  村  支书  的  当月  起  ，  他  第一个  按  自家  的  用  #电 量#  交  足  电费  ，  并  将  全村  各家各户  当月  用  电  量  和  应  交  电费  数  ，  张榜  公布  ，  接受  群众  监督  。	电量
37	自  张国华  担任  村  支书  的  当月  起  ，  他  第一个  按  自家  的  用  电  量  交  足  电费  ，  并  将  全村  各家各户  当月  用  #电 量#  和  应  交  电费  数  ，  张榜  公布  ，  接受  群众  监督  。	电量
38	农业  保险  恢复  办理  １５年  来  ，  为  稳定  农业  生产  、  安定  农民  生活  提供  了  保障  ，  被  农民  誉为  “  致富  的  #保护 神#  ”  。	保护神
39	中保财产保险公司  目前  在  全国  农村  开办  ４０多个  #险 种#  ，  范围  涉及  农业  生产  的  各个  方面  。	险种
40	华泰  家庭  财产  保险  卡  （  #险 种#  介绍  ）	险种
41	１９５８年  人保公司  停业  时  ，  曾  公告  保户  办理  #退 保#  手续  ，  他  当时  没有  退  保  ，  随手  将  保单  放  在  了  家里  的  杂物  箱  里  。	退保
42	１９５８年  人保公司  停业  时  ，  曾  公告  保户  办理  退  保  手续  ，  他  当时  没有  #退 保#  ，  随手  将  保单  放  在  了  家里  的  杂物  箱  里  。	退保
43	本报  讯  继  去年  成功  承  保  岭澳核电站  ，  平安保险公司  在  核电  保险  领域  又  取得  突破性  进展  ：  ３月２６日  ，  国家开发银行  、  秦山核电合营公司  正式  确定  由  平安  承  保  秦山核电  二期  工程  的  建工  #一切 险#  及  第三者  责任  险  ，  承  保  金额  达  １０．６３亿美元  。	一切险
44	持有  急救  保险  证  的  驾驶员  ，  一旦  在  交通  事故  中  受伤  ，  可  凭  此  证  前往  #本 市#  ２６家  指定  医院  ，  接受  ２万元  以内  的  免费  紧急  救治  ，  无须  支付  押金  和  治疗  费用  。	本市
45	现阶段  ，  由于  我国  的  法律  对  保险公司  的  资金  运用  有  严格  限制  （  只能  用于  储蓄  和  购买  国债  ）  ，  银行  利率  的  变化  对  保险  产品  价格  的  影响  比较  大  ，  特别是  一些  以  储蓄  为主  的  养老  、  少儿  #险 种#  。	险种
46	因此  ，  不能  单纯  将  寿险  的  投资  收益  与  银行  储蓄  作  比较  ，  更  不能  银行  一  降  利率  就  #跟 风#  买  保险  。	跟风
47	在  综合性  #险 种#  中  ，  保户  所  交  保费  实际上  分为  两  部分  ，  一部分  购买  的  是  保障  ，  这  部分  资金  并不  具有  储蓄  或  增值  意义  ，  因而  不  受  银行  利率  的  影响  ，  而  与  人  的  生死  概率  有关  ；  另  一部分  用于  储蓄  的  资金  ，  其  投资  收益  才  会  受  利率  变化  的  影响  。	险种
48	然而  在  投保  之前  ，  应  了解  清楚  有关  保险  的  基本  常识  和  保险费  率  与  银行  利率  的  关系  ，  以免  盲目  投保  或  出现  投保  后  再  #退 保#  的  情况  。	退保
49	其中  ，  “  中星７号  ”  发射  失败  ，  中保财产保险公司  在  ４９天  内  即  完成  了  保险  #赔 付#  ，  共  支付  赔款  ２４９５万美元  。	赔付
50	保险  经营  是  #高 风险#  行业  ，  国际  上  许多  保险公司  也  都  把  保险  欺诈  当作  首  害  进行  防范  ，  在  核  保  、  核  赔  方面  制定  严格  措施  ，  在  确保  被  保险  人  正当  利益  不  受  损害  的  同时  ，  最大限度  地  防止  保险  欺诈  发生  。	高风险
