id	segmented_sentence	merged_word
1	近几年来  ，  邝小平  先后  资助  扶持  他  建起  了  １５亩  高标准  脐  橙  园  ，  ３００平方米  畜禽  #栏 圈#  和  加工  厂房  ，  开挖  了  １亩  鱼塘  ，  购  进  了  柴油机  、  碾米机  、  饲料  粉碎机  等  设备  。	栏圈
2	在  乡下  群众  的  #眼 中#  ，  他  平易近人  ，  没有  一点  “  官架子  ”  ，  群众  都  喜欢  和  他  交  朋友  。	眼中
3	在  乡下  群众  的  眼  中  ，  他  平易近人  ，  没有  一点  “  官架子  ”  ，  群众  都  喜欢  和  他  #交 朋友#  。	交朋友
4	邝小平  下基层  不  忘  和  农户  #交 朋友#  ，  尤其是  贫困  农户  。	交朋友
5	对  这些  适合  千家万户  经营  的  项目  ，  邝小平  仍然  要求  因地制宜  ，  寓  行政  推动  于  示范  引导  之中  ，  让  老百姓  #看 得 见#  有  实实在在  的  物质  利益  ，  使  老百姓  自愿  接受  。	看得见
6	#装 满#  泥沙  的  草包  每  袋  平均  在  ７５公斤  以上  。	装满
7	一阵  急促  的  电话  铃声  在  长沙工程兵学院防汛抗洪办公室  内  骤然  #响 起#  ，  使得  办公室  内  紧张  的  气氛  更加  紧张  。	响起
8	如此  卓越  的  成就  ，  一再  证明  #香港 人#  具有  并  充分  发挥  了  积极  进取  的  精神  。	香港人
9	新华社  香港  ７月７日  电  香港特区  行政  长官  董建华  ７月６日  表示  ，  赤角新机场  体现  了  香港  市民  的  创业  精神  ，  凝聚  了  #香港 人#  的  智慧  和  努力  。	香港人
10	从  去年  到  今年５月  ，  养老保险基金经办机构  给  困难  企业  借支  ２３００多万元  ，  确保  了  ６７户  企业  的  ４万名  退休  人员  #按 月#  足额  领取  到  养老  保险金  ，  保障  了  这些  困难  企业  退休  人员  的  基本  生活  。	按月
11	据  总后  有关  部门  领导  介绍  ，  推行  考评  制度  ，  较好  地  缓解  了  以往  高级  专业  技术  职务  “  进  ”  口  大  、  “  出  ”  口  #小 的#  矛盾  ，  从而  调动  了  科技人员  的  积极性  。	小的
12	是的  ，  香港  与  内地  是  一种  唇齿相依  的  关系  ，  香港  的  繁荣  稳定  ，  港人  的  民生  #福 祉#  ，  尤其  与  祖国  的  兴旺  密切  相  联  。	福祉
13	是的  ，  香港  与  内地  是  一种  唇齿相依  的  关系  ，  香港  的  繁荣  稳定  ，  港人  的  民生  福  祉  ，  尤其  与  祖国  的  兴旺  密切  #相 联#  。	相联
14	#据 估计#  ，  仅  深圳  一  地  损失  就  达  上亿元  。	据估计
15	该  工程  １９９８年１月５日  动工  ，  设计  日  处理  源  水  ４００万吨  ，  预计  年底  竣工  ，  它  的  建成  将  大大  改善  #深 港#  两地  的  水质  。	深港
16	滔滔  东江  水  源源不断  流入  香港  ，  每  一  #滴 水#  都  饱含  着  手足  深情  。	滴水
17	近来  ，  香港  部分  老人  选择  到  内地  养老  ，  内地  有关方面  又  积极  配合  特区  政府  ，  研  议  问题  ，  并  #拨 出#  土地  建  老人  院  ，  以  满足  更  多  香港  老人  回乡  定居  养老  的  需要  。	拨出
18	近来  ，  香港  部分  老人  选择  到  内地  养老  ，  内地  有关方面  又  积极  配合  特区  政府  ，  研  议  问题  ，  并  拨  出  土地  建  #老人 院#  ，  以  满足  更  多  香港  老人  回乡  定居  养老  的  需要  。	老人院
19	为了  有效  地  打击  #跨 境#  犯罪  活动  ，  改善  香港  外围  的  治安  环境  ，  内地  警方  动员  了  大量  警力  ，  在  粤  港  边境  严厉  打击  偷渡  活动  。	跨境
