id	segmented_sentence	merged_word
1	“  火  ”  ，  是  因为  她  工作  起来  风风火火  ，  对待  职工  就  像  #一 团 火#  ；  说  她  是  “  红娘  ”  ，  因为  她  在  企业  和  职工  们  之间  就  像  一  根  纽带  ，  紧紧  地  系  牢  了  职工  们  和  企业  的  心  。	一团火
2	“  六一  ”  节  前夕  学校  召开  了  #家长 会#  ，  会上  老师  宣布  了  刚刚  由  同学  们  投票  选出  的  “  劳动  小  标兵  ”  ，  名列榜首  的  竟是  我  的  女儿  。	家长会
3	一个月  的  “  打工  ”  生活  结束  后  ，  苗苗  把  挣  的  钱  全部  #捐 给#  了  “  希望工程  ”  。	捐给
4	现在  可好  ，  亲戚  朋友  #一 来#  ，  她  便  机器人  般  站立  一旁  ，  沏茶  倒  水  ，  作  和颜悦色  状  。	一来
5	现在  可好  ，  腰  里  扎  #上 个#  小  围裙  ，  脚  底下  如同  穿  了  旱冰鞋  ，  扫地  擦  桌子  “  嗖  嗖  ”  地  一  趟  趟  往  厨房  跑  。	上个
6	现在  可好  ，  腰  里  扎  上  个  小  围裙  ，  脚  底下  如同  穿  了  旱冰鞋  ，  扫地  擦  桌子  “  #嗖 嗖#  ”  地  一  趟  趟  往  厨房  跑  。	嗖嗖
7	#说 实话#  ，  赶上  过年  ，  光  接待  任务  一  项  就  够  繁重  的  ，  但  女儿  却  基本上  做到  了  兢兢业业  、  恪  尽  职守  。	说实话
8	#依 我 看#  ，  孩子  学习  成绩  再  好  ，  不  树立  劳动  观念  ，  不  具备  起码  的  生活  能力  ，  将来  也  难以  自食其力  ，  更  别  奢望  成材  成器  。	依我看
9	她  先是  把  家里  的  报纸  、  杂志  搜罗  了  #一 堆#  ，  嚷  着  要  上街  摆  书摊  ，  后来  听说  空  易拉罐  可以  卖钱  ，  于是  又  拼命  地  喝  开  了  饮料  。	一堆
10	为了  使  我们  的  国家  在  ２１世纪  有  一个  良好  的  环境  ，  为了  我们  的  子孙后代  有  一个  美好  的  家园  ，  让  我们  男女  共同  携  #起 手#  来  ，  把  人类  这  一  崇高  的  事业  坚持  下去  。	起手
11	一些  企业  也  积极  研制  推广  绿色食品  ，  组织  绿色  产品  知识  #竞 答#  ，  评选  环保  厂长  等  。	竞答
