id	segmented_sentence	merged_word
1	陆  家  长子  本来  视  花  如  命  ，  #花 被#  糟蹋  了  且  不  说  ，  又  无端  地  被  加害  ，  连  气  带  吓  的  大  病  一  场  ，  没  过  多久  便  离开  了  人世  。	花被
2	陆  家  长子  本来  视  花  如  命  ，  花  被  糟蹋  了  #且 不 说#  ，  又  无端  地  被  加害  ，  连  气  带  吓  的  大  病  一  场  ，  没  过  多久  便  离开  了  人世  。	且不说
3	陆  家  长子  本来  视  花  如  命  ，  花  被  糟蹋  了  且  不  说  ，  又  无端  地  被  加害  ，  连  气  带  吓  的  #大 病#  一  场  ，  没  过  多久  便  离开  了  人世  。	大病
4	他  说  ：  “  您  说  #对 了#  ，  我  今年  四十八岁  ，  是  老三届  的  。  ”	对了
5	#花 店#  的  老板  是  位  南方  人  ，  高高  大大  的  个头儿  ，  说话  也  还  算  和气  ，  他  听  完  我  说  的  情况  ，  很  客气  地  说  ：  “  您  不会  养  花儿  ，  我  看  还是  养  点  皮实  的  ，  像  吊兰  ，  像  蔓  萝  ，  只管  到  时  浇水  ，  别的  就  不必  操心  啦  。  ”	花店
6	花  店  的  老板  是  位  南方  人  ，  高高  大大  的  个头儿  ，  说话  也  还  算  和气  ，  他  听  完  我  说  的  情况  ，  很  客气  地  说  ：  “  您  不会  养  花儿  ，  我  看  还是  养  点  皮实  的  ，  像  吊兰  ，  像  蔓  萝  ，  只管  #到 时#  浇水  ，  别的  就  不必  操心  啦  。  ”	到时
7	我  头次  走进  这  家  位于  胡同口  的  #花 店#  ，  是  在  一  年  春天  。	花店
8	#依 我 看#  ，  记住  两句  话  再  想  办法  也  就是  了  。	依我看
9	依  我  看  ，  记住  两句  话  再  想  办法  #也 就是#  了  。	也就是
10	若  有  新  的  九八年  一代  ，  他们  需要  先  想  一  想  那  两代  #遇 上#  而  未能  解决  的  共同  问题  。	遇上
11	倒是  文言  翻译  的  《  茶花  女  遗  事  》  传诵  #不 衰#  ，  引出  了  《  玉  梨  魂  》  等  不断  出现  的  言情小说  。	不衰
12	『  五  鼠  闹  东京  』  、  『  杨香武  三  盗  #九 龙#  杯  』  等等  ，  说书  、  口  讲  ，  就  生动  了  。	九龙
13	#说 到#  艺术  ，  全  是  远祖  的  不肖子孙  。	说到
14	这些  #人 中#  的  乌纳木诺  、  巴罗哈  、  阿索林  的  作品  在  三十年代初期  曾经  介绍  入  中国  ，  没有  发生  影响  。	人中
15	当  江水  遭到  污染  或  枯竭  、  断流  之际  ，  还  能  写出  “  日出  江  #花 红#  胜  火  ，  春  来  江水  绿  如  蓝  ”  这样  美丽  的  诗句  吗  ？	花红
16	#毛 主席#  的  “  独立  寒秋  ，  湘江  北  去  ”  ，  令人  思  接  神州  。	毛主席
