id	segmented_sentence	merged_word
1	我  将  利用  自己  的  专利  技术  #办 好#  工厂  ，  吸纳  更  多  的  下岗  职工  就业  。  ”	办好
2	这  正  应  着  古人  的  #一 句 话#  ：  “  天下  事  有  难  易  乎  ？	一句话
3	这  正  应  着  古人  的  一  句  话  ：  “  天下  事  有  #难 易#  乎  ？	难易
4	他  说  ：  “  我  是  工程兵  出身  ，  亲眼  看见  不少  熟悉  的  战友  为  导弹  阵地  建设  倒下  了  ，  永远  留  在  #大 山#  里  ，  默默  地  守护  着  导弹  阵地  。	大山
5	沉默  了  #一 会#  ，  他  又  说  ：  “  你  说  人  活  着  究竟  图  个  啥  ？	一会
6	沉默  了  一  会  ，  他  又  说  ：  “  你  说  人  #活 着#  究竟  图  个  啥  ？	活着
7	我们  一辈子  也  #忘 不 了#  你们  律师  。  ”	忘不了
8	#表面 上#  看  ，  领导干部  的  权力  变  小  了  ，  但  实际上  是  集中  了  广大群众  的  意愿  办事  ，  干部  的  胆子  壮  了  ，  许多  事情  也  好  办  了  。  ”	表面上
9	表面  上  看  ，  领导干部  的  权力  变  小  了  ，  但  实际上  是  集中  了  广大群众  的  意愿  办事  ，  干部  的  胆子  壮  了  ，  许多  事情  #也 好#  办  了  。  ”	也好
10	在  干部  选拔  任用  中  ，  要  真正  树立  民主  、  公开  、  平等  、  竞争  的  选  人  观念  ，  破除  旧  的  识  人  、  选  人  、  用人  办法  ，  扩大  干部  工作  #中 的#  民主  ，  积极  引入  竞争  机制  ，  实现  优  者  上  、  相形见绌  者  下  ，  这样  才  能  为  广大  干部  保持  奋力  拼搏  、  争创  一流  的  强烈  意识  提供  组织  保证  。  ”	中的
11	在  干部  选拔  任用  中  ，  要  真正  树立  民主  、  公开  、  平等  、  竞争  的  选  人  观念  ，  破除  旧  的  识  人  、  选  人  、  用人  办法  ，  扩大  干部  工作  中  的  民主  ，  积极  引入  竞争  机制  ，  实现  优  者  上  、  相形见绌  者  下  ，  这样  #才 能#  为  广大  干部  保持  奋力  拼搏  、  争创  一流  的  强烈  意识  提供  组织  保证  。  ”	才能
12	在  这种  情况  下  ，  各级  领导干部  的  精神  状态  #好 不 好#  显得  尤其  重要  ，  甚至  可以  这样  讲  ，  精神  状态  一般化  都  会  影响  事业  的  发展  。  ”	好不好
13	在  这种  情况  下  ，  各级  领导干部  的  精神  状态  好  不  好  显得  尤其  重要  ，  甚至  可以  这样  讲  ，  精神  状态  一般化  #都 会#  影响  事业  的  发展  。  ”	都会
14	我  相信  ，  在  这  方面  我  一定  会  干  #得 很#  出色  。  ”	得很
15	就  像  一个  没  人  疼爱  的  #野 孩子#  ，  渴望  有  一个  妈  来  管理  它  、  监督  它  。  ”	野孩子
16	不过  ，  政策  放宽  到  什么  程度  ，  没  看到  文件  ，  仍然  #没 底#  。  ”	没底
17	他  忧心忡忡  地  说  ：  “  一直  未能  获得  正式  注册  ，  学校  就  没  合法  地位  ，  学生  的  课桌  也  就  #不 稳#  。	不稳
18	另外  ，  儿童  中  因  缺乏  铁  、  碘  、  维生素  Ａ  、  Ｄ  等  造成  营养  #性 疾病#  较多  ，  这种  状况  严重  影响  儿童  的  健康  和  智力  发育  ，  甚至  导致  儿童  死亡率  升高  ，  进而  将  会  影响  国民  健康  水平  的  提高  和  经济  的  发展  。  ”	性疾病
19	另外  ，  儿童  中  因  缺乏  铁  、  碘  、  维生素  Ａ  、  Ｄ  等  造成  营养  性  疾病  较多  ，  这种  状况  严重  影响  儿童  的  健康  和  智力  发育  ，  甚至  导致  儿童  死亡率  升高  ，  进而  #将 会#  影响  国民  健康  水平  的  提高  和  经济  的  发展  。  ”	将会
20	忽视  教育  的  领导者  ，  是  缺乏  远见  的  、  不  成熟  的  领导者  ，  就  领导  #不 了#  现代化  建设  。  ”	不了
21	他  说  ，  “  我  知道  科学  、  教育  是  #难 搞#  的  ，  但是  我  自告奋勇  来  抓  。	难搞
22	没有  这次  机遇  ，  压根  就  不会  有  我  眼下  创业  的  #新 天地#  。  ”	新天地
23	我们  想  通过  组织  #这 类#  赛事  ，  让  退  下来  的  老  运动员  、  老  教练员  以及  多年  支持  田径  事业  发展  的  爱好者  有  个  相互  交流  的  机会  ，  以便  进一步  推动  我国  田径  事业  的  发展  。  ”	这类
24	厂长  选  #对 了#  ，  好  的  改革  措施  能  顺利  推行  ；  厂长  选  错  了  ，  改革  措施  再  好  ，  企业  还是  难以  搞好  的  。  ”	对了
25	他  对  新  的  领导班子  成员  说  ：  “  一  人  踩  不  倒  地上  草  ，  百  人  踩  #得 出#  阳关道  ，  咱们  大伙  一股劲  ，  一门心思  ，  那  就  不得了  ！	得出
