id	segmented_sentence	merged_word
1	联合政府  ３月底  执政  后  #没 多久#  ，  全印安纳德拉维达进步联盟  在  内阁  的  交通部  长  就  因  不  正当  收入  被  起诉  而  辞职  。	没多久
2	联合政府  ３月底  执政  后  没  多久  ，  全印安纳德拉维达进步联盟  在  内阁  的  交通部  长  就  因  #不 正当#  收入  被  起诉  而  辞职  。	不正当
3	克林顿  表示  ，  美国  政府  支持  南北  间  的  问题  由  #当事 者#  解决  的  原则  ，  并  希望  尽快  再次  进行  四方  会谈  。	当事者
4	访问  期间  ，  #韩 美#  通过  广泛  的  接触  和  协商  ，  在  经济  合作  等  问题  上  取得  一定  突破  ，  具体  成果  如下  ：  首先  ，  韩  美  两国  首脑  就  韩  美  之间  缔结  投资  协定  达成  了  协议  。	韩美
5	访问  期间  ，  韩  美  通过  广泛  的  接触  和  协商  ，  在  经济  合作  等  问题  上  取得  一定  突破  ，  具体  成果  如下  ：  首先  ，  #韩 美#  两国  首脑  就  韩  美  之间  缔结  投资  协定  达成  了  协议  。	韩美
6	访问  期间  ，  韩  美  通过  广泛  的  接触  和  协商  ，  在  经济  合作  等  问题  上  取得  一定  突破  ，  具体  成果  如下  ：  首先  ，  韩  美  两国  首脑  就  #韩 美#  之间  缔结  投资  协定  达成  了  协议  。	韩美
7	连日  来  ，  几内亚比绍  #政府 军#  与  叛军  接连  发生  冲突  。	政府军
8	这  说明  中美  关系  的  进一步  改善  有利于  牵制  “  #台 独#  ”  。	台独
9	同时  ，  两国  的  政治家  和  #战略 家#  也  必须  就  世界  局势  和  双边  关系  加强  对话  ，  扩大  共识  ，  深化  合作  ，  避免  现存  的  和  潜在  的  某些  矛盾  激化  。	战略家
10	它  既  #无 助#  于  危机  的  平息  ，  同时  也  包含  了  一系列  风险  。	无助
11	然而  ，  #美 欧#  大国  却  将  恶化  局势  、  破坏  和谈  的  责任  更  多  地  归罪于  南斯拉夫  政府  。	美欧
12	“  种族  清洗  ”  #一 说#  是  由  科索沃  难民  潮  引发  的  。	一说
13	同时  他  还  强调  ，  #中 文#  两国  的  合作  潜力  很  大  。	中文
14	由于  几内亚比绍  ７日  发生  兵变  后  局势  日趋  紧张  ，  各国  #撤 侨#  和  疏散  难民  的  工作  正  夜以继日  地  进行  ，  约  有  ３０００  人  已  由  海路  抵达  塞内加尔  首都  达喀尔  。	撤侨
15	根据  多伦多教育局  的  要求  ，  有些  中学  近日  已  明确  规定  不  允许  穿  透明  内衣  进  校  ，  也  不  允许  女生  穿  过于  裸露  的  背心  装  和  #短 至#  膝盖  以上  １０厘米  的  裙装  。	短至
16	在  多伦多  的  校园  里  ，  不少  生性  活泼  又  #好 动#  的  女生  ，  借  气温  升高  之  机  或  穿  超  短  的  肚脐  装  ，  或  把  鲜艳  的  内衣  当  外衣  穿  ，  或  穿  袒  肩  露  臂  的  背心  装  ，  或  穿  刚刚  盖  住  臀部  的  超短裙  ，  往来  于  教室  间  或  坐  卧  在  草坪  上  ，  显得  既  开心  又  自在  。	好动
17	在  多伦多  的  校园  里  ，  不少  生性  活泼  又  好  动  的  女生  ，  借  气温  升高  之  机  或  穿  超  短  的  肚脐  装  ，  或  把  鲜艳  的  内衣  当  外衣  穿  ，  或  穿  袒  肩  露  臂  的  背心  装  ，  或  穿  刚刚  盖  住  臀部  的  超短裙  ，  往来  于  教室  #间 或#  坐  卧  在  草坪  上  ，  显得  既  开心  又  自在  。	间或
18	警察  打开  #纸 袋#  ，  赫然  发现  疯  药  ，  一共  １７５包  ，  总计  ３５万粒  。	纸袋
19	警察  用  铁棍  #撬 开#  焊接  铁  片  ，  便  有一些  红色  纸  袋  掉  下来  。	撬开
20	警察  用  铁棍  撬  开  焊接  铁  片  ，  便  有一些  红色  #纸 袋#  掉  下来  。	纸袋
21	他们  正  准备  给  #小 货车#  放行  ，  一  警员  闻  到  车  底  有  一  股  异常  气味  ，  便  断定  是  疯  药  受热  融化  散发  出来  的  ，  于是  用  千斤顶  顶  起  车  座  ，  检查  车  底  ，  终于  发现  底座  有  新  焊接  的  痕迹  。	小货车
22	他们  正  准备  给  小  货车  放行  ，  一  警员  #闻 到#  车  底  有  一  股  异常  气味  ，  便  断定  是  疯  药  受热  融化  散发  出来  的  ，  于是  用  千斤顶  顶  起  车  座  ，  检查  车  底  ，  终于  发现  底座  有  新  焊接  的  痕迹  。	闻到
23	警察  注意  到  这  辆  #小 货车#  与  密告  的  型号  和  颜色  均  一样  ，  于是  开始  仔细  检查  ：  打开  车  盖  、  卸  下  车轮  ，  搜查  车厢  。	小货车
24	警察  注意  到  这  辆  小  货车  与  密告  的  型号  和  颜色  均  一样  ，  于是  开始  仔细  检查  ：  打开  车  盖  、  #卸 下#  车轮  ，  搜查  车厢  。	卸下
25	一天  ，  #泰 北#  肃毒  警察  事先  得到  密报  ，  有  毒贩  将  从  清迈  偷运  大批  疯  药  ，  沿  拍凤裕庭公路  南下  ，  经  南邦府  运  给  来兴府  的  买主  。	泰北
26	在  与  巴  #重 开#  会谈  问题  上  ，  印  声明  再次  宣称  ，  “  没有  任何  第三方  介入  的  余地  ”  。	重开
27	此间  人士  认为  ，  南非  的  中国  热  顺应  了  #中 南#  建交  后  两国  加强  友好  合作  的  时代  潮流  ，  南非  领导人  对  发展  两国  友好  关系  的  高度  重视  ，  对  “  中国  热  ”  在  南非  的  出现  起  了  催化作用  。	中南
28	中国  餐馆  、  食品  店  、  百货店  、  工艺品  店  、  书店  、  医院  、  托儿所  …  …  短短  半年  时间  #排 满#  了  一  条  街  ，  吸引  了  周围  的  南非  人  。	排满
29	#中 南#  两国  今年１月１日  建交  以后  ，  南非  掀起  了  一  股  “  中国  热  ”  。	中南
30	否则  ，  他们  将  在  两周  #内 向#  议会  提交  针对  政府  的  不  信任  案  并  要求  议会  讨论  表决  。	内向
31	他  曾  跟随  #圣 雄#  甘地  和  印度  第一任  总理  尼赫鲁  参加  过  抗  英  斗争  。	圣雄
32	他  重申  ，  中国  将  继续  与  菲律宾  及  其它  东盟  国家  建立  和  发展  睦邻  #互 信#  伙伴  关系  。	互信
33	在  实施  再就业  工程  中  ，  我们  充分  发挥  企业  分流  职工  的  主体  作用  ，  要求  企业  眼睛  向  内  ，  尽量  多  分流  ，  少  下岗  ，  充分  挖掘  内部  潜力  ，  发展  多种  经营  ，  支持  企业  在  强化  主业  的  同时  ，  积极  利用  现有  场地  、  设施  搞  “  退  #二 进#  三  ”  ，  或者  开发  第一产业  的  经营  项目  ，  创建  再就业  载体  ，  多渠道  转岗  分流  富余  职工  。	二进
34	科研  与  推广  的  结合  主要  是  功能  的  结合  ，  其  结合  点  是  新  成果  、  新技术  的  转化  推广应用  ，  而  科技  示范  是  这种  功能  #联 接#  的  载体  。	联接
35	目前  ，  在  农副产品  的  销售  过程  中  ，  生产者  千家万户  面对  市场  ，  市场信息  #不 灵#  ，  少数  运销  户  利用  自己  掌握  的  市场信息  ，  在  产地  压低  收购  价  ，  在  销  地  无序  竞争  ，  流通  环节  的  好处  农民  无法  得到  ，  造成  农民  丰产  不  丰收  。	不灵
36	二  、  生产  、  加工  、  销售  三  环节  环环相扣  ，  同步  发展  ，  实现  #农 工#  贸  一体化	农工
37	在  推进  农业  产业化  过程  中  ，  如何  解决  产业化  链条  上  诸多  环节  #联 接#  的  问题  ，  是  实践  中  亟待  解决  的  一  大  课题  。	联接
38	在  全国  旅游业  蓬蓬勃勃  发展  的  今天  ，  有些  资深  的  业内  人士  和  众多  游客  都  提出  ，  目前  的  旅游  商品  存在  品种  单调  ，  特色  #不 特#  的  弊病  。	不特
39	要  以  山水  园林  风光  与  悠久  人文  史迹  结合  为  特点  ，  大力  开发  各类  观光  游览  胜景  ，  强化  特色  ，  为  国际  风景  旅游  城市  建设  奠定  景观  基础  ；  以  城市  市容  市  貌  为  重点  ，  建设  一个  与  风景  相  协调  并  各  具  特色  的  城市  绿地  系统  、  公共  设施  系统  与  街景  系统  ，  使  之  变为  新  的  旅游  资源  并  成为  风景  旅游  城市  的  一  条  #亮 丽#  风景  线  ；  以  会议  （  展览  ）  旅游  为  主导  ，  大力  开发  各类  专项  旅游  产品  ，  完善  国际  、  国内  会展  功能  设施  ，  力争  到  ２０１０年  ，  建设  成为  与  上海  接轨  或  联合  的  、  国际性  的  区域  会展  中心  和  重要  的  国内  会展  中心  ；  以  之江国家旅游度假区  为  基地  ，  大力  发展  多  层次  的  旅游  度假  网络  ，  建成  服务  长江三角洲  、  面向  国内外  市场  的  我国  东部  重要  旅游  度假  胜地  。	亮丽
40	要  以  山水  园林  风光  与  悠久  人文  史迹  结合  为  特点  ，  大力  开发  各类  观光  游览  胜景  ，  强化  特色  ，  为  国际  风景  旅游  城市  建设  奠定  景观  基础  ；  以  城市  市容  市  貌  为  重点  ，  建设  一个  与  风景  相  协调  并  各  具  特色  的  城市  绿地  系统  、  公共  设施  系统  与  街景  系统  ，  使  之  变为  新  的  旅游  资源  并  成为  风景  旅游  城市  的  一  条  亮  丽  #风景 线#  ；  以  会议  （  展览  ）  旅游  为  主导  ，  大力  开发  各类  专项  旅游  产品  ，  完善  国际  、  国内  会展  功能  设施  ，  力争  到  ２０１０年  ，  建设  成为  与  上海  接轨  或  联合  的  、  国际性  的  区域  会展  中心  和  重要  的  国内  会展  中心  ；  以  之江国家旅游度假区  为  基地  ，  大力  发展  多  层次  的  旅游  度假  网络  ，  建成  服务  长江三角洲  、  面向  国内外  市场  的  我国  东部  重要  旅游  度假  胜地  。	风景线
41	西湖  作为  杭州市  旅游业  #标志 性#  的  景点  ，  一直  受到  市委  、  市政府  的  高度  重视  ，  我们  受益  于  西湖  资源  ，  同时  也  备  感  工作  上  的  压力  。	标志性
42	另一方面  ，  要  继续  贯彻  “  适度  从  紧  ，  有  #保 有#  压  ”  的  方针  ，  从严  控制  非生产性  基本建设  规模  ，  从严  控制  社会集团购买力  和  会议  经费  ，  确保  支出  的  增长  低于  收入  的  增长  。	保有
43	一方面  ，  要  全面  实施  “  集中  征收  ，  重点  稽查  ，  综合  监控  ”  的  税收  征管  新  模式  ，  强化  全省  范围  内  的  所有  税种  的  税  基  管理  ，  认真  清理  各级  政府  越权  减免税  的  政策  ，  防止  税款  流失  ，  清理  各级  财政  的  列  收  列支  和  各类  企业  的  各种  欠  税  ；  强化  非  税  收入  的  管理  ，  着手  研究  费  改  税  的  方案  和  政策  ，  千方百计  做到  #应 收#  尽  收  。	应收
44	在  抓  #开 源#  的  同时  ，  要  抓好  节流  ，  严格  控制  财政  支出  ，  以  确保  财政  收支平衡  。	开源
45	要  从  单纯  抓  财政收入  ，  向  #开 源#  与  节流  并举  转变	开源
46	克林顿  是  在  美国  一些  #反 华#  势力  掀起  一  股  反  华  逆流  的  情况  下  发表  上述  演讲  的  。	反华
