id	segmented_sentence	merged_word
1	作为  北宋  #名 相#  ，  遭受  辽国  侵略  时  ，  他  是  坚决  的  主战  派  ，  力促  宋真宗  到  前方  督战  ，  迫使  辽国  中止  进攻  ，  举行  和议  ，  订立  “  澶渊  之  盟  ”  。	名相
2	代价  总是  要  付  的  ，  想  不  付出  而  索取  你  #想 要#  的  东西  ，  这是  痴人  的  梦  。	想要
3	生活  #好 起来#  也  有  好  起来  的  麻烦  ，  这  就  如同  我们  吃药  ，  逢  药  必  有毒  ，  任何  一种  作用  的  产生  都  相应  有  它  的  副作用  。	好起来
4	生活  好  起来  也  有  #好 起来#  的  麻烦  ，  这  就  如同  我们  吃药  ，  逢  药  必  有毒  ，  任何  一种  作用  的  产生  都  相应  有  它  的  副作用  。	好起来
5	生活  好  起来  也  有  好  起来  的  麻烦  ，  #这 就#  如同  我们  吃药  ，  逢  药  必  有毒  ，  任何  一种  作用  的  产生  都  相应  有  它  的  副作用  。	这就
6	为了  大家  ，  小  院  里  的  人们  尽管  #不 情愿#  离开  他们  的  故居  ，  可  还是  骂骂咧咧  地  把  家具  搬  到  汽车  上  。	不情愿
7	这是  条  古老  的  街道  ，  斑驳  的  大门  可以  作证  ，  门口  的  石墩  记录  着  四合院  里  的  故事  ，  杂院  里  的  喧嚷  和  温馨  ，  至今  让  许多  人  还  留恋  #不 舍#  。	不舍
8	每日  #必 经#  的  马路  将要  拓宽  ，  临街  房屋  的  墙  上  写  满  了  大大  的  拆字  。	必经
9	没有  办法  ，  外边  的  建筑工地  上  正在  #盖 楼#  ，  为了  明天  有  更  多  的  人  有  房  住  ，  你  今天  就要  为  别人  付出  代价  。	盖楼
10	每当  我  看见  一  群  群  华人  回  大陆  探亲  旅游  时  ，  手中  #总 要#  举  着  一  面  面  小  红旗  ，  上面  写  着  ：  “  我  是  中国人  ”  ；  每当  看见  一  群  群  少先队员  胸  前  飘  起  的  红领巾  ，  高高  举起  的  队旗  ；  每当  观看  世界  体育  比赛  时  ，  看见  中国  运动员  为  祖国  争得  荣誉  ，  夺得  奖牌  ，  当  国歌  奏  响  国旗  升空  时  ，  顷刻  间  ，  我  似乎  领悟  到  ，  祖国  为什么  用  红色  作为  国旗  的  基调  …  …  每当  我  想起  烈属  老奶奶  的  话  ：  “  他  把  红旗  看  得  比  性命  还  重  ，  他  总是  说  ：  红旗  在  胜利  就  在  。  ”	总要
11	每当  我  看见  一  群  群  华人  回  大陆  探亲  旅游  时  ，  手中  总  要  举  着  #一 面#  面  小  红旗  ，  上面  写  着  ：  “  我  是  中国人  ”  ；  每当  看见  一  群  群  少先队员  胸  前  飘  起  的  红领巾  ，  高高  举起  的  队旗  ；  每当  观看  世界  体育  比赛  时  ，  看见  中国  运动员  为  祖国  争得  荣誉  ，  夺得  奖牌  ，  当  国歌  奏  响  国旗  升空  时  ，  顷刻  间  ，  我  似乎  领悟  到  ，  祖国  为什么  用  红色  作为  国旗  的  基调  …  …  每当  我  想起  烈属  老奶奶  的  话  ：  “  他  把  红旗  看  得  比  性命  还  重  ，  他  总是  说  ：  红旗  在  胜利  就  在  。  ”	一面
12	每当  我  看见  一  群  群  华人  回  大陆  探亲  旅游  时  ，  手中  总  要  举  着  一  面  面  小  红旗  ，  上面  写  着  ：  “  我  是  中国人  ”  ；  每当  看见  一  群  群  少先队员  #胸 前#  飘  起  的  红领巾  ，  高高  举起  的  队旗  ；  每当  观看  世界  体育  比赛  时  ，  看见  中国  运动员  为  祖国  争得  荣誉  ，  夺得  奖牌  ，  当  国歌  奏  响  国旗  升空  时  ，  顷刻  间  ，  我  似乎  领悟  到  ，  祖国  为什么  用  红色  作为  国旗  的  基调  …  …  每当  我  想起  烈属  老奶奶  的  话  ：  “  他  把  红旗  看  得  比  性命  还  重  ，  他  总是  说  ：  红旗  在  胜利  就  在  。  ”	胸前
13	每当  我  看见  一  群  群  华人  回  大陆  探亲  旅游  时  ，  手中  总  要  举  着  一  面  面  小  红旗  ，  上面  写  着  ：  “  我  是  中国人  ”  ；  每当  看见  一  群  群  少先队员  胸  前  飘  起  的  红领巾  ，  高高  举起  的  队旗  ；  每当  观看  世界  体育  比赛  时  ，  看见  中国  运动员  为  祖国  争得  荣誉  ，  夺得  奖牌  ，  当  国歌  奏  响  国旗  升空  时  ，  #顷刻 间#  ，  我  似乎  领悟  到  ，  祖国  为什么  用  红色  作为  国旗  的  基调  …  …  每当  我  想起  烈属  老奶奶  的  话  ：  “  他  把  红旗  看  得  比  性命  还  重  ，  他  总是  说  ：  红旗  在  胜利  就  在  。  ”	顷刻间
14	每当  我  看见  一  群  群  华人  回  大陆  探亲  旅游  时  ，  手中  总  要  举  着  一  面  面  小  红旗  ，  上面  写  着  ：  “  我  是  中国人  ”  ；  每当  看见  一  群  群  少先队员  胸  前  飘  起  的  红领巾  ，  高高  举起  的  队旗  ；  每当  观看  世界  体育  比赛  时  ，  看见  中国  运动员  为  祖国  争得  荣誉  ，  夺得  奖牌  ，  当  国歌  奏  响  国旗  升空  时  ，  顷刻  间  ，  我  似乎  领悟  到  ，  祖国  为什么  用  红色  作为  国旗  的  基调  …  …  每当  我  想起  烈属  老奶奶  #的 话#  ：  “  他  把  红旗  看  得  比  性命  还  重  ，  他  总是  说  ：  红旗  在  胜利  就  在  。  ”	的话
15	说  着  ，  老人  回  卧房  搬  出  一个  小  木箱  ，  从  里面  #拿 出#  了  一个  小  包  ，  用  棉布  包  了  很多  层  ，  一  层  一  层  打开  ，  一  面  暗红  色  的  红旗  呈现  在  我们  面前  ，  上面  印  着  “  赤卫军独立团  ”  的  字样  。	拿出
16	说  着  ，  老人  回  卧房  搬  出  一个  小  木箱  ，  从  里面  拿  出  了  一个  #小 包#  ，  用  棉布  包  了  很多  层  ，  一  层  一  层  打开  ，  一  面  暗红  色  的  红旗  呈现  在  我们  面前  ，  上面  印  着  “  赤卫军独立团  ”  的  字样  。	小包
17	说  着  ，  老人  回  卧房  搬  出  一个  小  木箱  ，  从  里面  拿  出  了  一个  小  包  ，  用  棉布  包  了  很多  层  ，  #一 层#  一  层  打开  ，  一  面  暗红  色  的  红旗  呈现  在  我们  面前  ，  上面  印  着  “  赤卫军独立团  ”  的  字样  。	一层
18	说  着  ，  老人  回  卧房  搬  出  一个  小  木箱  ，  从  里面  拿  出  了  一个  小  包  ，  用  棉布  包  了  很多  层  ，  一  层  #一 层#  打开  ，  一  面  暗红  色  的  红旗  呈现  在  我们  面前  ，  上面  印  着  “  赤卫军独立团  ”  的  字样  。	一层
19	说  着  ，  老人  回  卧房  搬  出  一个  小  木箱  ，  从  里面  拿  出  了  一个  小  包  ，  用  棉布  包  了  很多  层  ，  一  层  一  层  打开  ，  #一 面#  暗红  色  的  红旗  呈现  在  我们  面前  ，  上面  印  着  “  赤卫军独立团  ”  的  字样  。	一面
20	这时  好多  当兵  的  都  围拢  来  了  ，  我  丈夫  把  篮子  上  蒙  的  布  一  揭  ，  鸡蛋  #一 会#  就  被  他们  ‘  抢  ’  光  了  。	一会
21	原来  他  把  红旗  插  在  山  #脑 儿#  上  ，  又  转身  飞快  地  跑  到  半山腰  来  接  我  。	脑儿
22	我  丈夫  得知  是  我  来  了  ，  他  飞快  地  往  山  上  跑  ，  #这 下#  可  把  我  搞  糊涂  了  ，  我  来  了  他  怎么  还  往  山  上  跑  呢  ？	这下
23	一  进  #大 山#  里  ，  原来  到处  是  我们  的  队伍  —  —  —  红军  。	大山
24	１９２８年秋  ，  我  丈夫  听  共产党  #的 话#  ，  和  村  上  的  人  一起  跑  去  参加  了  赤卫军  （  后  改编  为  红军  ）  ，  跟着  红旗  就  上  了  山  ，  一  去  几个月  不  回来  ，  我  在  家里  为  他  担心  。	的话
25	１９２８年秋  ，  我  丈夫  听  共产党  的  话  ，  和  #村 上#  的  人  一起  跑  去  参加  了  赤卫军  （  后  改编  为  红军  ）  ，  跟着  红旗  就  上  了  山  ，  一  去  几个月  不  回来  ，  我  在  家里  为  他  担心  。	村上
26	#前 些#  年  ，  为  贯彻  国务院  颁布  的  《  革命  烈士  褒扬  条例  》  ，  我  参加  编写  《  孝感县  革命  烈士  英名  录  》  。	前些
27	我  虽然  #再 也#  吃不上  母亲  做  的  粽子  ，  但  那  绵  厚  的  清香  ，  会  长久  留  在  心  的  深处  。	再也
28	很多  #年 前#  ，  我  的  老师  无意中  提到  没  时间  过节  ，  母亲  便  一直  记  在  了  心里  。	年前
29	这些  年  ，  我们  兄弟  们  都  大  了  ，  对  粽子  的  兴趣  淡  得  像  水  一样  ，  母亲  自己  #更 是#  早就  不大  吃  粽子  ，  可  她  还是  执意  要  每年  包  粽子  ，  并  少不了  叮嘱  我  给  高中  时  的  老师  送  上  一些  。	更是
30	我们  举家  迁  京  后  ，  由于  水土  与  气候  的  缘故  ，  母亲  的  身体  状况  变得  很  不好  ，  但  每逢  端午节  ，  她  照例  要  采  一些  #艾 草#  ，  包  一些  粽子  。	艾草
31	从  那  以后  ，  我  #再 也#  不敢  乱动  ，  每次  只是  静静  地  陪  着  奶奶  守  在  厨房  ，  看  着  粽子  下锅  ，  看  着  灶  里  呼呼  的  火苗  跳荡  着  把  锅  烧  热  ，  腾腾  的  热气  带  着  粽子  的  清香  ，  在  厨房  里  弥漫  ，  又  轻轻  地  飘  到  外面  ，  融入  的  烟雨  里  ，  并  在  日后  一次次  氤氲  在  我  童年  的  回忆  中  。	再也
32	从  那  以后  ，  我  再  也  不敢  乱动  ，  每次  只是  静静  #地 陪#  着  奶奶  守  在  厨房  ，  看  着  粽子  下锅  ，  看  着  灶  里  呼呼  的  火苗  跳荡  着  把  锅  烧  热  ，  腾腾  的  热气  带  着  粽子  的  清香  ，  在  厨房  里  弥漫  ，  又  轻轻  地  飘  到  外面  ，  融入  的  烟雨  里  ，  并  在  日后  一次次  氤氲  在  我  童年  的  回忆  中  。	地陪
33	看  着  那  细长  的  伤口  上  粒  粒  殷红  的  血  珠  ，  我  #一 句 话#  也  说  不  出来  。	一句话
