id	segmented_sentence	merged_word
1	重组  后  两  #大 公司#  的  资源  和  资产  状况  如何  ？	大公司
2	油田  ，  投资  要  保  #新 增#  探明  储量  、  保  新  增  原油  产  能  、  保  今年  原油  产量  ，  加快  集团公司  内  胜利  、  中原  等  老  油田  的  勘探  开发  ，  同时  积极  参与  新疆油田  和  国外  油田  的  合作  勘探  开发  。	新增
3	油田  ，  投资  要  保  新  增  探明  储量  、  保  #新 增#  原油  产  能  、  保  今年  原油  产量  ，  加快  集团公司  内  胜利  、  中原  等  老  油田  的  勘探  开发  ，  同时  积极  参与  新疆油田  和  国外  油田  的  合作  勘探  开发  。	新增
4	油田  ，  投资  要  保  新  增  探明  储量  、  保  新  增  原油  #产 能#  、  保  今年  原油  产量  ，  加快  集团公司  内  胜利  、  中原  等  老  油田  的  勘探  开发  ，  同时  积极  参与  新疆油田  和  国外  油田  的  合作  勘探  开发  。	产能
5	要  充分  发挥  产销  一体化  的  优势  ，  加强  与  石油天然气集团公司  的  合作  ，  特别是  通过  采取  “  控制  总量  、  规范  出厂  、  保证  收购  、  按  价  销售  、  管  好  批发  、  扩大  零售  、  加强  监管  、  限期  扭亏  ”  的  措施  ，  推动  #成品 油#  出厂  、  批发价格  到位  ，  维护  “  统一  、  开放  、  竞争  、  有序  ”  的  原油  、  成品  油  流通  秩序  ，  尽快  扭转  被动  局面  。	成品油
6	要  充分  发挥  产销  一体化  的  优势  ，  加强  与  石油天然气集团公司  的  合作  ，  特别是  通过  采取  “  控制  总量  、  规范  出厂  、  保证  收购  、  按  价  销售  、  管  好  批发  、  扩大  零售  、  加强  监管  、  限期  扭亏  ”  的  措施  ，  推动  成品  油  出厂  、  批发价格  到位  ，  维护  “  统一  、  开放  、  竞争  、  有序  ”  的  原油  、  #成品 油#  流通  秩序  ，  尽快  扭转  被动  局面  。	成品油
7	在  努力  降低  成本  、  挖潜  增  效  的  基础  上  ，  重点  搞好  #成品 油#  的  市场  营销  工作  。	成品油
8	要  确保  全年  原油  产量  超额  完成  计划  目标  ，  力争  达到  ３５３０万吨  ，  主要  石油  化工  产品  产量  、  品种  、  质量  要  适应  市场  需求  ，  主要  经济  技术  指标  #要 有#  一定  提高  ；  力争  原油  开采  成本  同比  降低  ３１元／吨  ，  原油  加工  费  同比  降低  １０元／吨  ；  销售  企业  管理  费用  同比  降低  １０％  。	要有
9	要  保  安全  、  提  “  三  率  ”  （  综合  商品  率  、  轻  油  收  率  、  优质  品  率  ）  、  降  “  四  耗  ”  （  原油  途  耗  、  加工  损耗  、  能耗  、  物耗  ）  、  压  “  五  费  ”  （  制造  费  、  #管理 费#  、  修理  费  、  财务  费  、  人工  费  ）  、  调  结构  （  调整  产品  、  产业  、  资产  结构  ）  、  快  周转  （  搞好  促销  ，  减少  应  收  款  、  存货  、  短  贷  ，  加快  流动资金  周转  ）  ；  推进  技术  进步  ，  搞好  减员  增  效  。	管理费
10	要  保  安全  、  提  “  三  率  ”  （  综合  商品  率  、  轻  油  收  率  、  优质  品  率  ）  、  降  “  四  耗  ”  （  原油  途  耗  、  加工  损耗  、  能耗  、  物耗  ）  、  压  “  五  费  ”  （  制造  费  、  管理  费  、  修理  费  、  财务  费  、  #人工 费#  ）  、  调  结构  （  调整  产品  、  产业  、  资产  结构  ）  、  快  周转  （  搞好  促销  ，  减少  应  收  款  、  存货  、  短  贷  ，  加快  流动资金  周转  ）  ；  推进  技术  进步  ，  搞好  减员  增  效  。	人工费
11	要  保  安全  、  提  “  三  率  ”  （  综合  商品  率  、  轻  油  收  率  、  优质  品  率  ）  、  降  “  四  耗  ”  （  原油  途  耗  、  加工  损耗  、  能耗  、  物耗  ）  、  压  “  五  费  ”  （  制造  费  、  管理  费  、  修理  费  、  财务  费  、  人工  费  ）  、  调  结构  （  调整  产品  、  产业  、  资产  结构  ）  、  快  周转  （  搞好  促销  ，  减少  #应 收#  款  、  存货  、  短  贷  ，  加快  流动资金  周转  ）  ；  推进  技术  进步  ，  搞好  减员  增  效  。	应收
12	原  中国石油化工总公司  在  改革  #发展 中#  运行  了  整整  １５年  ，  取得  了  显著  成绩  ，  积累  了  宝贵  经验  ，  奠定  了  雄厚  的  物质  基础  。	发展中
13	鼓浪屿  #听 不 见#  车轮  辘辘  只  听到  悦耳  的  琴声  安静  吗  ？	听不见
14	#这 下#  咱们  真  的  无家可归  了  …  …  （  漫画  ）	这下
15	这  下  咱们  #真 的#  无家可归  了  …  …  （  漫画  ）	真的
