id	segmented_sentence	merged_word
1	支书  牛政学  说  ：  “  磙桥  村民  每天  固定  两小时  放水  ，  而  我们  村  却  ２４小时  都  放水  ，  我们  #忘 不 了#  姜  书记  的  关心  ，  也  忘  不  了  磙桥村  的  风格  ！  ”	忘不了
2	支书  牛政学  说  ：  “  磙桥  村民  每天  固定  两小时  放水  ，  而  我们  村  却  ２４小时  都  放水  ，  我们  忘  不  了  姜  书记  的  关心  ，  也  #忘 不 了#  磙桥村  的  风格  ！  ”	忘不了
3	#拧 开#  水龙头  ，  清甜  的  井水  哗哗  流  进  家家户户  。	拧开
4	锣鼓  声  、  唢呐  声  、  鞭炮  #声 响#  成  一片  ，  “  水  来  了  ！  ”	声响
5	老  姜  请  干部  挨家挨户  做  思想  工作  ，  #说 通#  了  ，  又  亲自  带  工程队  与  大冯村  干部  群众  一起  建  水塔  ，  铺  管道  。	说通
6	老  姜  请  来  水利  专家  鉴定  ，  结论  是  水源  充足  ，  可  供  两  村  #共 用#  。	共用
7	但  姜云胜  的  设想  一  公布  ，  部分  群众  思想  #不 通#  。	不通
8	村  支书  牛政学  １９８６年  刚  上任  ，  老  姜  交给  他  第一个  任务  是  任期  内  必须  解决  大冯村  #缺 水#  问题  ！	缺水
9	每当  看到  大冯村  吱吱  呀  呀  的  拉  水车  经过  ，  姜云胜  的  心  像  被  车轮  #碾 过#  一样  难受  。	碾过
10	因为  #缺 水#  ，  村里  几十个  光棍  娶  不  上  媳妇  。	缺水
11	每天  农民  们  挑担  或  驾  牛车  到  几里  以外  #去 取#  水  。	去取
12	大冯村  是  有名  的  #缺 水#  村  ，  “  有  女  不  嫁  大冯村  ，  水  贵  如  油  家家  愁  。  ”	缺水
13	炮台镇  连续  １０年  获  辽宁省  文明  乡镇  称号  ，  被  评为  省  综合  改革  试点  镇  ，  并  跨入  全国  农村  综合  实力  #百 强#  乡镇  。	百强
14	１９９５年  以来  ，  调整  村  级  干部  ３０  多  人  ，  对  违纪  干部  ，  不管  是  镇  #一 级#  ，  还是  村  一  级  ，  从不  讲情面  。	一级
15	１９９５年  以来  ，  调整  村  级  干部  ３０  多  人  ，  对  违纪  干部  ，  不管  是  镇  一  级  ，  还是  村  #一 级#  ，  从不  讲情面  。	一级
16	整整  奋战  了  ３个小时  ，  缺口  堵住  了  ，  海堤  #保 住#  了  ，  几百亩  虾  田  保  住  了  ！	保住
17	整整  奋战  了  ３个小时  ，  缺口  堵住  了  ，  海堤  保  住  了  ，  几百亩  虾  田  #保 住#  了  ！	保住
18	#有 一次#  发生  药物  过敏  ，  他  浑身  发抖  ，  两  眼  昏花  ，  一头  栽倒  在  地  。	有一次
19	有  一次  发生  药物  过敏  ，  他  浑身  发抖  ，  两  眼  昏花  ，  一头  栽倒  #在 地#  。	在地
20	在  辽南  ，  熟悉  姜云胜  的  人  都  竖起  大拇指  称赞  他  是  铁人  、  硬汉  ，  但  谁  能  想到  这个  “  铁人  ”  经常  让  医生  在  办公室  挂  #吊 瓶#  。	吊瓶
21	７月４日  ９时１５分  ，  记者  按  约  来到  辽宁省  瓦房店市  炮台镇  原  政府办公楼  镇党委  书记  姜云胜  办公室  ，  老  姜  刚刚  从  工地  回来  ，  球鞋  上  沾满  泥巴  ，  #头 上#  渗  着  汗珠  。	头上
22	会谈  后  ，  #中 巴#  双方  签署  两国  政府  经济  技术  合作  协定  。	中巴
23	他  表示  ，  很  高兴  看到  #巴 中#  友好  合作  关系  不断  得到  发展  和  加强  。	巴中
24	我们  相信  ，  随着  巴自治区  建设  的  不断  发展  ，  在  我们  双方  的  共同  努力  下  ，  两国  人员  的  往来  会  不断  增多  ，  #中 巴#  友谊  和  各个  领域  的  友好  合作  关系  将  得到  进一步  巩固  和  发展  。	中巴
25	江  主席  说  ，  #中 巴#  友谊  已  有  ３０多年  的  历程  ，  尽管  几十年  来  国际  形势  发生  了  巨大  变化  ，  但  我们  的  友谊  经受  住  了  时间  的  考验  ，  对  此  我们  十分  珍惜  。	中巴
26	党中央  、  国务院  决定  组建  国家  缉私  警察  队伍  ，  实行  海关  与  公安  双重  垂直领导  、  以  海关  领导  为主  的  体制  ，  #专 司#  打击  走私  犯罪  活动  。	专司
27	不论  案件  涉及  什么  单位  、  #什么 人#  ，  都  要  排除  干扰  ，  一  查  到底  ，  依法  从  快  从  重  制裁  。	什么人
28	一些  用人  单位  打  出  “  帮助  下岗  职工  再就业  ”  的  幌子  ，  下岗  职工  如  “  久旱  逢  甘霖  ”  ，  进去  #方 知#  工作  是  每天  １２小时  ，  而  工资  每月  才  两三百元  ，  社会  保险费  、  交通费  等  一律  不管  。	方知
29	１９９７年  全  行业  国有  资产  总额  比  合资  前  增长  了  ７倍  多  ，  其  利税  占  整个  行业  利税  的  ８０％  以上  ，  天津  还  将  在  今后  两三年  内  ，  把  尚未  改造  的  近  ４０％  大  #中 企业#  ，  按  现代  企业  制度  进行  改造  。	中企业
30	天津  ６２％  以上  的  大  #中 企业#  利用  外资  得到  嫁接  、  调整  、  改造  。	中企业
31	同时  ，  在  开展  #反 腐败#  ３项  工作  ，  尤其  在  查办  大案要案  ，  加大  从  源头  上  预防  和  治理  腐败  的  工作  力度  方面  ，  思路  明确  ，  态度  坚决  ，  措施  有力  ，  取得  了  显著  成效  ，  有些  工作  走  在  前列  。	反腐败
32	尉健行  强调  ，  查办  案件  ，  依法  惩办  腐败  分子  ，  是  #反 腐败#  的  一  项  重要  工作  ，  执  纪  执法  机关  在  近期  要  集中  力量  查  结  一批  大案要案  。	反腐败
33	特别是  中央  #一 级#  、  省  一  级  以及  省会  城市  和  其他  副  省级  城市  的  公安  、  检察院  、  法院  、  工商  行政管理  部门  ，  更  要  采取  有力  措施  ，  带头  执行  “  收支  两条  线  ”  规定  ，  在  今年  内  必须  取得  明显  效果  。	一级
34	特别是  中央  一  级  、  省  #一 级#  以及  省会  城市  和  其他  副  省级  城市  的  公安  、  检察院  、  法院  、  工商  行政管理  部门  ，  更  要  采取  有力  措施  ，  带头  执行  “  收支  两条  线  ”  规定  ，  在  今年  内  必须  取得  明显  效果  。	一级
35	它  告诉  人们  丰收  的  喜悦  ，  它  昭示  的  是  各  民族  兄弟  亲如一家  的  融洽  ，  它  展现  的  是  #迈 向#  新世纪  的  憧憬  和  信心  。	迈向
36	在  #一 阵#  阵  掌声  中  ，  响  起  了  维吾尔族  民间舞  《  麦  西  来  甫  》  的  旋律  ，  姑娘  们  翩翩  来到  总书记  面前  ，  盛情  邀请  他  与  之  共  舞  ，  与  民  同乐  。	一阵
37	在  一  阵  阵  掌声  中  ，  #响 起#  了  维吾尔族  民间舞  《  麦  西  来  甫  》  的  旋律  ，  姑娘  们  翩翩  来到  总书记  面前  ，  盛情  邀请  他  与  之  共  舞  ，  与  民  同乐  。	响起
