id	segmented_sentence	merged_word
1	中国棋院  院长  陈祖德  说  ：  “  中国  围棋  棋圣  赛  的  创办  ，  是  中国  围棋  #史 上#  具有  里程碑  意义  的  事件  。  ”	史上
2	本报  北京  ７月１６日  讯  记者  李长云  报道  ：  中国  围棋  #史 上#  规模  空前  、  等级  最高  、  奖金  最高  的  职业  围棋  赛  —  —  —  溪口  杯  首届  中国  围棋  棋圣  赛  ，  将  于  ８月２６日  在  浙江  溪口国家级风景旅游区  拉开  战幕  。	史上
3	来自  全国各地  的  ５０多名  棋手  参加  角逐  ，  获得  本  次  比赛  冠军  并且  #胜 率#  达到  ７５％  的  棋手  将  晋升  为  特级  大师  。	胜率
4	但  由于  她们  年龄  小  ，  无论  从  #技 战术#  到  比赛  经验  都  很  不  成熟  ，  暂时  难以  担当  重任  。	技战术
5	由于  我国  垒球  界  目前  正  处在  新老交替  、  青黄不接  的  时期  ，  各  运动队  出现  了  严重  的  年龄  结构  断层  ，  第二十六届  奥运会  后  ，  刘雅明  接替  李敏宽  担任  了  中国队  主教练  的  工作  ，  并  花  大  力气  培养  年轻  队员  ，  也  发现  了  一批  很  #有 希望#  的  新秀  。	有希望
6	进行  #双 人#  划艇  、  山地  车  、  团体  划船  、  越野  跑  、  攀  山  、  泥  路  直  排  旱冰  以及  山地  车  ／  赛跑  交替  赛  共  七个  项目  的  比赛  。	双人
7	进行  双  人  划艇  、  #山地 车#  、  团体  划船  、  越野  跑  、  攀  山  、  泥  路  直  排  旱冰  以及  山地  车  ／  赛跑  交替  赛  共  七个  项目  的  比赛  。	山地车
8	进行  双  人  划艇  、  山地  车  、  团体  划船  、  #越野 跑#  、  攀  山  、  泥  路  直  排  旱冰  以及  山地  车  ／  赛跑  交替  赛  共  七个  项目  的  比赛  。	越野跑
9	进行  双  人  划艇  、  山地  车  、  团体  划船  、  越野  跑  、  攀  山  、  泥  路  #直 排#  旱冰  以及  山地  车  ／  赛跑  交替  赛  共  七个  项目  的  比赛  。	直排
10	进行  双  人  划艇  、  山地  车  、  团体  划船  、  越野  跑  、  攀  山  、  泥  路  直  排  旱冰  以及  #山地 车#  ／  赛跑  交替  赛  共  七个  项目  的  比赛  。	山地车
