id	segmented_sentence	merged_word
1	文物  经典  一律  被  视为  “  四  旧  ”  ，  大破  特  破  而  后  快  ；  学者  文人  统统  被  打  成  “  异端  ”  ，  深  批  猛  斗  #而 后#  可  。	而后
2	#看 一 看#  书  的  遭遇  ，  也  便  不  难  明白  文化  、  文明  、  文人  乃至  社会  的  浮沉  悲欢  。	看一看
3	所以  文明  之  曲折  ，  文化  之  苦难  ，  便  #铸 就#  了  书籍  的  运  命  ；  反之亦然  。	铸就
4	所以  文明  之  曲折  ，  文化  之  苦难  ，  便  铸  就  了  书籍  的  #运 命#  ；  反之亦然  。	运命
5	盖  因  #自 有#  人类  便  有  文明  ，  自  有  文明  便  生  文化  ，  而  文明  之  传播  、  文化  之  载体  ，  全  靠  书籍  。	自有
6	盖  因  自  有  人类  便  有  文明  ，  #自 有#  文明  便  生  文化  ，  而  文明  之  传播  、  文化  之  载体  ，  全  靠  书籍  。	自有
7	书  的  历史  很  长  ，  书  的  价值  很  大  ，  #但 书#  的  命运  却  很  苦  。	但书
8	杜修贤  的  个人  陈述  由  女  作家  顾保孜  组织  撰写  ，  文字  #洗 炼#  、  简洁  ，  将  杜修贤  的  个性  、  心境  与  历史  事件  冶  于  一  炉  ，  血肉  交融  ，  使  文字  和  图片  之间  ，  形成  了  有机  的  联系  。	洗炼
9	关于  毛泽东  、  周恩来  等  人物  的  一些  珍贵  的  生活  细节  第一次  呈现  ，  历史  人物  身上  的  迷雾  在  一个  亲历  者  的  #眼 中#  不复  存在  ，  剩下  的  是  历史  人物  精神  的  龙骨  。	眼中
10	关于  领袖  人物  形象  阐释  空间  #再 一次#  被  拓宽  、  被  推进  或者  说  是  被  披露  。	再一次
11	辽宁人民出版社  日前  推出  的  《  红  镜头  —  —  —  中南海  摄影师  #眼 中#  的  国事  风云  》  一  书  一经  面世  ，  就  在  全国  引起  了  很  大  的  反响  。	眼中
12	而  本  书  作者  在  这些  问题  上  亦  大力  加以  发明  和  论述  ，  #还 给#  出  了  解决  问题  的  方案  、  思路  。	还给
13	试想  ，  把  三万  字  的  十五大  报告  通过  研究  解读  出  二十六万  余  字  的  理论  专著  ，  其中  无  所  发现  、  无  所  创造  ，  仅  靠  天下  文章  一  大  抄  做  #得 到#  吗  ？	得到
14	接下来  我  #要 说#  的  是  ，  本  书  对  十五大  报告  研究  理论上  有所  发现  、  有所  创造  ，  其  理论上  的  出  新  不是  局部  性  的  而是  全面性  的  ，  不是  个别  的  而是  整体  的  。	要说
15	接下来  我  要  说  的  是  ，  本  书  对  十五大  报告  研究  理论上  有所  发现  、  有所  创造  ，  其  理论上  的  #出 新#  不是  局部  性  的  而是  全面性  的  ，  不是  个别  的  而是  整体  的  。	出新
16	接下来  我  要  说  的  是  ，  本  书  对  十五大  报告  研究  理论上  有所  发现  、  有所  创造  ，  其  理论上  的  出  新  不是  #局部 性#  的  而是  全面性  的  ，  不是  个别  的  而是  整体  的  。	局部性
17	１９９２年  邓小平  的  南方  谈话  ，  是  把  改革开放  和  社会主义  现代化  建设  推进  到  #新 阶段#  的  又  一个  解放  思想  、  实事求是  的  宣言书  。	新阶段
18	书名  本身  就  #出 新#  ，  赋  名  《  第三次  解放  思想  的  政治  宣言  》  ，  就  涵盖  着  新  的  内容  、  新  的  思想  、  新  的  语言  。	出新
