id	segmented_sentence	merged_word
1	正在  研究  的  新  方法  规定  两  队  必须  将  ３０分钟  #加 时 赛#  打  完  ，  进球  多  的  一方  获胜  ，  如  均  未  进球  则  互  罚  点球  。	加时赛
2	另外  ，  “  希玛  ”  #人 从#  一  开始  就  确定  了  “  领先  中国  保  龄  行业  、  赶超  世界  一流  水平  ”  的  战略  思想  。	人从
3	从  １９９６年  投资  ４０００万元  引进  美国  先进  生产  设备  ，  “  希玛  ”  便  一步一个脚印  地  开始  了  我国  自己  安装  、  完全  按照  国际标准  设计  生产  的  有  全  自动化  的  #球 道#  系统  、  自动  排  瓶  系统  、  电脑  系统  和  自动  回  球  系统  的  创业  之  路  。	球道
4	换  教练  的  #作 法#  值得  探讨  ，  不能  盲目  学  。	作法
5	还有  输  了  球  就  炒  教练  ，  世界杯  已  有  ５个  教练  被  炒了鱿鱼  ，  他  说  ，  要  实事求是  ，  如果  是  球队  水平  不行  ，  #硬 要#  赢  ，  谁  也  做  不  到  。	硬要
6	还有  输  了  球  就  炒  教练  ，  世界杯  已  有  ５个  教练  被  炒了鱿鱼  ，  他  说  ，  要  实事求是  ，  如果  是  球队  水平  不行  ，  硬  要  赢  ，  谁  也  #做 不 到#  。	做不到
7	这  #一 点#  值得  中国  学习  ，  但是  做  起来  还  需要  很  长  时间  。	一点
8	谈到  世界杯  赛  ，  他  说  他  不是  一个  球迷  ，  但  每  场  球  都  看  ，  时间  不  合适  就  看  剪辑  ，  所有  的  #入 球#  都  看  了  。	入球
9	巴西队  与  荷兰队  #历史 上#  相遇  ５次  ，  双方  各  胜  两场  ，  平  一  场  ，  但  在  １９９４年  美国  世界杯  上  ，  巴西队  以  ３∶２  击败  荷兰队  。	历史上
10	正  由于  他们  太  过于  #抢 眼#  ，  锋芒毕露  ，  也  正  由于  人们  在  他们  身上  倾注  了  太  多  的  笔墨  ，  所以  才  觉得  巴西队  实在  没什么  可  写  的  。	抢眼
11	他  知道  ，  想  从  巴西队  #头 上#  迈  过去  ，  几乎  比  登天  还  难  。	头上
12	他  之所以  乐观  ，  是  因为  他  手下  博班  、  苏克  均  是  成名  #已 久#  的  骁将  。	已久
13	乐观  的  布拉泽维奇  早就  预言  本  队  将  与  德国队  相遇  ，  果然  #一 言#  命中  。	一言
14	克罗地亚队  的  教练  布拉泽维奇  闯荡江湖  多年  ，  执教  过  不少  欧洲  俱乐部  队  和  瑞士国家队  ，  #人 称#  “  乐观  先生  ”  。	人称
15	不可  否认  ，  法国世界杯组委会  与  政府  部门  存在  矛盾  ，  其  主席  普拉蒂尼  曾  对  有些  地方  和  机构  的  “  不冷不热  ”  态度  #抱 有#  怨言  。	抱有
16	巴黎  市长  让·蒂贝里  建议  订立  了  一个  #名 为#  “  欢迎  来  巴黎  ”  的  公约  。	名为
17	陈超武校  将  于  今年９月  开班  ，  著名  武术  教练  吴彬  出任  总  顾问  ，  顺义体委  主任  张伯林  任  校长  ，  陈超  任  #副 校长#  兼  总教练  。	副校长
18	今年  ２６岁  的  陈超  曾  连续  ６年  获得  全国  #重量 级#  武术  散打  擂台赛  冠军  ，  １９９４年  荣获  新中国  的  第一位  武  状元  ，  并  连续  两次  卫冕  成功  ，  获  中国武术协会  颁发  的  “  世纪  武  状元  ”  称号  。	重量级
19	此后  两  队  各  被  罚  下  一  人  ，  但  荷兰队  前锋  博格坎普  在  全场  比赛  结束  前  ２分钟  打入  至关重要  的  一  球  ，  将  阿根廷队  踢  出  #四 强#  。	四强
20	荷兰队  在  开赛  １０分钟  时  就  由  克鲁伊维特  抢点  射门  成功  ，  而  阿根廷队  洛佩斯  在  ６分钟  后  反  越位  成功  将  比分  #扳 平#  。	扳平
21	５分钟  后  ，  苏克  在  禁区  内  一次  漂亮  的  #过 人#  后  射门  得分  ，  彻底  击  碎  了  德国队  扳  平  比分  的  念头  。	过人
22	５分钟  后  ，  苏克  在  禁区  内  一次  漂亮  的  过  人  后  射门  得分  ，  彻底  #击 碎#  了  德国队  扳  平  比分  的  念头  。	击碎
23	５分钟  后  ，  苏克  在  禁区  内  一次  漂亮  的  过  人  后  射门  得分  ，  彻底  击  碎  了  德国队  #扳 平#  比分  的  念头  。	扳平
24	下半场  德国队  开始  暴露  弱点  ，  他们  的  进攻  缺乏  组织  ，  虽然  主教练  福格茨  最后  用  上  了  ４个  前锋  这种  孤注一掷  的  打法  ，  依然  #找 不 到#  什么  机会  。	找不到
25	但  第４０分钟  时  ，  德国队  沃恩斯  被  红牌  #罚 出 场#  ，  克罗地亚队  在  上  半场  补  时  阶段  由  贾尔尼  远  射  先  得  一  分  。	罚出场
26	但  第４０分钟  时  ，  德国队  沃恩斯  被  红牌  罚  出  场  ，  克罗地亚队  在  #上 半场#  补  时  阶段  由  贾尔尼  远  射  先  得  一  分  。	上半场
27	但  第４０分钟  时  ，  德国队  沃恩斯  被  红牌  罚  出  场  ，  克罗地亚队  在  上  半场  #补 时#  阶段  由  贾尔尼  远  射  先  得  一  分  。	补时
