id	segmented_sentence	merged_word
1	“  会  #文 山#  房  ”  的  传人  萧林表  清  傲  飘逸  ，  惜墨如金  ，  众人  求之不得  。	文山
2	技艺  压  群  的  书法  只有  在  #逝 去#  名人  的  灵堂  挽联  中  才  得  一  见  。	逝去
3	“  我  ”  是  土司  的  “  傻子  ”  二  少爷  ，  “  我  ”  看到  了  动  #和 静#  、  爱  和  恨  ，  看到  了  疯狂  和  杀戮  ，  看到  了  美丽  和  鸦片  ，  下雪  的  早晨  野  画眉  在  窗外  的  声  声  叫唤  贯穿  全篇  。	和静
4	藏族  封建  土司  制度  在  “  我  ”  注视  的  目光  中  #凄 美#  消失  。	凄美
5	王孟奇  ：  #自 在#  以  文  养  画  （  附  图片  １  张  ）	自在
6	据  了解  ，  作为  民俗学  、  俗文学  一  分子  的  #楹 联#  作品  ，  由  个人  创作  完成  ，  以  书法  为  载体  ，  以  联  书  合璧  的  形式  出现  尚  属  首次  。	楹联
7	中国文联出版公司  最新  出版  的  《  二十世纪  中国  名人  #书信 集#  》  精选  了  一百五十余位  名人  的  五百多封  著名  书信  ，  分为  《  爱情  卷  》  、  《  亲情  卷  》  、  《  文  情  卷  》  三辑  。	书信集
8	中国文联出版公司  推出  的  《  中国  近代  思想家  箴言  录  》  丛书  ，  将  这  十五位  大师  级  人物  的  著作  分  辑  整理  ，  选出  其  最  具  代表性  的  语录  ，  并  加  有  一定  的  注释  、  提示  ，  是  一套  #走 近#  大师  、  聆听  大师  的  读本  。	走近
9	盼  “  希望  ”  之  #光 照#  到  这里  （  附  图片  ３张  ）	光照
10	这  家  公司  专  为  乒乓球  队  设计  了  三种  不同  颜色  的  #短 袖#  比赛  上衣  、  短裤  、  长  袖  运动  套装  等	短袖
11	这  家  公司  专  为  乒乓球  队  设计  了  三种  不同  颜色  的  短  袖  比赛  上衣  、  短裤  、  #长 袖#  运动  套装  等	长袖
12	#走 近#  社区  体育  —  —  —  北京市  社区  体育  扫描  （  上  ）  （  附  图片  １  张  ）	走近
13	欧盟部长理事会  二十五日  在  布鲁塞尔  批准  了  一  项  与  墨西哥  进行  自由  贸易  谈判  的  『  #快车 道#  』  计划  ，  谈判  将  从  今年七月  正式  开始  。	快车道
14	蒙古  一九九五年末  到  一九九八年四月  近  两年半  时间  里  ，  面粉  、  面  制品  、  肉  、  奶  、  奶制品  、  #烟 酒#  、  服装  、  日用品  等  十七类  二百零五种  商品  涨价  百分之七十七点五  。	烟酒
15	双方  确定  油田  的  基础  产量  为  每天  三千三百零五桶  原油  ，  由  中方  收取  #服务 费#  ，  以后  超产  部分  交税  之后  的  收入  属  中方  收回  投资  。	服务费
16	这  两名  英  籍  护士  #被 控#  杀死  一  名  澳大利亚  籍  同事  ，  去年  被  沙特  法庭  依法  判决  。	被控
17	第五十一届  世界  卫生  大会  十三日  选举  挪威  #前 首相#  布伦特兰  女士  为  新  一  任  世界卫生组织  总  干事  ，  以  接替  即将  卸任  的  总  干事  中岛宏  博士  。	前首相
18	第五十一届  世界  卫生  大会  十三日  选举  挪威  前  首相  布伦特兰  女士  为  新  一  任  世界卫生组织  #总 干事#  ，  以  接替  即将  卸任  的  总  干事  中岛宏  博士  。	总干事
19	第五十一届  世界  卫生  大会  十三日  选举  挪威  前  首相  布伦特兰  女士  为  新  一  任  世界卫生组织  总  干事  ，  以  接替  即将  卸任  的  #总 干事#  中岛宏  博士  。	总干事
20	杜伊森贝赫  －  －  －  控制  #通 胀#  的  能手	通胀
21	负责  #维 和#  行动  的  联合国  副  秘书长  贝尔纳·米耶  ２６日  在  联合国  表示  ，  联合国  随时  准备  支持  任何  旨在  加强  非洲  维  和  能力  的  行动  。	维和
22	负责  维  和  行动  的  联合国  副  秘书长  贝尔纳·米耶  ２６日  在  联合国  表示  ，  联合国  随时  准备  支持  任何  旨在  加强  非洲  #维 和#  能力  的  行动  。	维和
23	米耶  是  在  为期  一天  的  联合国  “  非洲  #维 和#  训练  战略  讨论会  ”  上  讲  这  番  话  的  。	维和
24	叶利钦  同时  免去  #前 总理#  切尔诺梅尔金  的  安全会议  常委  职务  ，  免去  前  副总理  丘拜斯  和  库利科夫  安全会议  委员  职务  。	前总理
25	今日  峡湾  #小 岛#  —  —  —  挪威  西部  峡湾  纪行  之一  （  附  图片  １  张  ）	小岛
26	尽管  #投票 率#  只有  百分之三十四点一三  ，  然而  投票  结果  表明  ，  大多数人  赞成  伦敦  未来  有  一个  民选  的  市长  ，  投  赞成  票  的  比率  为  百分之七十二  。	投票率
27	尽管  投票  率  只有  百分之三十四点一三  ，  然而  投票  结果  表明  ，  大多数人  赞成  伦敦  未来  有  一个  民选  的  市长  ，  投  #赞成 票#  的  比率  为  百分之七十二  。	赞成票
28	平淡  #中 看#  变化  －  －  －  荷兰  大选  结果  试  析	中看
