id	segmented_sentence	merged_word
1	三  、  严禁  虚报  粮食  收购  、  库存  数量  骗取  财政补贴  和  收购  资金  ，  严禁  在  粮食  收购  价格  上  低  收  高  报  骗取  #价 差#  款  。	价差
2	将  统筹  提留  款  折  成  粮食  与  农业税  征收  的  试点  ，  可以  纳入  #税 费#  改革  中  继续  研究  。	税费
3	对  来自  政府  和  其他  部门  的  #代 扣#  代  缴  要求  ，  粮食  收储  企业  要  理直气壮  地  予以  拒绝  。	代扣
4	除  按照  国家  有关  规定  #代 扣#  代  缴  农业税  外  ，  各级  地方政府  和  各  有关  部门  都  不得  要求  粮食  企业  代  扣  代  缴  任何  税  费  ，  已经  代  扣  代  缴  的  要  立即  如数  退还  给  农民  。	代扣
5	除  按照  国家  有关  规定  代  扣  代  缴  农业税  外  ，  各级  地方政府  和  各  有关  部门  都  不得  要求  粮食  企业  #代 扣#  代  缴  任何  税  费  ，  已经  代  扣  代  缴  的  要  立即  如数  退还  给  农民  。	代扣
6	除  按照  国家  有关  规定  代  扣  代  缴  农业税  外  ，  各级  地方政府  和  各  有关  部门  都  不得  要求  粮食  企业  代  扣  代  缴  任何  #税 费#  ，  已经  代  扣  代  缴  的  要  立即  如数  退还  给  农民  。	税费
7	除  按照  国家  有关  规定  代  扣  代  缴  农业税  外  ，  各级  地方政府  和  各  有关  部门  都  不得  要求  粮食  企业  代  扣  代  缴  任何  税  费  ，  已经  #代 扣#  代  缴  的  要  立即  如数  退还  给  农民  。	代扣
8	一  、  坚持  敞开  收购  和  户  交  户  结  的  政策  ，  严禁  各种  名目  的  #代 扣#  代  缴  ，  依法  维护  农民  利益  。	代扣
9	如果  不  坚决  #刹 住#  形形色色  的  违反  国家  粮食  政策  的  歪风  ，  将  严重  挫伤  农民  生产  积极性  ，  干扰  粮食  流通  体制  改革  的  顺利  进行  ，  影响  到  改革  、  发展  、  稳定  的  大局  。	刹住
10	全国  粮食  购销  工作  电视电话  会议  和  《  粮食  收购  条例  》  发布  施行  后  ，  镇江市  及  丹阳市  政府  没有  按照  国家  有关  规定  及时  纠正  上述  #作 法#  。	作法
11	丹阳市  政府  要求  各  乡镇  粮管所  在  夏粮  收购  期间  强行  #代 扣#  种子  粮  ，  并  按  先  种子  粮  、  后  定购  粮  、  再  议购  粮  的  顺序  收购  。	代扣
12	随后  ，  通过  采取  篡改  财务  账目  和  统计  报表  等  手段  ，  将  这  部分  粮食  谎报  为  按  保护价  收购  的  粮食  ，  谋取  #价 差#  款  达  １６０多万元  。	价差
13	湖北省  老河口市粮食局  在  粮食  收购  价格  上  弄虚作假  ，  低  收  高  报  ，  骗取  #价 差#  款  。	价差
14	此外  ，  绥化市粮食局  在  一年  多  的  时间  内  ，  还  通过  在  市工商银行  #开 立#  的  账户  ，  将  通过  各种  途径  转移  的  粮食  收购  资金  提  走  ２６５６万元  。	开立
15	此后  ，  将  这  批  粮食  的  大部分  以  #低 价#  销售  ，  将  ９５８７万元  销售  货款  存入  工商银行  的  账户  ，  并  继续  要求  下属  粮库  不  体现  销售  ，  不  冲  减  库存  。	低价
16	同时  ，  违反  粮食  收购  资金  专  户  管理  和  封闭  运行  的  规定  ，  在  绥化市工商银行  #开 立#  新  的  账户  。	开立
17	要  立足  我国  现代化  建设  的  需要  ，  努力  学习  新  知识  ，  #跟 上#  现代  科技  发展  的  步伐  ，  在  本职工作  中  争创  一流  的  业绩  。	跟上
18	针对  前  一  阶段  一哄而上  的  企业  出售  这种  改制  形式  ，  各地  都  制定  了  规范  操作  的  实施  细则  ，  注意  严格  把  好  被  售  企业  的  资产  评估  关  、  产权  界定  关  、  #购买 者#  资格  审查  关  、  职工  利益  保证  关  、  出售  资金  使用  关  。	购买者
19	在  推进  “  放  小  ”  的  过程  中  ，  省委  、  省政府  及时  强调  ，  企业  转制  应该  坚持  多  条  腿  走路  ，  #应 从#  企业  长远  发展  的  角度  灵活  选择  其  转制  的  形式  。	应从
20	到  今年６月底  ，  全省  市属  #和 县#  （  区  ）  属  企业  的  改制  面  分别  达到  ４３．３％  和  ６０％  。	和县
21	通过  “  放  小  ”  改制  ，  国有  中小企业  灵活  地  适应  市场  变化  ，  #正 向#  “  小  而  专  ”  、  “  小  而  精  ”  、  “  小  而  新  ”  、  “  小  而  特  ”  方向  发展  。	正向
22	近  两年  ，  以  严格  著称  的  英国航空公司  连续  为  “  北航食  ”  颁奖  ，  称  其  是  “  亚太地区  #最 优#  配餐  ”  。	最优
23	１８年  来  ，  “  北航食  ”  从未  发生  一  例  食品  卫生  事故  ，  公司  的  部分  餐  谱  被  国外  同行  拿  去  “  拷贝  ”  ，  其  西式  自助餐  也  已  进入  人民大会堂  #宴会 厅#  等  重要  场所  。	宴会厅
24	经过  十几年  努力  ，  “  北航食  ”  能  生产  适应  #五 大洲#  各  地域  风味  、  既  合  国际标准  又  富  中国  特色  的  美  馐  佳肴  ，  不仅  可  根据  各  航空公司  的  不同  要求  配餐  ，  还  独创  了  糖尿病  餐  、  无  谷类  餐  、  穆斯林  素餐  、  婴儿  餐  、  低  热能  餐  、  高  纤维  餐  等  ２５００种  冷  、  热  食  以及  １５００种  中西  点心  ，  年  营业额  超过  ２亿元  。	五大洲
25	经过  十几年  努力  ，  “  北航食  ”  能  生产  适应  五  大洲  各  地域  风味  、  既  合  国际标准  又  富  中国  特色  的  美  馐  佳肴  ，  不仅  可  根据  各  航空公司  的  不同  要求  配餐  ，  还  独创  了  糖尿病  餐  、  无  谷类  餐  、  穆斯林  素餐  、  婴儿  餐  、  低  热能  餐  、  #高 纤维#  餐  等  ２５００种  冷  、  热  食  以及  １５００种  中西  点心  ，  年  营业额  超过  ２亿元  。	高纤维
26	经过  十几年  努力  ，  “  北航食  ”  能  生产  适应  五  大洲  各  地域  风味  、  既  合  国际标准  又  富  中国  特色  的  美  馐  佳肴  ，  不仅  可  根据  各  航空公司  的  不同  要求  配餐  ，  还  独创  了  糖尿病  餐  、  无  谷类  餐  、  穆斯林  素餐  、  婴儿  餐  、  低  热能  餐  、  高  纤维  餐  等  ２５００种  冷  、  #热 食#  以及  １５００种  中西  点心  ，  年  营业额  超过  ２亿元  。	热食
27	１９８８年５月１日  ，  第一期  合同  到期  ，  双方  很  自然  地  将  限期  又  延长  了  １５年  ，  #增 资#  ２０００万美元  建起  ２万平方米  的  新  配餐  大楼  ，  从而  在  硬件  上  跻身  国际  先进  行列  。	增资
28	公司  副  总经理  武韵秋  回忆  ，  ７０年代末  ，  中国  民航  #尚 无#  配餐  间  ，  乘客  在  飞机  上  只能  “  享用  ”  一些  从  市场  上  采购  的  罐头  、  小  麻  饼  、  半成品  香肠  等  ，  是  “  北航食  ”  填补  了  这  项  空白  。	尚无
29	这时  ，  香港美心集团  总裁  伍沾德  和  他  的  女儿  伍淑清  以  锐利  的  眼光  捕捉  到  #极 好#  商机  。	极好
30	当年  负责  外资  工作  的  同志  心里  都  #没 底#  ，  压力  非常  大  。	没底
31	代表团  是  应  文化部  邀请  #来 华#  访问  的  。	来华
32	有的  强调  没  时间  学  ，  却  忙于  #不 必要#  的  应酬  。	不必要
33	县  以上  党政  领导班子  ，  今明两年  要  集中  一段  时间  ，  以  #整 风#  的  精神  开展  批评  和  自我批评  ，  有  针对性  地  解决  自身  存在  的  问题  。	整风
34	真正  提升  到  杨清漪  的  高度  ，  也  还  #得 到#  困难  中  去  ，  在  改变  人民群众  的  命运  中  ，  与  人民群众  患难与共  ，  欢乐  与共  ，  从  人民群众  那里  获取  智慧  和  力量  。	得到
35	上半年  ，  海关  在  济南机场  进境  #旅 检#  渠道  曾  查获  过  走私  黄金  １２８公斤  这  一  建国  以来  最大  的  黄金  走私  案  。	旅检
36	五  是  假  #单 证#  均  为  伪造  防伪  标签  、  剪贴  其它  低  值  报关  单  上  的  防伪  标签  或  重复  使用  防伪  标签  ，  伪造  特种  印油  、  印章  ，  更改  报关  单  数据  或  项目  内容  、  商品  名称  、  编码  等  。	单证
37	二  是  假  #单 证#  金额  大部分  都  在  ４０万—５０万美元  之间  ，  有意  逃避  二次  核查  。	单证
38	本报  讯  今年上半年  ，  广东省  内  各  海关  在  协助  地方  银行  、  工商  、  公安  等  有关  部门  核查  的  报关  单  中  ，  查出  涉嫌  骗汇  的  大量  假  #单 证#  ，  涉及  货物  总值  折合  人民币数亿元  。	单证
39	中央党校  #副 校长#  龚育之  主持  毕业  典礼  。	副校长
