id	segmented_sentence	merged_word
1	此  集  收入  作者  １９１８年  至  １９８２年  六十多年  #间 断#  续  所  写  日记  二十种  ，  其中  首次  刊  出  的  有  《  国外  日记  》  和  《  秋荔亭  日记  》  两种  。	间断
2	因为  日记  属于  纯粹  的  个人  文本  ，  展示  地道  的  私人  空间  ，  最  能  反映  集  主  的  #行 状#  和  心灵  。	行状
3	#书信 集#  有  两卷  ，  收集  一千二百多件  ，  占  多数  的  七百三十一件  是  过去  未曾  发表  的  。	书信集
4	诗  与  文  收入  全集  ，  #采 行#  的  是  初  版本  原则  ，  这  其实  也是  全集  收文  的  标准  。	采行
5	当时  又  没有  “  大哥大  ”  #全球 通#  ，  也  没有  “  ＦＡＸ  ”  等  现代化  传媒  工具  及  电脑  联网  ，  为何  这样  相同  ，  实在  叫  人  纳闷  。	全球通
6	这  一  条  短短  的  笔记  ，  一下子  #勾 起#  我  童年  的  回忆  ，  真是  有趣  极  了  。	勾起
7	这  一  条  短短  的  笔记  ，  一下子  勾  起  我  童年  的  回忆  ，  真是  有趣  #极 了#  。	极了
8	我  大喜  ，  待  她  妈妈  下班  归来  ，  我  努  #努 嘴#  暗示  孩子  把  考卷  奉  上  。	努嘴
9	我  大喜  ，  待  她  妈妈  下班  归来  ，  我  努  努  嘴  暗示  孩子  把  考卷  #奉 上#  。	奉上
10	平时  我  的  懒散  、  不  爱  整洁  ，  待人  大大咧咧  ，  #买 东西#  又  贵  又  次  ，  多年  前  的  学生  来访  叫  错  人家  名字  ，  来  香港  二十年  还  听  不  懂  广州  话  ，  等等  。	买东西
11	平时  我  的  懒散  、  不  爱  整洁  ，  待人  大大咧咧  ，  买  东西  又  贵  又  次  ，  多年  前  的  学生  来访  叫  错  人家  名字  ，  来  香港  二十年  还  #听 不 懂#  广州  话  ，  等等  。	听不懂
12	曾彩美  缓步  登上  北运河  畔  的  土坡  ，  #河 东#  岸  的  农舍  依稀  可见  。	河东
13	身着  黑色  套装  的  绍棠  夫人  曾彩美  走  #下 车#  来  ，  为了  最后  送别  她  的  绍棠  ，  彩美  夫人  今天  着  了  淡妆  。	下车
14	第三  人  说  ，  利用  公款  大吃大喝  已  是  见怪不怪  了  ，  有人  算账  ，  说  全国  一年  要  #吃 掉#  几十个亿  。	吃掉
