id	segmented_sentence	merged_word
1	１９９７年年底  ，  广州  胡汉芳  四  兄弟  分别  在  市内  几家  保险公司  捏造  所谓  车祸  事故  ，  进行  #车 险#  骗  赔  。	车险
2	点燃  后  又  将  门  反锁  上  ，  将  其  母亲  活活  #烧 死#  。	烧死
3	有的  不法分子  利用  汽车  市场  的  一条龙  服务  ，  #以 为#  车主  代办  保险  为  名  推销  假  保单  。	以为
4	即  客户  事先  只  须  交  较少  的  费用  ，  一旦  出险  就  可  获得  保险公司  较  丰厚  的  #赔 付#  补偿  。	赔付
5	所有  这些  艺术  上  的  努力  ，  使得  他  的  文人  画  自  成  一  格  ，  既  宁静  幽深  雅致  又  透露  出  勃勃  的  进取  #意 态#  。	意态
6	迄今为止  ，  他  发表  了  三百多篇  学术  论文  ，  出版  了  二十二部  #美术 史#  专著  ，  而且  许多  专著  一  版  再版  ，  其中  七十多万  字  的  《  中国  山水画  史  》  则  一共  出  了  三版  ，  有的  专著  还  被  海外  购  去  版权  。	美术史
7	学问  上  的  广  取  博  收  ，  无疑  为  他  的  #美术 史#  研究  与  美术  创作  奠定  了  扎实  的  基础  。	美术史
8	#如 画#  葫芦  、  葡萄  ，  看似  草草  ，  而  生意盎然  ；  山水  题材  更为  丰富多彩  ，  对  我  印象  最  深  的  是  一  堂  八尺  的  四季  山水  屏  幅  ，  气势  雄  强  ，  墨  彩  淋漓  ，  四季  不同  景物  ，  映入眼帘  ，  引  人  兴起  。	如画
9	至于  诗  书画  方面  ，  是  其庸  教授  一生  学术  活动  不可  分割  的  一部分  ，  我  认为  有  必要  撰文  #揭 橥#  出来  ，  就  教  于  作者  和  广大  读者  。	揭橥
10	１９９７年  十二期  《  传记  文学  ·  文化  名人  》  刊登  出  叶君远  、  邓安生  两位  作者  所  撰写  的  《  学者  ·  诗人  ·  #书画 家#  》  一  篇  长  文  ，  对  其庸  教授  七十年  来  的  经历  ，  阐述  得  十分  清晰  ，  重点  是  对  “  红学  ”  方面  的  卓越  贡献  ，  以及  对  甘肃  、  新疆  调查  考古  成就  历经  艰险  的  情节  ，  描写  得  极为  生动  ，  感人  至  深  。	书画家
11	尤其  难能可贵  的  是  数十年  来  他  对  绘画  也  很  偏爱  ，  常常  在  百忙  中  挤出  时间  挥毫  #不 辍#  ，  应手  成形  。	不辍
12	他  的  摄影  技术  超出  我们  的  想象  之外  ，  一  部  精美  的  图册  ，  系  以  诗篇  ，  #别 具#  风貌  。	别具
13	#报 载#  ，  近年来  大量  “  洋  中药  ”  从  日本  、  韩国  、  东南亚  和  西欧  国家  进口  ，  占  了  国内  市场  三成  之  多  ，  而  我国  每年  出口  的  中药材  和  中成药  在  国际  市场  上  只  占  到  百分之一  的  份额  。	报载
14	▲  日前  ，  山东  高青县人民政府  在  北京  钓鱼台国宾馆  与  首都  著名  #书画 家#  举行  联谊  笔会  。	书画家
15	方骏  ，  １９４３年  生于  江苏  连云港  ，  １９６５年  毕业  于  南京艺术学院美术系研究生班  ，  后  #留 校#  任教  ，  曾  任  美术系  主任  、  教授  。	留校
16	这  套  银币  ，  由  日本大阪造币厂  #制 模#  、  天津户部造币总厂  铸造  。	制模
17	侯  #老 是#  中国科技发展基金会  连任  三届  的  副  理事长  ，  并  亲自  发起  了  三个  专项  基金  ：  李成智  国际象棋  基金  、  中国科学技术馆  发展  基金  和  侯祥麟  奖励  基金  ，  基金  总额  近  ２０００万元  。	老是
18	#第 五#  ，  信息  产业  本身  极  高  的  增长率  。	第五
19	但  后来  一  过问  ，  人  #走 掉#  了  ，  因为  技术  作  股  的  事  没有  谈  成  。	走掉
20	某  领导  同志  来  四通  视察  时  #讲 到#  ，  他  在  某地  主持  工作  时  曾  有  两个  学生  ，  在  美国  留学  毕业  后  有  相当  高  的  收入  ，  但  想  回国  效力  ，  希望  以  自身  的  技术  入股  ，  创办  高科技  企业  ，  他  当时  就  表示  支持  。	讲到
21	通常  人们  概括  为  ：  高  投入  、  #高 风险#  和  高  回报  。	高风险
22	中国教育和科研计算机网专家委员会  主任  吴建平  说  ，  信息  业  的  发展  趋势  是  数据  网  #电话 网#  合一  ，  网络  电话  将  走进  我们  的  生活  。	电话网
23	于是  ，  它  一  诞生  就  受到  全世界  的  关注  ，  数十个  公司  已经  对  这  项  技术  进行  了  #商业 化#  ，  美国ＩＤＴ公司  的  网络  电话  费用  比  传统  国内  长途  节省  ２／３  以上  ，  因此  现  已  有  ２０多万  客户  。	商业化
24	由于  用  因特网  #打 长途#  ，  只需  交  市话  费  、  上网  费  和  服务  费  ，  上网  费  的  费用  很  低  ，  所以  与  传统  电话  相比  ，  网络  电话  的  诱人  之  处  便  在于  费用  低  。	打长途
25	由于  用  因特网  打  长途  ，  只需  交  市话  费  、  上网  费  和  #服务 费#  ，  上网  费  的  费用  很  低  ，  所以  与  传统  电话  相比  ，  网络  电话  的  诱人  之  处  便  在于  费用  低  。	服务费
26	张振  提出  #捐 给#  学校  １０套  电脑  及  软件  时  ，  李维民  连连  摆手  ，  “  ４０００多个  学生  ，  １０套  够  干什么  的  ？  ”	捐给
27	他  认为  应该  制作  出  有  如此生动  效果  的  教学  软件  ，  从而  改变  “  一  本  书  、  一  #张 嘴#  、  一  支  粉笔  ”  的  教学  方式  。	张嘴
28	为  保障  １２亿  人口  #着 衣#  安全  卫生  ，  我国  就  环保  服装  的  原料  —  —  —  天然  彩色  棉  进行  了  开发  研究  。	着衣
29	这些  纺织品  和  服装  一般  含有  ：  偶氮染料  、  甲醛  、  荧光  增白剂  、  #柔软 剂#  ；  棉纤维  上  残留  的  杀虫剂  、  防腐剂  、  防霉  剂  、  防蛀  剂  ；  残留  在  纺织品  上  的  重金属  、  合成染料  ；  种植  棉花  时  喷洒  的  农药  、  除草剂  和  化肥  等  残留  物  。	柔软剂
30	这些  纺织品  和  服装  一般  含有  ：  偶氮染料  、  甲醛  、  荧光  增白剂  、  柔软  剂  ；  棉纤维  上  残留  的  杀虫剂  、  防腐剂  、  防霉  剂  、  防蛀  剂  ；  残留  在  纺织品  上  的  重金属  、  合成染料  ；  种植  棉花  时  喷洒  的  农药  、  除草剂  和  化肥  等  #残留 物#  。	残留物
31	如果  还  认为  科技  成果  评奖  有  必要  的话  ，  那  也  要  大大  减少  评奖  数目  ，  做到  少而精  ，  使  真正  有用  成果  #独 秀#  一  枝  ，  减少  盲目性  。	独秀
32	#征 得#  本人  同意  后  ，  我们  将  他  的  来信  编发  如下  。	征得
33	笔者  曾  当面  请教  一  位  “  圈  #里 人#  ”  ：  “  为何  那么  多  计算机  专业  媒体  ，  几乎  没  读  过  一  篇  批评  报道  ？  ”	里人
34	不过  不要  小看  了  这些  “  小毛  头  ”  ，  越  老  的  资格  越  挑  不  起  这  摊  ，  谁  要  你  上  大学  那时  还  时兴  #单 片 机#  呢  ？	单片机
35	为了  争夺  这  块  蛋糕  ，  去年下半年  ，  同方  、  海星  、  红壹佰  、  和光  、  实达  、  福建中银  、  厦华、  曙光  、  太极  、  华胜  、  银河  、  浪潮  、  上广电  、  惠通  …  …  连同  联想  、  长城  、  方正  、  同创  等  汇  成  一  支  #蔚 为#  壮观  的  计算机  品牌  大军  ，  冲  入  市场  。	蔚为
36	为了  争夺  这  块  蛋糕  ，  去年下半年  ，  同方  、  海星  、  红壹佰  、  和光  、  实达  、  福建中银  、  厦华、  曙光  、  太极  、  华胜  、  银河  、  浪潮  、  上广电  、  惠通  …  …  连同  联想  、  长城  、  方正  、  同创  等  汇  成  一  支  蔚  为  壮观  的  计算机  品牌  大军  ，  #冲 入#  市场  。	冲入
37	香港  加强  校园  内  知识产权  教育  本报  讯  香港特区  政府  已  在  #全 港#  中小学  和  大专院校  进行  了  一系列  保护  知识产权  的  教育  。	全港
38	香港  市民  步行  筹  #善 款#  本报  讯  香港  一万  多  市民  日前  徒步  行程  八公里  ，  为  香港公益金  筹  得  四百多万港元  的  善  款  。	善款
39	香港  市民  步行  筹  善  款  本报  讯  香港  一万  多  市民  日前  徒步  行程  八公里  ，  为  香港公益金  筹  得  四百多万港元  的  #善 款#  。	善款
40	潍坊  的  风筝  #越 飞#  越  高  ，  潍坊  会  越来越  好  。	越飞
41	大型  机械  产品  的  #型 录#  展  是  此次  洽谈会  的  又  一  特色  。	型录
42	全国政协  、  人大  会议  期间  ，  市长  抓住  机会  召开  台商  恳谈  会  ，  市府考察团  专程  北上  、  南下  ，  #诚 邀#  两岸  人士  共  赴  鲁  台  盛会  。	诚邀
43	全国政协  、  人大  会议  期间  ，  市长  抓住  机会  召开  台商  恳谈  会  ，  市府考察团  专程  北上  、  南下  ，  诚  邀  两岸  人士  #共 赴#  鲁  台  盛会  。	共赴
44	前辈  们  为  我们  织就  了  一  张  漂亮  的  锦  ，  而  我们  所  要  努力  的  是  怎样  绣  上  美丽  的  花  ，  我们  的  任务  的  #艰巨 性#  就  在于  —  —  —	艰巨性
45	每年  一  届  的  “  鲁  台  经贸  洽谈会  ”  传递  了  潍坊市  扩大  开放  、  发展  经济  的  诚意  和  决心  ，  正  逐步  成为  辐射  北方  ，  #跨 省#  连  片  的  江北  区域性  大型  对  台  、  对外  经贸  交流  盛会  。	跨省
46	每年  一  届  的  “  鲁  台  经贸  洽谈会  ”  传递  了  潍坊市  扩大  开放  、  发展  经济  的  诚意  和  决心  ，  正  逐步  成为  辐射  北方  ，  跨  省  #连 片#  的  江北  区域性  大型  对  台  、  对外  经贸  交流  盛会  。	连片
47	新  落成  的  市政府  办公  大楼  披红  挂彩  ，  ２２０个  展位  已  准备  就绪  ，  #彪 形#  的  山东  汉子  敲响  了  第五届  “  鲁  台  经贸  洽谈会  ”  开场  的  锣鼓  。	彪形
48	所有  这些  都是  在  “  一国两制  ”  方针  下  ，  中央政府  维护  特区  政府  经济  权益  和  港人  #福 祉#  的  重要  政策  和  重大  举措  。	福祉
49	不过  ，  最  令人注目  的  是  他  #胸 前#  的  双  旗  襟  章  。	胸前
50	因此  ，  “  科技  兴  港  ”  的  提出  正  适逢  其  时  ，  #上 合#  国策  ，  下  符  港  情  ，  令  香港  科技  企业界  无不  欢呼雀跃  。	上合
