id	segmented_sentence	merged_word
1	巴西  人  太  痴迷  、  太  #醉心 于#  自己  潇洒  的  桑巴舞  了  。	醉心于
2	在  卡福  因为  吃  黄牌  而  不能  上场  的  情况  下  ，  后防  几位  大将  不是  漫不经心  地  倒  脚  就是  一个个  奋勇  助攻  上前  ，  恨不得  也  同  罗纳尔多  一样  建功立业  ，  如果  不是  克鲁伊维特  运气  太  差  ，  巴西队  的  大门  #不 知#  要  被  攻破  几次  了  。	不知
3	本报  马赛  ７月７日  电  记者  王芳  报道  ：  在  昨天  晚上  巴西队  胜  荷兰队  后  ，  罗纳尔多  对  记者  表示  ，  我们  终于  通过  了  一个  非常  困难  的  阶段  ，  我们  是  #有 能力#  赢得  本届  世界杯  的  。	有能力
4	９７  赛季  在  英格兰诺丁汉森林队  踢球  的  黑人  球星  范·霍伊顿克  ，  因  其  样子  #长 得#  古怪  ，  被  人  戏称  为  “  大  彼得  ”  。	长得
5	#没 想到#  塔法雷尔  反应  那么  快  ，  还  能  扑  回来  。	没想到
6	罗纳尔德·德波尔  说  ：  #扳 平#  后  我  确信  我们  可以  赢  了  ，  但  加  时  赛  我们  也  没有  多余  的  力量  了  。	扳平
7	罗纳尔德·德波尔  说  ：  扳  平  后  我  确信  我们  可以  赢  了  ，  但  #加 时 赛#  我们  也  没有  多余  的  力量  了  。	加时赛
8	罗纳尔多  说  ：  突然  死亡  法  谁  都  #不 愉快#  ，  巴西队  在  点球  决  胜负  中  成功  了  ，  无人  能  阻挡  我们  夺取  金  杯  。	不愉快
9	罗纳尔多  说  ：  突然  死亡  法  谁  都  不  愉快  ，  巴西队  在  点球  #决 胜负#  中  成功  了  ，  无人  能  阻挡  我们  夺取  金  杯  。	决胜负
10	球王  贝利  评价  说  ：  我  非常  高兴  巴西队  #又 一次#  进入  世界杯  决赛  ，  只有  巴西队  能  获得  第五次  捧杯  的  殊荣  。	又一次
11	当然  ，  点球  #决 胜负#  对  每个  队  都是  压力  ，  但  我们  １９９４年  就  胜  了  ，  心里  有底  儿  ，  挑  谁  罚  点球  都  不易  ，  罗纳尔多  和  埃默森  很  年轻  ，  他们  也  有  压力  ，  但  我  相信  自己  挑  他们  的  决定  没有  错  。	决胜负
12	#加 时 赛#  突然  死亡  ，  对  谁  都是  一件  可怕  的  事情  ，  我  告诫  队员  不要  出错  。	加时赛
13	惊心动魄  的  点球  大战  开始  ，  巴西队  队员  出众  的  脚法  让  荷兰队  门将  范德萨  屡屡  扑空  ，  而  荷兰队  第三  、  第四个  出场  的  科库  和  德波尔  #射 出#  的  球  被  塔法雷尔  轻松  没收  。	射出
14	#加 时 赛#  谁  也  没  能  将  对手  置于  死地  。	加时赛
15	这  一  有利  形势  一直  被  保持  到  下半场  结束  前  ４分钟  ，  荷兰队  德波尔  前场  右  路  传  中  ，  克鲁伊维特  一  记  有力  的  头球  攻  门  得手  ，  将  比赛  带  至  #加 时 赛#  。	加时赛
16	伍绍祖  在  听取  了  情况  介绍  后  指出  ，  体育  用品  在  体育  事业  的  #发展 中#  发挥  着  重要  作用  ，  体育  用品  业  在  体育  产业  中  占有  特殊  的  位置  。	发展中
17	利生体育商厦  是  一家  有  ７７年  历史  、  国内  规模  最大  的  体育  用品  专业  商店  ，  营业  面积  １．２万平方米  ，  经营  ２０多个  #大 类#  ２万多种  商品  。	大类
18	好在  两  队  #前 些#  天  分别  在  这个  场地  比赛  过  ，  已经  熟悉  ，  就  不再  计较  。	前些
19	荷兰队  原先  从  驻地  去  体育场  训练  都  坐  #大 巴#  。	大巴
