id	segmented_sentence	merged_word
1	曹刚川  李继耐  在  总装备部  电话  会  上  强调  ，  迅速  行动  起来  全力  支持  #反 走私#  斗争  。	反走私
2	军舰  离  厂  前  ，  由  科研  院  所  、  工厂  和  军  代表  组成  的  考核  组  ，  对  ５４２舰  进行  理论  和  #实 操#  考核  ，  舰  员  们  全部  取得  上岗  合格  证书  。	实操
3	能否  在  #短 时间#  内  驾驭  新  装备  ，  使  新  装备  尽快  形成  战斗力  ，  无论  对于  从  广州舰艇学院飞行员舰长班  毕业  仅  ３年  的  柏耀平  ，  还是  对  他  手下  从  十多个  单位  调  来  的  水兵  ，  都是  一个  严峻  的  考验  和  挑战  。	短时间
4	司令员  一连  向  主机  班长  林志峰  提  了  几个  #专业 性#  很  强  的  问题  ：  “  主机  能不能  调  缸  ？  ”	专业性
5	银行  、  购物  、  信用卡  系统  处理  #不 好#  ，  会  影响  到  人民  生活  和  社会  安定  。	不好
6	而  #嵌入 式#  硬件  系统  中  计算机  千年  问题  的  潜在  威胁  可能  更为  严重  。	嵌入式
7	药效  学  试验  显示  ：  “  麝  珠  明目  #滴 眼 液#  ”  对  实验  性  白内障  有  显著  的  抑制作用  。	滴眼液
8	一个  按  国际  ＧＨＰ  标准  装备  起来  的  我国  首家  中药  眼药  厂  #随 之#  启动  。	随之
9	１９９５年  ，  “  麝  珠  明目  #滴 眼 液#  ”  成为  我国  第一个  获  国家  “  准  ”  字号  新药  证书  的  眼科  外用  中药  新药  。	滴眼液
10	１９９１年  ，  福州市卢镜明中医眼科研究所  和  眼科医院所  （  院  ）  长  卢隆平  在  北京同仁医院  等  ８００余家  医院  的  协作  临床  下  ，  运用  现代  科技  手段  ，  以  “  麝  珠  明目  #滴 眼 液#  ”  治疗  早  、  中期  白内障  的  基础  医学  研究  为  主攻  方向  ，  取得  成果  。	滴眼液
11	百余年  来  ，  在  我国  福建  一带  及  东南亚  地区  ，  人们  一直  延用  福州  #卢 氏#  中医  世家  组  方  的  系列  外用  中药  治疗  各种  眼  疾  。	卢氏
12	百余年  来  ，  在  我国  福建  一带  及  东南亚  地区  ，  人们  一直  延用  福州  卢  氏  中医  世家  组  方  的  系列  外用  中药  治疗  各种  #眼 疾#  。	眼疾
