id	segmented_sentence	merged_word
1	泰国  和  菲律宾  提出  ，  随着  形势  的  变化  和  国  与  国  之间  相互  依存  的  势头  增强  ，  东盟  应  以  “  灵活  交往  ”  政策  替代  现行  的  对  成员国  内部  事务  “  #不 干涉#  ”  的  政策  ，  也就是说  ，  东盟  成员国  可  对  其他  成员国  内部  事务  提出  批评  和  建议  。	不干涉
2	据悉  ，  卜拉希米  将  带  着  安南  给  安哥拉  冲突  双方  的  信函  从  纽约  奔赴  安哥拉  ，  敦促  安  #政府 军#  与  安盟  部队  遵守  卢萨卡  和平  协议  ，  停止  武力  冲突  ，  尽快  恢复  和谈  ，  避免  安  重  陷  全面  内战  。	政府军
3	在  对话  会议  上  ，  中国  和  东盟  双方  讨论  了  地区  形势  、  加强  全方位  合作  、  进一步  发展  睦邻  #互 信#  伙伴  关系  等  问题  。	互信
4	中国  在  今后  较  长  时期  内  将  努力  保持  经济  持续  快速  健康  增长  ，  #以 利于#  亚洲  经济  的  恢复  与  发展  。	以利于
5	他  说  ，  自  去年底  江泽民  主席  和  东盟  九  国  领导人  实现  历史性  会晤  ，  确定  建立  面向  ２１世纪  睦邻  #互 信#  伙伴  关系  以来  ，  中国  和  东盟  各国  都  以  《  联合声明  》  为  指南  ，  开展  全方位  的  合作  ，  睦邻  友好  关系  稳步  向前  发展  。	互信
6	关于  ７月２２日  的  屠杀  事件  ，  政府  认定  是  安盟  #所 为#  ，  安盟  则  予以  否认  ，  指责  政府  栽赃  陷害  。	所为
7	但  在  次年９月  举行  的  全国  首次  多党制  大选  中  ，  安哥拉人民解放运动  （  安人运  ）  获胜  ，  安盟  指责  安人运  政府  舞弊  ，  拒绝  接受  大选  结果  ，  安  内战  #再 起#  。	再起
8	安哥拉  国内  近来  冲突  #频 发#  ：  继  上周末  １４０多名  安  官员  在  遭受  猛烈  攻击  后  逃往  邻国  赞比亚  之后  ，  ２２日  晚  在  北隆达省  布拉镇  附近  ，  至少  有  ２１５名  平民  被  杀  ；  ２４日  又  有  两支  联合国  护送  队  分别  在  南隆达省  和  本格拉省  遭到  伏击  ，  车辆  被  毁  ；  接二连三  的  冲突  已  造成  安哥拉  约  １５万  人  流离失所  。	频发
9	据  布莱尔  的  一  位  发言人  宣布  ，  在  这次  内阁  改组  中  ，  社会保险  大臣  由  财政部  第一  副  大臣  达林  出任  ，  运输  大臣  由  国防部  武装部队  政务  #次 官#  雷德  出任  ，  原  不管部  大臣  曼德尔森  接替  贝克特  ，  担任  贸易委员会  主席  ，  杰伊  担任  上院  领袖  。	次官
10	目前  #中 印#  关系  出现  问题  ，  责任  完全  在  印  方  。	中印
11	这种  毫无  根据  的  做法  毒化  了  #中 印#  关系  的  气氛  ，  使  正在  发展  中  的  中  印  关系  受到  严重  损害  。	中印
12	这种  毫无  根据  的  做法  毒化  了  中  印  关系  的  气氛  ，  使  正在  #发展 中#  的  中  印  关系  受到  严重  损害  。	发展中
13	这种  毫无  根据  的  做法  毒化  了  中  印  关系  的  气氛  ，  使  正在  发展  中  的  #中 印#  关系  受到  严重  损害  。	中印
14	新华社  马尼拉  ７月２８日  电  中国外交部  长  唐家璇  ２７日  在  这里  出席  第五届  东盟  地区  论坛  会议  期间  ，  会见  了  印度代表团  团长  、  印度全国计划委员会  #副 主席#  贾斯旺特·辛格  ，  双方  围绕  印度  核试验  及  中  印  关系  进行  了  坦率  的  讨论  。	副主席
15	新华社  马尼拉  ７月２８日  电  中国外交部  长  唐家璇  ２７日  在  这里  出席  第五届  东盟  地区  论坛  会议  期间  ，  会见  了  印度代表团  团长  、  印度全国计划委员会  副  主席  贾斯旺特·辛格  ，  双方  围绕  印度  核试验  及  #中 印#  关系  进行  了  坦率  的  讨论  。	中印
16	全国  登记  选民  ５４０万  ，  平均  #投票 率#  超过  ９０％  ，  高于  １９９３年  大选  的  投票  率  。	投票率
17	全国  登记  选民  ５４０万  ，  平均  投票  率  超过  ９０％  ，  高于  １９９３年  大选  的  #投票 率#  。	投票率
18	另  据  柬国家选举委员会  ２７日  宣布  ，  ２６日  柬  全国  ２３个  选区  的  １１６９９个  #投票 站#  的  投票  工作  正常  ，  各  投票  站  均  在  规定  时间  内  结束  投票  。	投票站
19	另  据  柬国家选举委员会  ２７日  宣布  ，  ２６日  柬  全国  ２３个  选区  的  １１６９９个  投票  站  的  投票  工作  正常  ，  各  #投票 站#  均  在  规定  时间  内  结束  投票  。	投票站
20	声明  说  ，  如果  #不 对#  这些  问题  进行  严肃  的  调查  ，  四  党  联盟  将  不  接受  选举  结果  。	不对
21	这  份  由  四  #党 主席#  联名  签署  的  声明  说  ，  在  投票  、  计票  和  通报  选举  结果  过程  中  有  许多  不合  规定  的  做法  ，  如  丢失  选票  、  投票  站  工作人员  故意  数  错  选票  、  威胁  观察员  以及  没有  让  足够  的  政党  和  非  政府  组织  的  观察员  监督  计票  过程  等  。	党主席
22	这  份  由  四  党  主席  联名  签署  的  声明  说  ，  在  投票  、  计票  和  通报  选举  结果  过程  中  有  许多  不合  规定  的  做法  ，  如  丢失  选票  、  #投票 站#  工作人员  故意  数  错  选票  、  威胁  观察员  以及  没有  让  足够  的  政党  和  非  政府  组织  的  观察员  监督  计票  过程  等  。	投票站
23	分布  在  柬  全国  的  ７００多名  观察员  中  近  ５００名  向  观察  团  #发 回#  了  报告  ，  据说  报告  是  “  鼓舞人心  的  ”  。	发回
24	#正 在#  此间  访问  的  中国国务院  副总理  钱其琛  今天  强调  ，  中国  愿  与  牙买加  共同  构筑  面向  ２１世纪  的  长期  稳定  的  友好  合作  关系  。	正在
