id	segmented_sentence	merged_word
1	我们  从小  没有  这个  习惯  ，  而  提  问题  是  创新  的  开始  ，  问题  问  #对 了#  就  相当于  一半  的  创新  完成  了  。	对了
2	常  听到  一些  老年人  说  ：  “  这  孩子  不言不语  ，  #挺 好#  的  。  ”	挺好
3	#插 上#  专用  上网  软件  ，  开机  即  进入  “  裕兴  —  瀛海  威  时空  ”  界面  ，  它  由  ６  部分  组成  ，  即  ：  电子邮件  、  网上  对话  、  时空  论  谈  、  因特网  、  裕兴  世界  和  服务  等  。	插上
4	中国青年政治学院法律系  学生  到  海淀检察院  进行  社会实践  和  毕业  实习  ，  该  系  教师  将  在  海淀检察院  开展  #不 定期#  调研  等  工作  。	不定期
5	在  ７种  少儿  期刊  中  ，  《  中学生  》  、  《  中国卡通  》  被  评为  全国  百种  重点  #社 科#  期刊  。	社科
6	罗定师范  位于  粤  #西 山区#  ，  周边  环境  相对  封闭  ，  经济  欠  发达  。	西山区
7	１９９７年７月  ，  全国妇联  主席  、  中国儿童少年基金会  会长  陈慕华  #访 港#  时  ，  香港妇协  通过  陈慕华  将  ９０余万元  港币  作为  一  份  礼物  送给  ３０００名  山区  失学  女童  。	访港
8	在  今年  的  演出  中  ，  远在  美国  的  #钢琴 家#  殷承宗  专程  回国  ，  为了  保证  演出  质量  ，  还  从  外地  运  来  演出  所  适用  的  钢琴  ，  力争  以  最好  的  状态  让  音乐会  保持  一个  很  高  的  水平  。	钢琴家
9	对  ５月３１日  走进  音乐厅  的  ３００余位  音乐家  和  １０００余位  观众  来说  ，  这是  一  场  特殊  的  音乐会  ，  每个人  的  心弦  都  被  爱  与  希望  #扣 动#  ，  音乐  在  这里  回旋  成  圣洁  的  力量  。	扣动
10	据  中央气象台  提供  的  信息  ：  受  冷空气  #和 暖#  湿  气流  的  影响  ，  淮河  流域  将  有  较大  降雨  出现  。	和暖
11	省  、  市  、  县  各级  政府  也  要  全力  支持  灾区  的  救灾  工作  ，  迅速  发动  起来  ，  开展  捐资  #捐 物#  等  救助  活动  。	捐物
12	同时  ，  要  特别  注意  解决  通路  、  通讯  、  通电  “  #三 通#  ”  问题  ，  要  做出  计划  ，  日夜  兼程  ，  尽快  修复  被  冲毁  的  桥梁  公路  ，  以  保证  各种  救灾  物资  及时  运  到  灾区  ，  为  灾区  恢复  生产  做好  准备  。	三通
13	我们  深信  香港特区  #定 能#  体现  自治  精神  ；  事实上  ，  我们  每天  都  在  实现  这种  精神  。	定能
14	董建华  表示  ，  香港特区  成立  后  ，  经历  了  许多  重大  发展  —  —  —  在  ５月  举行  了  首届立法会  选举  ；  ２月  发表  首份  财政  预算  案  ，  为  ９９％  的  纳税人  带来  税  项  #宽 减#  ，  还  提出  鼓励  营  商  的  措施  ；  终审法院  ，  即  香港  的  最终  上诉法院  ，  审理  了  首批  案件  ；  实施  新  措施  鼓励  市民  自  置  居所  ；  积极  进行  基础  建设  计划  。	宽减
15	收藏  版  有  人民日报  创刊号  金箔  缩微  版  ，  １９９８年６月１５日  的  人民日报  #银 箔#  缩微  版  ，  创刊号  复制品  ，  画面  分别  为  毛泽东  、  邓小平  、  江泽民  同志  阅读  人民日报  的  三枚  镀金  纪念  卡  ，  国家邮政局  发行  的  纪念  邮资  明信片  。	银箔
16	人民日报社  为此  监制  了  一批  #金银 箔#  缩微  收藏  版  。	金银箔
17	本报  石家庄  ６月２９日  电  记者  陈国琦  、  何伟  报道  ：  ６月２７日  ，  人民日报社  在  河北省  石家庄市  举行  纪念  人民日报  创刊  ５０周年  #金银 箔#  缩微  收藏  版  赠送  仪式  ，  向  人民日报  创刊  地  平山县  里庄村  和  中国历史博物馆  、  中央档案馆  、  河北省  、  石家庄市  等  有关单位  赠送  了  该  套  缩微  版  。	金银箔
18	人民日报  创刊  五十周年  #金银 箔#  缩微  版  赠送  仪式  在  石家庄  举行	金银箔
19	旨在  提高  我国  医院  技术装备  水平  和  诊疗  水平  的  这  一  合作  项目  ，  装备  对象  为  北京  、  上海  、  山东  等  十几个  省  、  自治区  、  直辖市  的  具备  #还 贷#  能力  的  地  市  级  大中型  医院  ，  以及  卫生部  和  国家中医药局  直属  的  大学  附属  医院  。	还贷
20	新华社  北京  ６月２９日  电  中国国家发展计划委员会  和  美国能源部  的  代表  今天  在  这里  签署  了  中美  和平  利用  #核 技术#  合作  协定  。	核技术
21	中美  签署  和平  利用  #核 技术#  合作  协定	核技术
22	为此  ，  １９８９年  ，  张作玺  主持  创办  农民  业余  学校  ，  利用  #冬 夏#  两  季  农闲  时间  ，  对  村民  进行  党  的  路线  、  方针  、  政策  ，  国家  法律  、  法规  ，  农村  实用  科技  知识  和  致富  技能  等  方面  的  教育  培训  。	冬夏
23	１９８９年３月２０日  ，  张作玺  便  带  着  全村  男女老少  ，  冒着  早春  的  #雨 夹 雪#  ，  浩浩荡荡  开进  了  五座  荒山  。	雨夹雪
24	可  修路  要  拆除  一些  人家  违章  占  道  的  院墙  、  猪圈  ，  #这 下#  捅  了  马蜂窝  。	这下
25	讲  形象  ，  就要  像  焦裕禄  、  孔繁森  那样  为  国  为  民  ，  埋头苦干  ，  使  群众  从  他们  身上  看到  党员  、  干部  的  先进性  ，  不是  像  陈希同  、  王宝森  那样  ，  无视  党纪国法  ，  不顾  群众  指责  ，  #高 官#  我  自  为  之  ，  以权谋私  ，  败坏  党  的  形象  。	高官
26	而  #哥们 儿#  ，  则  是  由  血缘  关系  的  称兄道弟  ，  扩  而  大  之  为  结帮  拉  派  ，  图  的  往往  是  个人  或  小集团  的  利益  。	哥们儿
