id	segmented_sentence	merged_word
1	苏州医疗器械厂  热心  为  #眼 疾#  患者  服务	眼疾
2	王卫生  研究  #骨 病#  有  进展  本报  讯  由  河南  濮阳王卫生骨质增生研究所  研制  的  『  骨  痹  痛  外敷  散  』  已  通过  中国中医药学会  专家  论证  ，  认为  它  是  骨  痹  外  治  的  有效  方剂  ，  对  骨质  增生  外敷  治疗  有  较好  疗效  。	骨病
3	被  称为  中国  图书  『  三  #大 奖#  』  之一  的  中国  图书  奖  ，  这次  共  收到  全国  三百七十多家  出版社  送  来  的  一千二百七十多种  参选  图书  。	大奖
4	#受 访 者#  中  配戴  眼镜  的  人数  为  ３０．５％  ，  意味着  京  沪  两地  平均  三个  人  就  有  一  位  配戴  眼镜  ，  这  还  不  包括  平时  备有  眼镜  但  不  喜欢  戴  ，  以及  有  视力  问题  还  没有  及时  矫正  的  人  ，  而且  戴  镜  者  呈  低  龄  化  趋势  ，  近视  平均  起始  年龄  为  １４．９岁  。	受访者
5	受  访  者  中  配戴  眼镜  的  人数  为  ３０．５％  ，  意味着  #京 沪#  两地  平均  三个  人  就  有  一  位  配戴  眼镜  ，  这  还  不  包括  平时  备有  眼镜  但  不  喜欢  戴  ，  以及  有  视力  问题  还  没有  及时  矫正  的  人  ，  而且  戴  镜  者  呈  低  龄  化  趋势  ，  近视  平均  起始  年龄  为  １４．９岁  。	京沪
6	受  访  者  中  配戴  眼镜  的  人数  为  ３０．５％  ，  意味着  京  沪  两地  平均  三个  人  就  有  一  位  配戴  眼镜  ，  这  还  不  包括  平时  备有  眼镜  但  不  喜欢  戴  ，  以及  有  视力  问题  还  没有  及时  矫正  的  人  ，  而且  戴  镜  者  呈  #低 龄 化#  趋势  ，  近视  平均  起始  年龄  为  １４．９岁  。	低龄化
7	大多数人  的  #眼 疾#  是  因为  不  爱护  或  不  懂  怎样  爱护  这  扇  “  窗户  ”  造成  的  。	眼疾
8	这次  被  #调查 者#  中  ，  有  近  四成  被  访  者  认为  眼睛  健康  与  身体  健康  没有  直接  关系  ，  ３３．５％  的  受  访  者  认为  自己  的  眼睛  健康  状况  不是  很  好  ，  但  却  认为  自己  身体  健康  状况  依然  良好  。	调查者
9	这次  被  调查  者  中  ，  有  近  四成  #被 访 者#  认为  眼睛  健康  与  身体  健康  没有  直接  关系  ，  ３３．５％  的  受  访  者  认为  自己  的  眼睛  健康  状况  不是  很  好  ，  但  却  认为  自己  身体  健康  状况  依然  良好  。	被访者
10	这次  被  调查  者  中  ，  有  近  四成  被  访  者  认为  眼睛  健康  与  身体  健康  没有  直接  关系  ，  ３３．５％  的  #受 访 者#  认为  自己  的  眼睛  健康  状况  不是  很  好  ，  但  却  认为  自己  身体  健康  状况  依然  良好  。	受访者
11	#京 沪#  两地  共有  １０００余位  市民  接受  了  调查  ，  主要  围绕  用  眼  护  眼  的  观念  和  行为  习惯  、  眼镜  市场  的  消费  情况  等  课题  展开  。	京沪
12	本报  讯  在  ６月６日  “  爱  眼  日  ”  来临  前夕  ，  由  依视路光学有限公司  、  上海仲恒咨询有限公司  等  联手  进行  的  城市  居民  用  眼  护  眼  公众  调查  表明  ，  市民  用  眼  状况  #堪 忧#  。	堪忧
13	此外  ，  还有  １０余个  小型  专题  博物馆  分布  在  旅游  #线 上#  ，  馆  内  的  实物  和  图片  向  人们  展示  着  贵州  少数民族  的  历史  变迁  和  民俗  风情  。	线上
14	贵州省  的  文物  工作者  因地制宜  ，  自  ８０年代  起  在  旅游  #线 上#  建立  了  一  座  座  别具一格  的  少数民族  村寨  博物馆  和  小型  专题  博物馆  ，  使  文物  保护  与  文物  利用  兼  得  ，  弘扬  文化  与  发展  经济  并举  ，  以  较少  的  投入  取得  了  较好  的  综合  效益  。	线上
15	当  他  意识到  电视  正在  深刻  影响  着  人们  的  生活  时  ，  他  手中  那  支  文采  飞扬  的  #笔 直#  指  荧屏  ，  创作  出  《  来自  武汉  的  报告  》  等  既  富有  理性  ，  又  充满  激情  的  电视  专题  文学  脚本  。	笔直
16	#调 入#  武汉电视台  之前  ，  赵致真  是  长江航运管理局  的  专业  作家  、  创作  室  主任  。	调入
17	生活  展现  在  他  面前  的  ，  是  一  条  漆黑  的  #井 下#  坑道  ，  而  他  却  从  生活  的  底层  开掘  着  黄金  。	井下
18	８０年代中期  ，  科技  体制改革  浪潮  #涌 起#  ，  尊重  知识  、  尊重  科学  渐  成  风尚  。	涌起
19	针对  居民区  因  施工  密度  过于  集中  而  导致  #颗粒 物#  污染  加重  的  现象  ，  决定  加强  工程项目  的  审批  和  施工  管理  ，  保护  城市  环境  。	颗粒物
20	据此  ，  市政府  决定  ：  加速  武汉  长江三桥  和  四桥  的  建设  ，  早日  形成  “  #外 环线#  ”  ，  将  每天  穿  城  而  过  的  几万辆  机动车  分流  ，  使  市区  的  尾气  污染  逐年  减轻  。	外环线
21	经过  １０多年  的  努力  实践  ，  已  形成  了  航天  动力学  、  自动控制  、  可靠性  工程  等  多  门类  、  具有  该  院  特色  的  研究生  学位  课程  ，  使  研究生  的  课程  教学  由  委托  高校  代培  ，  逐步  转为  自己  开设  专业课  ，  较好  地  解决  了  教学  与  研究  脱节  的  矛盾  ，  不仅  满足  了  研究生  #选 课#  的  需要  ，  同时  也  为  该  院  科技人员  的  知识更新  、  继续  深造  提供  了  条件  。	选课
22	代表  中国  工程  技术  最高  水平  的  工程院  院士  “  约法三章  ”  ，  在  中国  科技界  率先  树  起  了  加强  科学  道德  建设  的  #大 旗#  。	大旗
23	文物  中  ，  #有 为#  争取  钱学森  早日  归国  参加  祖国  航空  工业  的  建立  ，  曹日昌  、  葛庭燧  与  钱学森  之间  的  来往  信件  ；  有  《  留美科协通讯  》  １—１３期  （  １９４９年６月  —  １９５０年９月  ）  ，  其中  记载  了  “  留美科协  ”  从  成立  到  被迫  解散  期间  ，  动员  大批  留学生  和  科技人员  回国  ，  投身  新中国  建设  行列  的  艰难  历程  ；  留  美  学生  为  冲破  美国  政府  阻挠  ，  团结  起来  争取  尽快  回国  的  幻灯片  等  。	有为
24	１９８４年  ，  在  建国  ３５周年  国庆  活动  中  ，  武汉音乐学院  、  湖北省博物馆  联合  献  演  的  《  编钟  乐舞  》  一炮打响  ，  历  演  #不 衰#  。	不衰
25	他  说  法拉第  发现  #磨 擦#  生  电  现象  之后  ，  一  位  官员  问  他  这  玩  艺  有  何  用  ？	磨擦
26	他  说  法拉第  发现  磨  擦  生  电  现象  之后  ，  一  位  官员  问  他  这  #玩 艺#  有  何  用  ？	玩艺
27	中科院上海技术物理所  沈学础  院士  举  了  一个  #科学 史#  上  的  例子  。	科学史
28	他  说  ，  ６０年代  有人  听说  鸡蛋  的  胆固醇  高  、  肥肉  的  脂肪  #高 就#  不敢  吃  了  ，  实际上  当时  人民  生活水平  低  ，  身体  里  缺  的  正是  这些  。	高就
29	同时  要  订立  严格  的  管理  制度  ，  #违 者#  重罚  。	违者
30	从此  不  允许  任何  人  往  #江 边#  倒  脏  物  。	江边
31	第一  ，  重庆市  作为  直辖市  要  加大  投入  ，  在  #江 边#  建  投放  垃圾  的  设施  。	江边
32	重庆市  #江 边#  未  建  投放  垃圾  的  设施  ，  居民  任意  向  江  边  倒  脏  物  。	江边
33	重庆市  江  边  未  建  投放  垃圾  的  设施  ，  居民  任意  向  #江 边#  倒  脏  物  。	江边
34	客轮  和  旅游  船  上  也  丢  抛  塑料  饭盒  和  #包装 物#  、  果皮  等  。	包装物
35	一个  大浪  涌  过去  ，  便  #冲 出#  一  堆  垃圾  。	冲出
36	一个  大浪  涌  过去  ，  便  冲  出  #一 堆#  垃圾  。	一堆
37	#洪水 期#  有的  江面  垃圾  竟  有  一米  多  厚  。	洪水期
38	本报  北京  ６月１日  讯  在  刚刚  结束  的  １９９８年  纸浆  模  塑  制品  推广  会  上  ，  与会者  认为  治理  白色污染  的  一  条  有效  途径  是  ：  用  纸浆  模  塑  制品  代替  ＥＰＳ  #发 泡#  塑料  制品  。	发泡
39	纸浆  模  塑  制品  将  取代  #发 泡#  塑料  制品	发泡
40	幕  落  了  ，  同学  们  对  天津儿童艺术剧团  的  演员  #报 以#  热情  的  掌声  。	报以
41	其  主题  是  “  参与  、  欣赏  、  评论  ”  ，  突出  #教育 性#  、  群众性  、  艺术性  。	教育性
42	毛河光  院士  指出  ，  确定  发展  基础科学  研究  的  方向  虽然  千头万绪  ，  但  着眼点  不外乎  以下  几个  方面  因素  ：  #跨 学科#  的  重要性  ，  研究  前景  ，  研究  发展  时机  ，  未来  应用  的  可能性  。	跨学科
43	目前  ，  以  高压  物理  为  基础  的  高压  科学  正  成为  跨世纪  、  #跨 学科#  的  前沿  科学  。	跨学科
44	#谈 及#  高压  科学  的  广泛  应用  前景  ，  毛  院士  告诉  记者  ，  高压  将  使  所有  物质  材料  都  产生  根本  的  变化  。	谈及
45	他  仪表  斯文  、  潇洒  ，  面颊  #溢 满#  谦和  ，  微笑  着  在  西苑饭店  接受  记者  采访  时  ，  激奋  之  情  溢于言表  。	溢满
46	靳瑞  ，  因  独创  取  ３个  穴位  治  一种  疾病  的  针灸  疗法  ，  #人 称#  “  靳三针  ”  。	人称
47	陈安东  入  幼儿园  ，  教师  说  他  聪明  ，  是  #班 上#  好  学生  。	班上
48	陈安东  很  #有 礼貌#  地  朝  靳  教授  鞠躬  后  ，  与  他  妈妈  有说有笑  地  等候  针灸  。	有礼貌
49	１０００余所  职工  学校  为  下岗  职工  再就业  培训  基地  ，  增拨  #成 教#  专项  经费  ２７０万元  ，  １９９８年  计划  培训  下岗  职工  ５０万  人  ，  占  全省  职工  培训  计划  的  ５０％  。	成教
50	而  要  实现  这种  #跨越 式#  发展  ，  必须  培养  和  造就  高  素质  的  人才  。	跨越式
