id	segmented_sentence	merged_word
1	但  去掉  这些  美丽  的  光环  ，  于金山  仍  #不 失#  可爱  可敬  。	不失
2	因为  有的  新闻  媒介  在  报道  时  出现  炒作  现象  ，  如  把  他  “  立  过  四次  小  功  ，  #受 过#  一次  物质奖励  ”  说  成  “  赫赫  战功  ”  ，  把  “  与  占  公家  便宜  的  林场  干部  发生  冲突  ”  升格  为  “  与  贪官  斗争  ”  等等  。	受过
3	于金山  在  村子  里  掌  过  权  、  理  过  财  ，  脑子  稍稍  活络  一点  ，  生活  就  可以  #过 得#  富裕  些  。	过得
4	当兵  第三个月  ，  所属  的  冀热察独立二师  打  曹官营  ，  于金山  英勇  无畏  ，  独  得  两支  枪  和  一  挺  水压  #重 机枪#  架子  ，  立  了  功  。	重机枪
5	以后  跟着  共产党  走  ，  #斗 地主#  ，  分  田地  ，  大家  都  能  过  上  好日子  。	斗地主
6	我  见到  他  的  时候  ，  注意  到  他  左  #胸 前#  挂  着  ４枚  纪念章  ，  分别  是  解放  东北  纪念章  、  华北  解放  纪念章  、  抗美援朝  纪念章  和  全国人民慰问解放军代表团  纪念章  。	胸前
7	●  『  八一  』  前夕  ，  『  解放军文艺出版社  金榜  丛书  』  出版  ，  丛书  收入  获  全国  、  全军  大奖  的  长篇小说  、  纪实  文学  等  ，  第一批  推出  的  有  《  恸  问  苍  冥  日本  #侵 华#  暴行  备忘录  》  、  《  湘  西  大  剿匪  》  、  《  走出  地球村  》  等  。	侵华
8	●  『  八一  』  前夕  ，  『  解放军文艺出版社  金榜  丛书  』  出版  ，  丛书  收入  获  全国  、  全军  大奖  的  长篇小说  、  纪实  文学  等  ，  第一批  推出  的  有  《  恸  问  苍  冥  日本  侵  华  暴行  备忘录  》  、  《  #湘 西#  大  剿匪  》  、  《  走出  地球村  》  等  。	湘西
9	这  部  报告文学  反映  西部  石油  #开发 者#  征战  “  死亡  之  海  ”  的  悲壮  故事  ，  题材  重大  ，  思想  深刻  ，  作品  大气磅礴  ，  情节  催  人  泪  下  。	开发者
10	可以  说  ，  我们  已经  形成  了  一个  可观  的  ，  也  相对  完整  的  #专 事#  当代  军旅  题材  报告文学  的  作家  群体  。	专事
11	幼儿园  里  的  小星  出神  地  数  着  地上  的  方格  ，  #牵 心#  挂记  着  同  桌  的  小朋友  淘淘  。	牵心
12	幼儿园  里  的  小星  出神  地  数  着  地上  的  方格  ，  牵  心  挂记  着  #同 桌#  的  小朋友  淘淘  。	同桌
13	#梦 中#  紧紧  抓住  的  一件  东西  使  他  奇迹  般  地  摆脱  了  死亡  的  纠缠  。	梦中
14	战士  冷小刚  因  恶性  #骨 瘤#  进行  截肢  手术  ，  弥留  之际  的  梦  里  见到  了  翩  飞  的  蓝  蝴蝶  。	骨瘤
15	冉炜君  《  #漂流 者#  的  胡须  》  中  ，  关于  战争  、  大地  和  生命  的  诗篇  出手  不凡  。	漂流者
16	这  部  集子  其实  是  一  篇  文章  ，  作者  像  一  位  『  知心  姐姐  』  ，  满腔热情  地  用  历史  典籍  和  现实  故事  ，  向  初  入  军营  的  兄弟  们  娓娓  地  讲述  着  ：  『  家事  ，  国事  ，  天下  事  』  ，  『  军心  ，  民心  ，  母亲  心  』  ，  『  兵  谣  ，  兵  梦  ，  兵  之  路  』  ，  『  铁马  ，  铁  剑  ，  铁  #营 盘#  』  ，  期望  他们  走  好  人生  的  每  一  步  路  …  …	营盘
17	这  几部  散文  集  ，  其中  有  三部  是  和  大西北  #有 关联#  的  。	有关联
18	此外  ，  还有  徐宝琦  的  《  #爬 墙#  瓜  》  ，  以  爬  墙  瓜  为  媒  ，  引人入胜  地  讲述  了  两位  丧偶  的  老年  男女  由  怨  到  爱  的  有趣  经过  ，  以及  从  他们  的  生活  中  可以  感受  到  的  看似  平淡  却  并不  平常  的  人生  况味  。	爬墙
19	此外  ，  还有  徐宝琦  的  《  爬  墙  瓜  》  ，  以  #爬 墙#  瓜  为  媒  ，  引人入胜  地  讲述  了  两位  丧偶  的  老年  男女  由  怨  到  爱  的  有趣  经过  ，  以及  从  他们  的  生活  中  可以  感受  到  的  看似  平淡  却  并不  平常  的  人生  况味  。	爬墙
20	这些  作品  的  醇厚  是  因  作者  对  现实  生活  的  真正  深入  ，  生活  给  作者  以  深深  的  触动  #所 致#  。	所致
21	在  这些  作品  中  ，  我们  看到  了  当代  军营  生活  的  显著  变化  和  内在  活力  ，  看到  了  改革开放  的  时代  给  军营  生活  带来  的  #多 侧面#  影响  ，  更  看到  了  现代化  、  正规化  的  军队  在  变革  中  发展  前进  的  步伐  。	多侧面
22	存在  的  不足  之  处  ，  笼统  言  之  ，  大概  有  这么  几点  ：  一  、  作品  所  表现  的  生活  还  不够  丰富多彩  ，  显得  厚度  不够  ；  二  、  作品  的  语言  水平  虽然  不  十分  整齐  ，  但  大体上  还  只  停留  在  文从字顺  、  正确  达意  的  程度  ，  文字  修养  距  出神入化  的  要求  还  较  远  ，  还  没有  一个  作家  形成  自己  独特  的  语言  文字  风格  ；  三  、  作为  军事  文学  主力军  的  长篇小说  ，  对于  军事  文化  的  表现  远远  不够  ，  同时  也  缺乏  历史  感  ，  或者  说  缺乏  #史诗 性#  作品  ；  四  、  缺乏  深刻  的  哲理  和  隽永  的  思想  ，  这是  最  重要  的  ，  也是  最  不  容易  达到  的  。	史诗性
23	但是  ，  我  非常  苛刻  地  认为  ，  这  其中  还  没有  一  部  能够  被  #归 入#  可以  “  凝视  ”  的  长篇小说  。	归入
24	有些  翻  空  出奇  的  #先锋 派#  其实  不过是  时尚  的  追逐  者  ，  或者  说  是  商业  文化  的  广告  。	先锋派
25	因此  ，  作家  们  要  多多  注意  长篇小说  的  特性  ，  注意  #其 自身#  的  艺术  规律  。	其自身
26	#不 期#  而  然  地  遇  上  一  本  好  的  长篇小说  ，  其  欣幸  之  情  常  可以  形  之  于  色  ，  但是  经常  面对  一些  缺乏  艺术  魅力  ，  只  能够  被  “  瞥见  ”  、  不  值得  被  “  凝视  ”  的  书  ，  被迫  一个  字  一个  字  地  从头  读  到  尾  ，  其  痛苦  却  也  难以  言  表  。	不期
27	不  期  而  然  地  #遇 上#  一  本  好  的  长篇小说  ，  其  欣幸  之  情  常  可以  形  之  于  色  ，  但是  经常  面对  一些  缺乏  艺术  魅力  ，  只  能够  被  “  瞥见  ”  、  不  值得  被  “  凝视  ”  的  书  ，  被迫  一个  字  一个  字  地  从头  读  到  尾  ，  其  痛苦  却  也  难以  言  表  。	遇上
28	不  期  而  然  地  遇  上  一  本  好  的  长篇小说  ，  其  欣幸  之  情  常  可以  形  之  于  色  ，  但是  经常  面对  一些  缺乏  艺术  魅力  ，  只  能够  被  “  瞥见  ”  、  #不 值得#  被  “  凝视  ”  的  书  ，  被迫  一个  字  一个  字  地  从头  读  到  尾  ，  其  痛苦  却  也  难以  言  表  。	不值得
29	有的  长篇小说  ，  率  而  #操 觚#  ，  敷衍  成  篇  ，  文字  拉杂  ，  故事  荒唐  ，  放下  拿  起  ，  总  难  读  完  。	操觚
30	有的  长篇小说  ，  率  而  操  觚  ，  敷衍  成  篇  ，  文字  拉杂  ，  故事  荒唐  ，  放下  #拿 起#  ，  总  难  读  完  。	拿起
31	在  中国人民解放军  建军  七十一周年  之际  ，  值  全军  文学  创作  奖  评选  揭晓  之  时  ，  我们  特  请  有关  专家  对  近年来  的  军事  文学  作  一  回眸  ，  祝  军事  文学  创作  更  #上 层#  楼  。	上层
32	经过  调查  了解  ，  海航  对  这次  #不 正常#  航班  的  备  降  服务  提出  ７项  批评  意见  ，  并  有  针对性  地  作  了  大刀阔斧  的  调整  。	不正常
33	经过  调查  了解  ，  海航  对  这次  不  正常  航班  的  #备 降#  服务  提出  ７项  批评  意见  ，  并  有  针对性  地  作  了  大刀阔斧  的  调整  。	备降
