id	segmented_sentence	merged_word
1	交警  还  与  刑警  密切  配合  ，  协同  作战  ，  对  车  匪  路霸  “  #露 头#  就  打  ”  ，  并  在  公路  沿线  设立  １０多个  电话  举报  点  ，  方便  司机  及时  反馈  信息  ，  及时  排除  各种  路障  ，  保证  公路  畅通  。	露头
2	农民  正  #忙 着#  收  油菜  、  割  麦子  ，  刚  收获  的  油菜  和  麦子  齐整  地  码放  在  自家  的  晒场  上  。	忙着
3	何同山  大队  长  介绍  说  ，  他们  曾经  对  农民  #上 路#  打场  做  过  深入  调查  ，  发现  主要  原因  是  小麦  、  稻谷  收获  大忙  季节  ，  路  旁  农户  缺少  晒场  、  缺  劳力  ，  图  省事  上  路  打  粮  。	上路
4	何同山  大队  长  介绍  说  ，  他们  曾经  对  农民  上  路  打场  做  过  深入  调查  ，  发现  主要  原因  是  小麦  、  稻谷  收获  大忙  季节  ，  #路 旁#  农户  缺少  晒场  、  缺  劳力  ，  图  省事  上  路  打  粮  。	路旁
5	何同山  大队  长  介绍  说  ，  他们  曾经  对  农民  上  路  打场  做  过  深入  调查  ，  发现  主要  原因  是  小麦  、  稻谷  收获  大忙  季节  ，  路  旁  农户  缺少  晒场  、  缺  劳力  ，  图  省事  #上 路#  打  粮  。	上路
6	为  从  根本上  解决  问题  ，  大队  主动  与  农机  部门  联系  ，  调运  柴油机  、  脱粒机  等  机械  ，  及时  帮助  农民  打  粮  ；  对  那些  经济  困难  的  #路 旁#  农户  ，  交警大队  挤出  办公  经费  为  农户  购买  水泥  、  石头  建  晒场  ，  或  直接  给予  一定  的  建  场  费用  。	路旁
7	公路  打场  晒  粮  ，  这  在  许多  地方  已  习以为常  ，  它  既  导致  谷  、  麦  等  农作物  #染 上#  多种  有害  物质  ，  又  容易  造成  机动车  制动  失灵  ，  阻塞  交通  甚至  引发  交通  事故  。	染上
8	在  这种  理念  下  ，  蓝剑集团  生产  的  每  一  瓶  啤酒  都  打  上  编码  ；  派  人  常驻  新疆啤酒花生产基地  现场  把关  验收  ，  并  不惜  高价  选用  优质  澳  麦  做  产品  的  原料  ；  投入  ２亿元  进行  技术改造  ，  对  生产  工艺  进行  全程  微机  控制  …  …  “  磨刀  #不 误#  砍柴  功  ”  ，  “  蓝剑  ”  通过  了  ＩＳＯ９００２  国际  质量  体系  认证  和  中国方圆  标志  认证  。	不误
9	经过  冷静  的  思考  ，  曾清荣  确立  了  蓝剑集团  “  眼光  #向 外#  ，  自立  自强  ，  规模  扩张  ”  的  发展  道路  。	向外
10	短短  １０多年  时间  ，  四川蓝剑集团  #铸 就#  了  今天  的  辉煌  。	铸就
11	１９９１年  曾清荣  到  欧美  考察  ，  一个  事实  深深  地  #刺 痛#  了  他  ：  仅  美国ＡＢ公司  一家  的  啤酒  产量  就  远远  超过  了  当时  我国  ６００多家  啤酒  厂  销量  的  总和  ！	刺痛
12	１９９１年  曾清荣  到  欧美  考察  ，  一个  事实  深深  地  刺  痛  了  他  ：  仅  美国ＡＢ公司  一家  的  啤酒  产量  就  远远  超过  了  当时  我国  ６００多家  #啤酒 厂#  销量  的  总和  ！	啤酒厂
