id	segmented_sentence	merged_word
1	沿着  巷道  前行  ，  在  #拐弯 处#  ，  一个  工人  师傅  正  蹲  在  地下  检修  设备  。	拐弯处
2	沿着  巷道  前行  ，  在  拐弯  处  ，  一个  工人  师傅  正  蹲  #在 地下#  检修  设备  。	在地下
3	王启人  说  ，  筹委会  的  成立  表明  澳门特别行政区  的  筹备  工作  进入  具体  操作  的  #新 阶段#  。	新阶段
4	关于  #日 美#  防卫  合作  指针  ，  久间  说  ，  日  方  会  谨慎  行事  。	日美
5	关于  日  美  防卫  合作  指针  ，  久间  说  ，  #日 方#  会  谨慎  行事  。	日方
6	关于  台湾  问题  ，  久间  说  ，  根据  #日 中#  联合声明  的  原则  ，  日本  政府  承认  中华人民共和国  政府  是  代表  中国  的  唯一  合法  政府  ，  并  充分  理解  和  尊重  台湾  是  中国  领土  不可  分割  的  一部分  。	日中
7	#日 方#  愿  进一步  推进  双方  的  交流  ，  以  增进  彼此  间  的  信任  和  了解  。	日方
8	我们  希望  #日 方#  慎重  行事  ，  不要  做  令  周边  邻国  担忧  的  事情  。	日方
9	为了  纪念  人民日报  创刊  ５０周年  ，  本报  经理部  特制  １万套  １９４８年６月１５日  创刊号  #银 箔#  衬  缩微  收藏  版  （  １８ｃｍ  ×  １３ｃｍ  ）  。	银箔
10	本报  创刊号  #银 箔#  衬  缩微  收藏  版  将  推出	银箔
11	５月１日  上午９时  许  ，  来到  南昌市  抚河公园  欢度  节日  的  市民  们  发现  ，  平日  在  电视  里  常见  的  江西省  和  南昌市  领导  同志  ，  正  #忙 着#  打扫  卫生  ，  人人  汗流浃背  。	忙着
12	在  北大  第二个  百年  即将  #发 轫#  之际  ，  许许多多  北大  人  都  在  回顾  过去  ，  议论  传统  ，  展望  将来  。	发轫
13	她  过去  的  百年  ，  与  二十世纪  #同 行#  ，  光荣  而  辉煌  ；  她  未来  的  百年  ，  将  与  新世纪  同  行  ，  再  创  新  的  光荣  、  新  的  辉煌  。	同行
14	她  过去  的  百年  ，  与  二十世纪  同  行  ，  光荣  而  辉煌  ；  她  未来  的  百年  ，  将  与  新世纪  #同 行#  ，  再  创  新  的  光荣  、  新  的  辉煌  。	同行
15	她  过去  的  百年  ，  与  二十世纪  同  行  ，  光荣  而  辉煌  ；  她  未来  的  百年  ，  将  与  新世纪  同  行  ，  再  #创 新#  的  光荣  、  新  的  辉煌  。	创新
16	百年  北大  ，  形成  了  自己  极  具  #感召 力#  的  特色  、  风格  、  传统  。	感召力
17	这  项  试验  由  我国  主持  ，  美国  、  日本  、  澳大利亚  、  韩国  和  东盟  ７  国  以及  台  港澳  等  １０多个  国家  和  地区  的  科技人员  作为  #合作 者#  参加  试验  。	合作者
18	#多 民族#  的  地方  出版  讲述  多  民族  生活  的  书  ，  自然  是  具备  优势  的  。	多民族
19	多  民族  的  地方  出版  讲述  #多 民族#  生活  的  书  ，  自然  是  具备  优势  的  。	多民族
20	云南  是  #多 民族#  的  地方  ，  云南教育出版社  也  正是  深  挖  地方  的  出版  资源  ，  才  编辑  出  这么  一  本  有声有色  、  漂亮  的  小  书  。	多民族
21	云南  是  多  民族  的  地方  ，  云南教育出版社  也  正是  #深 挖#  地方  的  出版  资源  ，  才  编辑  出  这么  一  本  有声有色  、  漂亮  的  小  书  。	深挖
22	可是  我  没有  这  福气  ，  只有  在  三十多岁  时  来  重温  #本 应#  是  儿童  时代  读  的  书  。	本应
23	“  校庆  ”  的  消息  就  如  挑  棒  ，  挑  得  我  心  牵  意  悬  ，  一时间  ，  所有  的  思念  都  如  乱  丝  纠结  ，  #拆 解#  不  开  了  。	拆解
24	我  与  北大  无缘  也  有缘  ，  北大  曾  是  我  青春  时期  最  #动 心#  魂  的  梦  。	动心
25	百年  校庆  在  北大  ，  是  无与伦比  的  盛大  节日  ，  北大  于  “  五四  ”  ，  “  五四  ”  于  北大  的  特殊  意义  ，  毋庸  #言 喻#  ，  北大  的  煌煌  荣光  辉耀  中国  革命  的  史册  ，  也  闪耀  在  莘莘学子  的  心头  。	言喻
26	一月  前  ，  在  九届人大  的  主席团  会议  中  ，  得  识  北大  年轻  的  #副 校长#  陈章良  ，  他  告诉  我  ：  北大  的  百年  校庆  将  在  “  五四  ”  举行  。	副校长
27	春天  的  日子  无处  不  透  春意  ，  一  封  海外  #飞 鸿#  又  牵  我  思绪万千  。	飞鸿
28	由此  看来  ，  列宁  治  官僚主义  痼疾  的  办法  虽  简单  #易 学#  ，  而  其中  的  哲学  道理  却  不是  一下子  就  能  读  懂  ，  够  我们  思索  和  实践  一辈子  的  ！	易学
29	由此  看来  ，  列宁  治  官僚主义  痼疾  的  办法  虽  简单  易  学  ，  而  其中  的  哲学  道理  却  不是  一下子  就  能  #读 懂#  ，  够  我们  思索  和  实践  一辈子  的  ！	读懂
30	你  看  ，  一个  “  #我 等#  着  ”  竟  使  机关  的  办事  效率  提高  了  几倍  ，  这  不能  说  不是  治  官僚主义  的  一个  妙法  。	我等
31	就  这样  ，  直到  前线  来电  告诉  列宁  “  问题  已  得到  了  解决  ”  ，  列宁  这  才  说  了  声  “  谢谢  ”  ，  #点 点#  头  放下  电话  。	点点
32	当  部长  说  没有  收到  此  电报  ，  待  查清  后  给  列宁  去  电话  时  ，  列宁  却  固执  地  不  放  话筒  ，  说  “  #我 等#  着  ”  ；  一会儿  ，  电报  找到  了  ，  部长  说  商量  后  给  列宁  去  电话  ，  可  列宁  仍然  不  放  电话  ，  说  “  我  等  着  ”  ；  电话  终于  来  了  ，  说  一切  都  作  了  安排  ，  待  与  军械服装管理处  联系  后  答复  ，  列宁  仍  不  放  电话  ：  “  不  ，  不  ，  我  等  着  。  ”	我等
33	当  部长  说  没有  收到  此  电报  ，  待  查清  后  给  列宁  去  电话  时  ，  列宁  却  固执  地  不  放  话筒  ，  说  “  我  等  着  ”  ；  一会儿  ，  电报  找到  了  ，  部长  说  商量  后  给  列宁  去  电话  ，  可  列宁  仍然  不  放  电话  ，  说  “  #我 等#  着  ”  ；  电话  终于  来  了  ，  说  一切  都  作  了  安排  ，  待  与  军械服装管理处  联系  后  答复  ，  列宁  仍  不  放  电话  ：  “  不  ，  不  ，  我  等  着  。  ”	我等
34	当  部长  说  没有  收到  此  电报  ，  待  查清  后  给  列宁  去  电话  时  ，  列宁  却  固执  地  不  放  话筒  ，  说  “  我  等  着  ”  ；  一会儿  ，  电报  找到  了  ，  部长  说  商量  后  给  列宁  去  电话  ，  可  列宁  仍然  不  放  电话  ，  说  “  我  等  着  ”  ；  电话  终于  来  了  ，  说  一切  都  作  了  安排  ，  待  与  军械服装管理处  联系  后  答复  ，  列宁  仍  不  放  电话  ：  “  不  ，  不  ，  #我 等#  着  。  ”	我等
35	这种  记忆  ，  借助  于  各种  文献  、  传说  、  人物  等  ，  #一 代#  代  地  传  了  下来  ，  而且  还  会  一  代  代  传  下去  。	一代
36	这种  记忆  ，  借助  于  各种  文献  、  传说  、  人物  等  ，  一  代  代  地  传  了  下来  ，  而且  还  会  #一 代#  代  传  下去  。	一代
37	不是  说  别的  大学  没有  这种  氛围  ，  而是  说  ，  在  北大  这  所  校园  里  ，  #精神 性#  的  东西  相对  来说  更  浓  一些  。	精神性
38	中国  的  教育  精神  ，  他  提到  孔子  、  墨子  的  陶  养  #德 性#  ；  西方  的  教育  ，  他  谈  了  三种  模式  。	德性
39	陈平原  ：  蔡  先生  的  思想  ，  或者  #具体 到#  他  的  大学  理念  ，  一方面  有  中国  传统  的  儒家  观念  ，  比如  修身养性  的  观念  ，  中庸  的  观念  ，  有所  为  有所  不  为  的  观念  等  ；  另一方面  ，  也  有  很多  西方  的  观念  。	具体到
40	#一般 人#  可能  会  注重  思想  自由  ，  我  却  更  看重  兼容并包  。	一般人
41	北大  精神  这个  说法  ，  很  容易  被  抽象  化  ，  若要  强调  它  和  其他  大学  不同  的  地方  ，  #还 不如#  用  “  北大  校  格  ”  。	还不如
42	洁白  的  槐树  花  开放  成  芬芳  的  话题  金黄  的  #太阳 雨#  挥洒  出  蓬勃  的  欲望  …  …  五月  情  有  独  钟  构成  季节  的  温馨  与  风光	太阳雨
43	对  此  ，  阴衍江  有  自己  的  看法  ，  他  说  ：  “  山明水秀  、  奇花异草  的  环境  与  虎  无缘  ，  要  夸张  #其 所#  处  环境  地势  的  幽深  与  隐秘  ，  岭  峻  石  险  ，  深山老林  ，  人迹罕至  之  处  ，  才是  藏  虎  之  地  。  ”	其所
44	大自然  生物链  使然  ，  虎  有  自己  特有  的  生存  环境  ，  所谓  “  峡  #深 藏#  虎  豹  ”  ，  “  风  高  月  黑  闻  啸声  ”  。	深藏
45	大自然  生物链  使然  ，  虎  有  自己  特有  的  生存  环境  ，  所谓  “  峡  深  藏  虎  豹  ”  ，  “  风  高  #月 黑#  闻  啸声  ”  。	月黑
46	画家  的  二十七米  长卷  《  百  虎  图  》  #可 作#  例证  。	可作
47	有道是  ，  瞠目  以  惊人  ，  #眯 眼#  深  难  测  ，  眼睛  是  心灵  的  钥匙  。	眯眼
48	有道是  ，  瞠目  以  惊人  ，  眯  眼  深  #难 测#  ，  眼睛  是  心灵  的  钥匙  。	难测
49	张牙舞爪  之  虎  固然  凶相  #可 畏#  ，  驻足  凝视  或  悄然  缓行  的  虎  同样  威严  肃杀  。	可畏
50	阴衍江  #深 谙#  虎  道  ，  他  说  ：  “  画  虎  ，  要  在  动  势  的  微妙  变化  中  捕捉  ‘  山  中  麋鹿  尽  无声  ’  的  虎威  虎气  。  ”	深谙
