id	segmented_sentence	merged_word
1	父亲  去  饭店  为  我  #定 婚#  宴  ，  千  叮嘱  万  叮嘱  要  整  鸡  整  鸭  。	定婚
2	拮据  困窘  的  日子  仿佛  一晃  而  过  ，  #比 心#  更  早  背信弃义  的  是  舌头  。	比心
3	那天  不仅  入席  者  大  开  眼界  ，  旁观者  眼  里  #生 出#  火  来  ，  就  连  我  老爸  ，  也  飘飘然  进入  高  处  不胜  寒  的  境界  。	生出
4	六十年代初  ，  小球藻  、  南瓜  叶  和  炒  细  糠  不是  作为  天然  保健  食品  ，  而是  三餐  必修课  ，  把  我  #老 妈#  补养  得  腰  圆  腿  粗  ，  脸  上  一  摁  一个  白  印  儿  。	老妈
5	童年  里  所有  美味  都是  #闭 着#  眼睛  半  睡  半  醒  品尝  的  ，  蒙  上  梦幻  色彩  ，  为  日后  无数  盛宴  所  难以  企及  。	闭着
6	现在  我  老爸  不  谈  只  做  ，  千方百计  弄  #吃 的#  ，  具体  表现  在  宵夜  上  。	吃的
7	穿  中山装  的  老爸  和  穿  列宁  装  的  #老 妈#  ，  数  着  油腻腻  的  饭菜  票  去  食堂  打  饭  。	老妈
8	穿  中山装  的  老爸  和  穿  列宁  装  的  老  妈  ，  数  着  油腻腻  的  饭菜  票  去  食堂  #打 饭#  。	打饭
9	他们  互  为  琴瑟  后  正  #碰 上#  公私合营  ，  百年  老  店  纷纷  收  起  招牌  ，  老板  洗  盘子  ，  主任  当家  ，  一律  办  成  大众  饭店  。	碰上
10	厦门  的  风味小吃  层出不穷  ，  我  #老 妈#  便  深  溺  老爸  网  中  。	老妈
11	看  完  电影  他们  去  吃  宵夜  ，  今天  “  衙口  ”  炒  #河 粉#  ，  明天  “  双全  ”  烧  肉  粽  ，  后天  则  是  “  好清香  ”  的  炸  春卷  。	河粉
12	最早  的  时候  ，  母亲  还  #在 读#  高中  ，  崇尚  新  文化  的  父亲  避开  时髦  的  鲜花  攻势  ，  精心  策划  美食  包围圈  。	在读
13	#吃 的#  风水  跟  文学  流派  一样  ，  三年  一  转  还  嫌  慢  哩  。	吃的
14	我  说  你  把  你  家乡  的  #拿手 菜#  做  几样  试  试  。	拿手菜
15	离  麦  场  近  些  的  人家  ，  女主人  这时  会  把  做好  的  晚饭  —  —  —  面条  或  稀粥  、  白  馍  端  #到 场#  里  ，  一家  人  席地而坐  围  在  饭  盆  四周  开始  响亮  地  吃喝  起来  。	到场
