id	segmented_sentence	merged_word
1	走进  青海  ，  青年  专家  们  饱览  了  高原  风光  的  壮美  ：  高耸入云  的  冰峰  雪山  ，  美丽  #如 画#  的  辽阔  草原  ，  浩瀚  无垠  的  荒漠  戈壁  ，  奔腾  不息  的  江河  溪流  ，  无不  表现  出  原始  雄浑  的  纯  天然  本色  。	如画
2	汉哀帝  元寿元年  （  公元前２年  ）  ，  大月氏  王  使臣  伊存  向  中国  博士  弟子  景卢  口授  《  浮屠  经  》  ，  这是  目前  #见 诸#  正史  明确  记载  的  关于  佛教  传入  中国  的  最早  记录  。	见诸
3	本报  北京  ７月１９日  讯  记者  杨明方  报道  ：  今年  是  佛教  传入  中国  二千年  ，  中国佛教协会  会同  中国宗教学会  ，  将  联袂  举办  系列  纪念  活动  ，  共  庆  这  一  中国  #文化 史#  上  的  大事  。	文化史
4	章程  呼吁  各国  政府  “  维护  海洋  卫生  、  保持  海产  的  常  盛  #不 衰#  、  明智  和  安全  地  利用  海洋  资源  ，  以便  使  世界  各国  人民  世世代代  都  能  从中  受益  ”  。	不衰
5	本报  北京  ７月１９日  讯  记者  蒋建科  报道  ：  保护  知识产权  专家  座谈会  １７日  在  京  举行  ，  来自  国家知识产权局  、  中国科协  等  首都  知识产权  界  的  知名  专家  、  学者  ，  围绕  “  高  钙  素  ”  #发明 人#  陈勇  博士  状  告  天津天狮生物工程公司  专利  侵权  一  案  各抒己见  ，  对  北京市高级人民法院  重视  知识产权  保护  的  行为  给予  高度  评价  。	发明人
6	本报  北京  ７月１９日  讯  记者  蒋建科  报道  ：  保护  知识产权  专家  座谈会  １７日  在  京  举行  ，  来自  国家知识产权局  、  中国科协  等  首都  知识产权  界  的  知名  专家  、  学者  ，  围绕  “  高  钙  素  ”  发明  人  陈勇  博士  #状 告#  天津天狮生物工程公司  专利  侵权  一  案  各抒己见  ，  对  北京市高级人民法院  重视  知识产权  保护  的  行为  给予  高度  评价  。	状告
7	与此同时  ，  压缩  其他  开支  ，  控制  招待  费  、  会议  费  等  ，  #拨 出#  专门  经费  用于  队伍  的  文化  和  专业知识  培训  及  教育  。	拨出
8	这种  电子  收款  机  采用  了  高速  #热 敏#  打印机  、  全  汉字  库  支持  商品  名称  和  开放  的  通讯  接口  联网  等  先进  技术  ，  特别  适应  各种  商业  形式  的  特殊  需求  。	热敏
9	据  介绍  ，  全国  『  同创  电脑  夏令营  』  的  营员  超过  #万 人#  。	万人
10	昨天  ，  教育部  部长  陈至立  、  #副 部长#  吕福源  等  在  教育部  与  讲学团  全体  同志  座谈  ，  勉励  他们  以  高超  的  教学  艺术  和  优良  的  工作  作风  为  西藏  教育  改革  与  发展  贡献  力量  。	副部长
11	先  跑  到  领奖台  #上 来#  几张  合影  ，  再  接受  各地  电视台  记者  的  采访  。	上来
12	片刻  的  寂静  后  ，  中国  ，  #再 一次#  被  唱  响  。	再一次
13	正是  基于  这种  观点  ，  乔治·佩森  先生  代表  联合国教科文组织  宣布  ，  本届  大赛  增设  一个  特别  的  #奖 项#  —  —  —  费里尼  奖  ，  用以  奖励  以  简洁  的  手法  反映  深刻  社会  主题  的  影片  。	奖项
14	两个  孩子  跑  上  领奖台  ，  欣喜  #地 接#  过  奖杯  ，  高高  地  举  过  头顶  。	地接
15	尽管  只有  一个  #乐 句#  ，  但  那  庄严  亲切  的  旋律  ，  在  我们  心里  一下子  产生  了  共鸣  。	乐句
16	故事片  的  男女  小  主人公  段文杰  、  詹青  #可 不#  这样  想  ，  他们  看上去  活泼  轻松  ，  其他  国家  参赛  的  孩子  也  一样  。	可不
17	９年  来  ，  各国  电视台  选送  的  电视  短剧  一年一度  地  在  这个  #小 城#  进行  角逐  。	小城
18	这  说明  ，  当地  一些  领导  同志  和  某些  企业  负责人  的  环境  意识  还  没有  相应  #跟 上#  ，  法律  观念  太  差  ，  群众  观念  淡漠  。	跟上
19	可是  ，  经济  的  快速  发展  与  环境  的  严重  破坏  在  这里  形成  了  鲜明  的  反差  ，  太  #不 协调#  了  。	不协调
