id	segmented_sentence	merged_word
1	沈贵  总是  感慨  地  说  ：  “  我  已经  #年 过#  五十  ，  要  抓紧  时间  为  老百姓  多  办事  ，  将来  才  不会  后悔  呀  ！  ”	年过
2	白城市  的  大部分  地区  之所以  贫困  ，  主要  的  原因  是  干旱  #缺 水#  。	缺水
3	担任  白城市  #副 市长#  以后  ，  沈贵  经常  想到  的  是  扶贫  。	副市长
4	想  想  处于  贫困  之中  的  父老乡亲  ，  还有  在  西藏  牺牲  的  那些  同事  ，  功名  、  享受  又  算  #得 了#  什么  ？	得了
5	１９９５年１０月  ，  他  被  调  到  吉林省  的  贫困  地区  —  —  —  白城市  任  #副 市长#  ，  分管  农村  工作  。	副市长
6	爱民  敬业  续  新  篇  －  －  －  记  吉林  白城市  #副 市长#  沈贵	副市长
7	这次  会议  是  ７月７日  至  ９日  在  国家行政学院  召开  的  ，  各  省  、  自治区  、  直辖市  及  #副 省级#  市  行政  学院  的  领导  同志  ，  国务院  有关  部委  公务员  培训  机构  的  负责人  ５０  多  人  参加  了  会议  。	副省级
8	辽宁省  宽甸满族自治县公安交通警察大队  本着  为  国家  分忧  、  为  企业  解难  的  宗旨  ，  在  全体  民警  中  开展  了  “  与  下岗  司机  #交 朋友#  ”  活动  。	交朋友
9	６月１２日  晚５时  许  ，  警方  发起  最后  围剿  战  ，  一举  抓获  正  欲  闻风  而  逃  的  一  毒枭  以及  另外  两  人  ，  警方  从  他们  的  临时  居所  #搜 获#  海洛因  １７９块  、  重  达  ６４·４３公斤  ，  截获  毒  资  达  ５２万余元  。	搜获
10	６月１２日  晚５时  许  ，  警方  发起  最后  围剿  战  ，  一举  抓获  正  欲  闻风  而  逃  的  一  毒枭  以及  另外  两  人  ，  警方  从  他们  的  临时  居所  搜  获  海洛因  １７９块  、  重  达  ６４·４３公斤  ，  截获  #毒 资#  达  ５２万余元  。	毒资
11	根据  已  掌握  的  线索  ，  缉毒  干警  于  ６月初  连续  对  数个  贩毒  窝点  进行  搜查  ，  先后  抓获  贩毒  #嫌疑 人#  ２３名  ，  缴获  海洛因  总数  达  １９·１５公斤  ，  警方  并  从中  获得  更为  重要  的  线索  。	嫌疑人
12	小  妙芳  做  手术  后  ，  骆冬宣  又  筹集  了  抚  孤  助残  基金  使  小  妙芳  姐妹  俩  #月 月#  领  四百元钱  ，  可以  保证  过  温饱  日子  。	月月
13	一九九七年  ，  骆冬宣  听说  茶塘村  有  个  十一岁  的  小  姑娘  叫  汤妙芳  ，  父母  双双  离开  人世  时  还  #丢 下#  一个  比  她  小  四岁  的  妹妹  。	丢下
14	炭步镇  干部  每月  五号  发  工资  ，  #这 天#  ，  领  『  工资  』  的  人  中  有  十三个  孤儿  ，  每人  『  月薪  』  二百元  。	这天
15	炭步镇  干部  每月  五号  发  工资  ，  这  天  ，  领  『  工资  』  的  #人 中#  有  十三个  孤儿  ，  每人  『  月薪  』  二百元  。	人中
16	常常  有  朋友  劝  他  ，  『  别  这么  着急  #好 不好#  呀  ？	好不好
17	１０年  来  ，  参加  处理  突发  事件  上千次  ，  处置  重大  突发  事件  １０６起  ；  积极  参加  “  打  团伙  、  破  大案  、  追  逃犯  、  缴  黑枪  ”  的  “  严打  ”  斗争  和  社会  治安  综合治理  ，  捣毁  犯罪  团伙  １００余个  ；  派出  巡警  数十万人次  ，  巡逻  官兵  坚持  依法  、  文明  执勤  ，  打击  与  服务  并举  ，  有效  地  控制  了  社会  #面 的#  治安  ；  还  圆满  完成  了  海南  重大  经贸  活动  、  集会  的  安全  保卫  任务  以及  洋浦经济开发区  “  封  关  ”  仪式  和  隔离  网  的  警卫  、  守卫  任务  。	面的
18	对  有  一般  问题  的  ，  要  批评  教育  、  限期  改正  ；  对  违反  党纪  政纪  的  ，  要  #交 由#  纪检  监察  部门  查处  ；  对  触犯  刑律  的  ，  要  依法  追究  刑事责任  。	交由
19	这是  记者  从  今天  在  此间  由  中组部  和  最高人民检察院  联合  召开  的  地  县  两级  人民检察院  和  #反 贪#  局  领导干部  考察  工作  电话会议  上  了解  到  的  。	反贪
