word	pinyin	english	chinese	num_sentences_needed
部	bu4	troops	军队或兵力单位	8
部	bu4	board	委员会或理事会等管理机构	8
部	bu4	classifier for works of literature, films, machines etc	用于书籍电影机器等的量词	8
经常	jing1 chang2	frequently; constantly; regularly; often	经常或频繁发生	2
经常	jing1 chang2	day-to-day; everyday; daily	日常生活中经常发生的	4
能人	neng2 ren2	capable person	有能力或能胜任的人	3
能人	neng2 ren2	Homo habilis, extinct species of upright East African hominid	东非已灭绝的早期直立人类种	8
交易	jiao1 yi4	transaction; deal	买卖行为或交易事项	8
什么人	shen2 me5 ren2	who?	询问人身份的疑问词谁	8
什么人	shen2 me5 ren2	what (kind of) person?	哪类人，什么样的人	8
