word	pinyin	english	chinese	num_sentences_needed
合力	he2 li4	(physics) resultant force	物理学中各力的合成力	5
辞	ci2	to resign	辞职，主动离开职务	6
辞	ci2	to dismiss	解雇或罢免他人职务	6
辞	ci2	to decline	婉拒，拒绝接受邀请或提议	6
辞	ci2	(literary) to take leave	告辞或辞别的书面说法	6
辞	ci2	(archaic poetic genre) ballad	古代的一种叙事性民歌体裁	6
名数	ming2 shu4	(grammar) number plus classifier	数量加量词的语法结构	6
名数	ming2 shu4	household (in census)	户口或人口普查中的家庭单位	6
清水	Qing1 shui3	Shimizu (Japanese surname and place name)	日本的姓氏与地名清水	6
追逐	zhui1 zhu2	to chase	追赶并试图抓住某人或物	1
