word	pinyin	english	chinese	num_sentences_needed
帮	bang1	upper (of a shoe)	鞋面的上部	8
帮	bang1	group	一群人或集体	8
帮	bang1	gang	组织化的帮派	8
帮	bang1	clique	排他性的小集团	8
帮	bang1	party	政治性的政党组织	8
帮	bang1	secret society	秘密结社或秘密团体	8
机场	ji1 chang3	airport; airfield	飞机起降的场所	3
机场	ji1 chang3	(slang) service provider for Shadowsocks or similar software for circumventing Internet censorship	提供翻墙代理服务的服务商	8
进一步	jin4 yi1 bu4	to go a step further	更进一步，向前迈一歩	8
进一步	jin4 yi1 bu4	(develop, understand, improve etc) more; further	在程度上更加深入或发展	8
