word	pinyin	english	chinese	num_sentences_needed
积累	ji1 lei3	to accumulate	逐渐积聚或累加	7
积累	ji1 lei3	accumulation	积聚起来的数量或过程	7
积累	ji1 lei3	cumulative	累积的，逐步增加的	7
积累	ji1 lei3	cumulatively	以累计方式，逐步地	7
边缘	bian1 yuan2	edge; fringe; verge; brink; periphery	外围或靠近界限的边沿部分	7
边缘	bian1 yuan2	marginal; borderline	处于中心之外的边缘地位或界限附近	7
那边	na4 bian5	over there	那一侧或那一方	7
那边	na4 bian5	yonder	远处的地方	7
好朋友	hao3 peng2 you5	good friend	亲密而可靠的朋友	7
好朋友	hao3 peng2 you5	(slang) a visit from Aunt Flo (menstrual period)	指女性月经来潮的俚语	7
