word	pinyin	english	chinese	num_sentences_needed
攀升	pan1 sheng1	(of prices etc) to rise	价格或数值持续上升	6
地方主义	di4 fang1 zhu3 yi4	regionalism	强调地方利益的政治立场	6
地方主义	di4 fang1 zhu3 yi4	favoring one's local region	偏袒或优先支持本地区利益	6
放飞机	fang4 fei1 ji1	(coll.) to stand sb up	爽约不赴约	6
放飞机	fang4 fei1 ji1	to fail to honor an agreement	未履行约定或失信	6
政体	zheng4 ti3	form of government	国家的统治形式	1
政体	zheng4 ti3	system of government	国家治理的体制与制度	6
敞开	chang3 kai1	to open wide	把门窗等打开	6
敞开	chang3 kai1	unrestrictedly	不设限制地开放	6
铅	qian1	lead (chemistry)	铅元素	6
