word	pinyin	english	chinese	num_sentences_needed
哩	li3	mile	英里长度单位	6
哩	li5	(modal final particle similar to 呢[ne5] or 啦[la5])	表语气的助词类似'呢'或'啦'	6
听从	ting1 cong2	to listen and obey	听从别人的劝告或指示	1
听从	ting1 cong2	to comply with	按照命令或安排去做	6
听从	ting1 cong2	to heed	注意并采纳别人的意见	6
听从	ting1 cong2	to hearken	恭敬地接受并遵行指示	6
商业行为	shang1 ye4 xing2 wei2	business activity	以营利为目的的活动	6
商业行为	shang1 ye4 xing2 wei2	commercial activity	与商业往来有关的活动	6
请教	qing3 jiao4	to ask for guidance	向有经验者请教以求指导	1
请教	qing3 jiao4	to consult	就问题征询意见或商谈	6
