word	pinyin	english	chinese	num_sentences_needed
研究院	yan2 jiu1 yuan4	academy	学术性或专门性的研究学院	7
推文	tui1 wen2	tweet (on Twitter)	在Twitter上发布的短文	7
推文	tui1 wen2	"(HK, Tw) to ""bump"" a forum thread to raise its profile"	在论坛中顶帖使主题上浮	7
推文	tui1 wen2	to reply to original poster (or recommend a post) on PTT bulletin board	在批踢踢上回复原帖或推荐帖子	7
受不了	shou4 bu4 liao3	unbearable	令人难以承受或接受	7
受不了	shou4 bu4 liao3	unable to endure	不能再忍受身体或精神上的痛苦	7
受不了	shou4 bu4 liao3	can't stand	无法容忍某种行为或状况	7
叔叔	shu1 shu5	father's younger brother; paternal uncle	父亲的弟弟	7
叔叔	shu1 shu5	form of address used by children for a male one generation older	小孩对年长男性的亲切称呼	7
确切	que4 qie4	definite	明确而无含糊	2
