word	pinyin	english	chinese	num_sentences_needed
抄	chao1	to take a shortcut	抄近路走捷径	6
抄	chao1	to make a turning move	做转身或变向的动作	6
抄	chao1	to fold one's arms	双臂交叉抱于胸前	6
制成	zhi4 cheng2	to manufacture	经过加工而制得	6
制成	zhi4 cheng2	to turn out (a product)	完成制造并成品化	6
分辨	fen1 bian4	to distinguish; to differentiate	辨别事物之间的差异	6
分辨	fen1 bian4	to resolve	查明真相或解决问题	6
军警	jun1 jing3	the military and the police	军队与警察的合称	6
军警	jun1 jing3	military alert (announcing the approach of the enemy)	报敌军逼近的警报信号	6
军团	jun1 tuan2	corps	由多师或旅组成的大型军队编制	1
