word	pinyin	english	chinese	num_sentences_needed
化日	hua4 ri4	daytime	白昼时分或白天	6
贸易中心	mao4 yi4 zhong1 xin1	trade center	区域性的商业和贸易集散地	6
贸易中心	mao4 yi4 zhong1 xin1	shopping mall	以零售服务为主的大型购物商场	6
反相	fan3 xiang4	(a person's) rebellious appearance	表现出叛逆的外在神情	6
反相	fan3 xiang4	signs of an impending rebellion	预示即将发生反叛的征兆	6
反相	fan3 xiang4	(physics) reversed phase	物理学中波或信号的相位反转	6
接手	jie1 shou3	to take over (duties etc)	接管职责或工作	1
接手	jie1 shou3	catcher (baseball etc)	棒球等运动中接球的队员	6
受权	shou4 quan2	authorized	被授权	6
受权	shou4 quan2	entrusted (with authority)	被委以权力	6
