word	pinyin	english	chinese	num_sentences_needed
乐意	le4 yi4	satisfied	对结果感到满意	5
悄悄	qiao1 qiao1	quiet; making little or no noise	悄无声息地行动	6
悄悄	qiao1 qiao1	surreptitious; stealthy	偷偷摸摸地	6
悄悄	qiao1 qiao1	anxious; worried	忧虑不安地	6
群发	qun2 fa1	to send to multiple recipients; mass mailout	一次性向多人发送信息	6
群发	qun2 fa1	to occur in a clustered fashion	成簇或集中地同时发生	6
波特	Bo1 te4	Potter or Porter (surname)	波特姓	6
退役	tui4 yi4	(of military personnel or athletes) to retire	军人或运动员正式停止服役或退役	6
退役	tui4 yi4	(of outdated equipment) to be decommissioned	装备或器械停止使用并报废淘汰	6
滑雪	hua2 xue3	to ski	在雪地上用滑具滑行	6
