word	pinyin	english	chinese	num_sentences_needed
漏洞	lou4 dong4	loophole	法律或规则中可被利用的空子	7
连线	lian2 xian4	electrical lead; connecting line	电线或连接线	7
连线	lian2 xian4	(Tw) to connect (to a network, device etc); to go online; connection	接入网络或设备	7
连线	lian2 xian4	(congressional) caucus	议会内的党团会议	7
应市	ying4 shi4	to respond to the market	对市场行情作出反应	7
应市	ying4 shi4	to buy or sell according to market conditions	根据市场状况进行买卖	6
火星	Huo3 xing1	Mars (planet)	太阳系第四颗行星	2
火星	huo3 xing1	spark	摩擦或撞击产生的火花	7
唱片	chang4 pian4	gramophone record	留声机唱片	7
唱片	chang4 pian4	LP	长时黑胶唱片	7
