word	pinyin	english	chinese	num_sentences_needed
池	chi2	reservoir	人工蓄水的水池或水库	6
池	chi2	moat	环绕城郭的护城河或壕沟	6
水上	Shui3 shang4	Shuishang Township in Chiayi County 嘉義縣|嘉义县[Jia1 yi4 Xian4], west Taiwan	台湾嘉义县的水上乡	6
水上	shui3 shang4	on water	在水面上	6
水上	shui3 shang4	aquatic	水生的，生活或生长于水中	6
水域	shui3 yu4	waters	海域或河湖等的水域	1
水域	shui3 yu4	body of water	水体，如湖泊或河流	6
正教	zheng4 jiao4	orthodox religion	正统的宗教体系	6
正教	zheng4 jiao4	orthodox Christianity	基督教的正统派别	4
正教	zheng4 jiao4	Islam (in the writing of Chinese or Hui theologians)	伊斯兰教（神学文献中的用法）	6
