word	pinyin	english	chinese	num_sentences_needed
追踪	zhui1 zong1	(HK, Tw) to follow (on social media)	在社交媒体上持续关注跟随	7
吴	Wu2	surname Wu	吴姓	7
吴	Wu2	area comprising southern Jiangsu, northern Zhejiang and Shanghai	包括江苏南部、浙江北部和上海的地区	7
吴	Wu2	name of states in southern China at different historical periods	古代南方若干国号或政权	7
老小	lao3 xiao3	the old and the young	老年人和年轻人	7
老小	lao3 xiao3	the youngest member of the family	家中最小的成员	7
意愿	yi4 yuan4	aspiration	抱负或理想目标	7
意愿	yi4 yuan4	wish (for)	所希望得到或实现的事物或结果	2
意愿	yi4 yuan4	desire	强烈的欲望或渴求	7
考生	kao3 sheng1	exam candidate	参加考试的人	2
