word	pinyin	english	chinese	num_sentences_needed
转折	zhuan3 zhe2	turn in the conversation	谈话中话题或语气的转变	6
吃掉	chi1 diao4	to eat up	把某物吃光	6
吃掉	chi1 diao4	to consume	耗费或消耗掉	6
合家	he2 jia1	whole family	全体家庭成员	6
合家	he2 jia1	entire household	整个家庭或户籍单位	1
同居	tong2 ju1	to cohabit	未婚同居，共同维持家庭生活	6
名列	ming2 lie4	to rank (number 1, or third last etc)	在名次榜上排列	6
名列	ming2 lie4	to be among (those who are in a particular group)	属于某一类或名单之中	6
农业部	Nong2 ye4 bu4	Ministry of Agriculture	国家级负责农业事务的部委	6
名产	ming2 chan3	staple	地方出产的特产	6
