word	pinyin	english	chinese	num_sentences_needed
小鸟	xiao3 niao3	young bird (hatchling, nestling, fledgling, chick)	幼鸟 雏鸟	6
小鸟	xiao3 niao3	(fig.) penis (kiddie term)	儿童用语中的男性生殖器称呼	6
小鸟	xiao3 niao3	(golf) birdie	高尔夫中的小鸟球	6
饼干	bing3 gan1	biscuit; cracker; cookie	干脆松脆的烘焙零食	6
岳	Yue4	surname Yue	岳姓	6
岳	yue4	wife's parents and paternal uncles	妻子的父母及父亲的兄弟	6
岳	yue4	high mountain	高峻的山	6
岳	yue4	highest peak of a mountain ridge	山脊的最高峰	6
几内亚	Ji3 nei4 ya4	Guinea	西非国家几内亚	6
航运	hang2 yun4	shipping	海上运输业	6
