word	pinyin	english	chinese	num_sentences_needed
奢侈	she1 chi3	luxurious	豪华奢华的生活或物品	6
奢侈	she1 chi3	extravagant	过度铺张浪费的消费方式	6
双生	shuang1 sheng1	twin (attributive)	成对的，双生的	6
双生	shuang1 sheng1	twins	同时出生的双胞胎	6
分装	fen1 zhuang1	to divide into portions	把总体分成若干小份	6
分装	fen1 zhuang1	to package in smaller quantities	按小规格分批包装	6
分装	fen1 zhuang1	to separate into loads	将货物分成不同装载单元	6
工农	gong1 nong2	workers and peasants	工人和农民	6
早晚	zao3 wan3	morning and evening	早晨与夜晚	4
早晚	zao3 wan3	(in reference to sth that is bound to happen) sooner or later; one of these days	迟早，终将发生	6
