word	pinyin	english	chinese	num_sentences_needed
识	zhi4	to record	记载或记录事情	7
识	zhi4	to write a footnote	在文中作脚注或注释	7
南海	Nan2 Hai3	South China Sea	中国南海海域	7
贼	zei2	thief; robber	盗窃财物的人	7
贼	zei2	(bound form) traitor; subversive	叛徒或颠覆分子	7
贼	zei2	(bound form) evil; wicked	邪恶或有害的人或行为	7
贼	zei2	sly; shifty; devious	狡猾不可信赖的样子	7
贼	zei2	(literary) to harm; to injure	伤害或损害他人（书面）	7
贼	zei2	(coll.) extremely; insanely; damn (common in NE China and Taiwan)	极为非常的方言用法	7
足以	zu2 yi3	sufficient to...	足以做某事	2
