word	pinyin	english	chinese	num_sentences_needed
挨	ai2	to delay; to stall; to play for time; to dawdle	拖延耽搁或故意拖拉	6
副总理	fu4 zong3 li3	vice-premier	政府中仅次于总理的副职领导	6
副总理	fu4 zong3 li3	vice prime minister	协助总理分管国家事务的高级官员	6
副总理	fu4 zong3 li3	deputy prime minister	承担部分总理职责的副职首长	6
补给	bu3 ji3	supply	供给物资和补给	4
补给	bu3 ji3	replenishment	补充的供给或储备	6
补给	bu3 ji3	to replenish	把物资补充到原有水平	6
水门	shui3 men2	water valve; sluice gate	控制水流的闸门或阀门	3
水门	shui3 men2	(aviation) water salute	飞机通过时的喷水致敬仪式	6
水电	shui3 dian4	hydroelectric power	利用水力发电的电力形式	1
