word	pinyin	english	chinese	num_sentences_needed
国书	guo2 shu1	documents exchanged between nations	国家间交换的正式文件	7
国书	guo2 shu1	national or dynastic history book	朝代或国家的史书	7
国别	guo2 bie2	nationality	某人或某事所属的国籍	7
国别	guo2 bie2	country-specific (history, report etc)	按国家划分的特定类别或研究	7
妹子	mei4 zi5	(dialect) younger sister	小妹 方言称呼	7
妹子	mei4 zi5	girl	姑娘或女孩 口语	7
孙中山	Sun1 Zhong1 shan1	Dr Sun Yat-sen (1866-1925), first president of the Republic of China and co-founder of the Guomintang 國民黨|国民党	中华民国国父孙中山	7
镜子	jing4 zi5	mirror	用于照映容貌的平面反光镜	2
完了	wan2 le5	to be finished	完成了	2
完了	wan2 le5	to be done for	完蛋了命丧或完败	7
