word	pinyin	english	chinese	num_sentences_needed
精神病	jing1 shen2 bing4	psychosis	精神病性症状，如幻觉妄想	6
放映	fang4 ying4	to show (a movie)	播放电影或影片	1
放映	fang4 ying4	to screen	公开放映供公众观看	6
约数	yue1 shu4	divisor (of a number)	能整除该数的约数	6
约数	yue1 shu4	approximate number	近似的数值或估算值	6
如数	ru2 shu4	in the amount stipulated (by prior agreement)	按约定的数目支付或交付	1
如数	ru2 shu4	in full	全部地，不扣减	6
如数	ru2 shu4	in the same amount	以相同数量计算或返回	6
销毁	xiao1 hui3	to destroy (by melting or burning)	通过烧毁或熔化销毁	6
销毁	xiao1 hui3	to obliterate	彻底毁掉使无法辨识	6
