word	pinyin	english	chinese	num_sentences_needed
题目	ti2 mu4	subject; title; topic (CL:個|个[ge4])	题目或标题	7
题目	ti2 mu4	exercise or exam question (CL:道[dao4])	练习题或试题	2
承	Cheng2	Cheng (c. 2000 BC), third of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God	传说中继神农之后的第三位炎帝	7
承	cheng2	to bear	承受重量或压力	7
承	cheng2	to carry	搬运或运送物品	7
承	cheng2	to hold	容纳或保持某物	7
承	cheng2	to continue	继续进行或延续下去	7
承	cheng2	to undertake	承担任务或职责	7
承	cheng2	to take charge	负责管理或主持事务	7
承	cheng2	owing to	由于	7
