word	pinyin	english	chinese	num_sentences_needed
全场	quan2 chang3	across-the-board	全方面普遍适用	6
全场	quan2 chang3	unanimously	一致同意	6
全场	quan2 chang3	whole duration (of a competition or match)	比赛或活动的整个时间	6
全会	quan2 hui4	plenary session (at a conference)	会议的全体会议	1
派性	pai4 xing4	factionalism	党派之争的倾向性	6
派性	pai4 xing4	tribalism	以宗族或小集团为本位的偏见	5
流亡	liu2 wang2	to force into exile	强迫某人流放异地	6
流亡	liu2 wang2	to be exiled	被迫离开故国或家乡	6
流亡	liu2 wang2	in exile	处于被流放的状态	6
比赛场	bi3 sai4 chang3	stadium	举办比赛的体育馆或赛场建筑	6
