word	pinyin	english	chinese	num_sentences_needed
柜	gui4	cupboard	带门用来存放物品的储物柜	6
柜	gui4	cabinet	用于陈列或保存物品的橱柜	6
柜	gui4	wardrobe	用来挂放或收纳衣物的衣橱	6
了知	liao3 zhi1	(Buddhism) to fully understand	（佛学）彻底领悟	6
了知	liao3 zhi1	to understand completely	完全明白	6
查阅	cha2 yue4	to consult	为获得意见或指导而查阅资料	6
查阅	cha2 yue4	to refer to	为参考目的翻阅相关文献或档案	6
查阅	cha2 yue4	to look sth up in a reference source	在参考书或资料中查找特定条目	6
条陈	tiao2 chen2	to lay out (an argument) item by item	逐条列出观点或理由	6
条陈	tiao2 chen2	memorandum to a superior	呈报上级的条目式书面材料	5
