word	pinyin	english	chinese	num_sentences_needed
砸	za2	to bungle	笨拙地做坏或弄错	7
硕士	shuo4 shi4	master's degree	硕士学位	7
硕士	shuo4 shi4	person who has a master's degree	具有硕士学位的人	7
硕士	shuo4 shi4	learned person	学识渊博的学者	7
路人	lu4 ren2	passer-by	路过的行人	2
路人	lu4 ren2	stranger	非熟识的外人	7
身为	shen1 wei2	in the capacity of	以……的身份或资格	7
身为	shen1 wei2	as	作为	7
四大	si4 da4	the four elements: earth, water, fire, and wind (Buddhism)	佛教所指的地水火风四种元素	7
四大	si4 da4	the four freedoms: speaking out freely, airing views fully, holding great debates, and writing big-character posters, 大鳴大放|大鸣大放[da4 ming2 da4 fang4], 大辯論|大辩论[da4 bian4 lun4], 大字報|大字报[da4 zi4 bao4] (PRC)	指言论等四项自由运动	7
