word	pinyin	english	chinese	num_sentences_needed
炸	zha4	to burst; to explode	爆炸或炸裂	7
炸	zha4	to blow up; to bomb	使用炸药等将物体炸毁	7
炸	zha4	(coll.) to fly into a rage	勃然大怒突然发火	7
炸	zha4	(coll.) to scamper off; to scatter	仓皇逃散或四散奔跑	7
交往	jiao1 wang3	to associate (with)	与人建立联系或交往	7
交往	jiao1 wang3	to have contact (with)	与人发生接触或联系	7
交往	jiao1 wang3	to hang out (with)	与人一起消遣或闲聚	7
交往	jiao1 wang3	to date	与人约会或谈恋爱	7
交往	jiao1 wang3	(interpersonal) relationship	人际之间的关系	7
交往	jiao1 wang3	association	社交或组织上的来往	7
