word	pinyin	english	chinese	num_sentences_needed
得罪	de2 zui5	to make a faux pas	犯下社交上的失礼	6
得罪	de2 zui5	a faux pas	引起不快的失礼或过失	6
猜想	cai1 xiang3	to guess; to conjecture; to suppose	推测或设想某种可能性	6
猜想	cai1 xiang3	(math.) hypothesis	数学上用作假设的命题	6
修正案	xiu1 zheng4 an4	amendment	提案或法律的修改条文	6
修正案	xiu1 zheng4 an4	revised draft	经修订的议案草稿	6
倒塌	dao3 ta1	to collapse (of building)	建筑物坍塌	6
倒塌	dao3 ta1	to topple over	物体倾覆或倒下	6
点评	dian3 ping2	a point by point commentary	逐点陈述的详尽评论	6
处死	chu3 si3	an execution	对罪犯执行死刑的判决或行动	1
