word	pinyin	english	chinese	num_sentences_needed
开机	kai1 ji1	to start an engine	启动发动机	1
开机	kai1 ji1	to boot up (a computer)	启动计算机系统	6
开机	kai1 ji1	to press Ctrl-Alt-Delete	按下用于重启或安全的组合键	6
开机	kai1 ji1	to begin shooting a film or TV show	开始拍摄影视作品	4
有的时候	you3 de5 shi2 hou4	sometimes	在某些时候发生	6
有的时候	you3 de5 shi2 hou4	at times	不时，偶然发生	6
不足道	bu4 zu2 dao4	inconsiderable	微不足道，不值得一提	6
不足道	bu4 zu2 dao4	of no consequence	无关紧要，不足以论述	6
不足道	bu4 zu2 dao4	not worth mentioning	小事一桩，不足为意	6
中场	zhong1 chang3	(historical) middle period of a tripartite provincial exam	旧时乡试中间的阶段	6
