word	pinyin	english	chinese	num_sentences_needed
迷人	mi2 ren2	charming	讨人喜欢的亲切风度	6
迷人	mi2 ren2	tempting	诱人引起兴趣或欲望	6
追加	zhui1 jia1	to add something extra	增加额外的项目或数量	1
追加	zhui1 jia1	an additional increment	作为补充的额外增项	6
追加	zhui1 jia1	addendum	附加的补遗或补充条目	6
追加	zhui1 jia1	to append	将内容附加在原有之后	6
追加	zhui1 jia1	an additional posthumous title	追赠的封号或谥号	6
群众性	qun2 zhong4 xing4	to do with the masses	与群众有关的性质或特点	6
群众性	qun2 zhong4 xing4	mass (meeting, movement etc)	大规模集会或运动的性质	6
悲哀	bei1 ai1	grieved	哀痛难抑，心中悲切	6
