word	pinyin	english	chinese	num_sentences_needed
出问题	chu1 wen4 ti2	to give problems	给人或事带来麻烦和困难	7
指数	zhi3 shu4	(numerical, statistical) index	统计学或数值指标	2
指数	zhi3 shu4	(math.) exponent	数学中表示幂的数	7
指数	zhi3 shu4	index	索引或目录中的条目标识	7
指数	zhi3 shu4	exponential (function, growth)	呈指数增长的变化方式	7
倾向	qing1 xiang4	trend	事物发展的一般方向或趋势	7
倾向	qing1 xiang4	tendency	个人或群体的性格或偏好倾向	7
倾向	qing1 xiang4	orientation	政治价值或行为的取向	7
比对	bi3 dui4	comparison	对照比较以找出差异或相同处	2
比对	bi3 dui4	to verify by comparing	通过比较来核对或验证信息	7
