word	pinyin	english	chinese	num_sentences_needed
商城	shang1 cheng2	shopping center	大型的购物中心	6
商城	shang1 cheng2	department store	设有多家店铺的百货式商场	6
力求	li4 qiu2	to make every effort to	尽最大努力去追求	1
力求	li4 qiu2	striving to do one's best	努力争取做到最好	6
调度	diao4 du4	to dispatch (vehicles, staff etc)	调配车辆或人员执行任务	6
调度	diao4 du4	to schedule	编排时间表或作业计划	6
调度	diao4 du4	to manage	组织协调并管理运行	1
调度	diao4 du4	dispatcher	负责指挥调配的人员	6
调度	diao4 du4	scheduler	负责编排日程或作业的人	6
发病	fa1 bing4	(of an illness) to occur	疾病突然发生或加重	6
