word	pinyin	english	chinese	num_sentences_needed
浪	lang4	unrestrained	放纵不羁、无拘束的	6
浪	lang4	dissipated	放荡或挥霍的生活方式	6
浪	lang4	to stroll	随意闲逛或漫步	6
浪	lang4	to ramble	漫无目的地闲逛或游荡	6
公职	gong1 zhi2	civil service	国家或政府机关的公务员职业	1
公职	gong1 zhi2	public office	担任公共职务的位置或岗位	6
公职	gong1 zhi2	government job	由政府或公共机构雇佣的工作岗位	6
大局	da4 ju2	overall situation	事态的总体形势	6
大局	da4 ju2	the big picture	宏观的整体布局或大方向	1
面称	mian4 cheng1	term used to directly address a person (contrasted with 背稱|背称[bei4 cheng1])	对人直接称呼的称谓	6
