word	pinyin	english	chinese	num_sentences_needed
十二月	Shi2 er4 yue4	twelfth month (of the lunar year)	农历的第十二月	6
变天	bian4 tian1	to have a change of weather (esp. for the worse)	天气突变通常恶化	6
变天	bian4 tian1	(fig.) to experience a major upheaval; to undergo sweeping change	发生重大变动或动荡	1
变换	bian4 huan4	to transform	改变形状或性质	6
变换	bian4 huan4	to convert	将一种形式转换成另一种	1
变换	bian4 huan4	to vary	使形式或内容多样化	6
变换	bian4 huan4	to alternate	在多种状态之间交替	6
变换	bian4 huan4	a transformation	形态或状态的变化	6
半天	ban4 tian1	half of the day	半日的一段时间 即半天	6
半天	ban4 tian1	a long time	很长一段时间 费时久远	6
