word	pinyin	english	chinese	num_sentences_needed
落后	luo4 hou4	to lag (in technology etc)	在技术或发展上滞后落后	7
落后	luo4 hou4	backward	落后的，观念或状态落伍	2
落后	luo4 hou4	to retrogress	发生倒退或退步	7
成人	cheng2 ren2	to reach adulthood	达到成年年龄	1
成人	cheng2 ren2	an adult	成年的人	7
玩家	wan2 jia1	player (of a game)	游戏参与者或玩家	7
玩家	wan2 jia1	enthusiast (audio, model planes etc)	某领域的资深爱好者	7
点将	dian3 jiang4	to appoint a general (in theater)	剧中指派将领上场	7
点将	dian3 jiang4	fig. to appoint sb for a task	比喻指派某人担任任务	2
理念	li3 nian4	concept	抽象的概念或理论构想	7
