word	pinyin	english	chinese	num_sentences_needed
怀	huai2	to harbor in one's mind	在心中怀有某种念头或感情	6
怀	huai2	to conceive (a child)	怀胎，受孕	6
加密	jia1 mi4	to encrypt	对信息进行加密处理	2
加密	jia1 mi4	encryption	把信息变为不可读的编码过程	6
加密	jia1 mi4	to protect with a password	用口令或密码保护数据	6
发文	fa1 wen2	to issue a document	发布官方文件或通知	6
发文	fa1 wen2	document issued by an authority	机关或部门下发的正式文件	6
发文	fa1 wen2	(Internet) to post an article online	在网络平台上发表文章或帖子	6
调解	tiao2 jie3	to mediate	居中调停以化解争端	6
调解	tiao2 jie3	to bring parties to an agreement	促成各方达成协议或和解	1
