word	pinyin	english	chinese	num_sentences_needed
投资移民	tou2 zi1 yi2 min2	investment immigration	通过投资取得居留或公民资格的移民方式	6
投资移民	tou2 zi1 yi2 min2	immigrant investor	以资金投入为主要手段的移民申请者	6
再建	zai4 jian4	to reconstruct	对被毁建筑进行重建	6
再建	zai4 jian4	to build another	再次兴建新的工程	6
生平	sheng1 ping2	life (a person's whole life)	一生的经历和事迹	6
出清	chu1 qing1	to clear out accumulated items	清理积压或不需要物品	6
出清	chu1 qing1	(retailing) to hold a clearance sale	举行清仓甩卖处理存货	6
行动值	xing2 dong4 zhi2	(gaming) action points (points required to complete an action)	游戏中执行动作所需点数	6
行动值	xing2 dong4 zhi2	(Tw) action level (the level of concentration of a harmful substance at which remedial action is considered necessary)	需采取补救措施的浓度水平	6
到期	dao4 qi1	to fall due (loan etc)	债务或款项应支付到期	1
