word	pinyin	english	chinese	num_sentences_needed
参谋	can1 mou2	to give advice	为决策提供建议出谋划策	6
受理	shou4 li3	to accept to hear a case	接受并审理案件或诉求	1
受理	shou4 li3	to handle (a service)	办理业务或受理申请	1
损坏	sun3 huai4	to damage	破坏物体使其不能正常使用	6
损坏	sun3 huai4	to injure	使人或事物受到伤害或损害	6
车厢	che1 xiang1	carriage	车上供乘坐或装载的隔间	6
据悉	ju4 xi1	according to reports	据消息得知	6
据悉	ju4 xi1	it is reported (that)	有消息称	6
国防部	Guo2 fang2 bu4	Defense Department	负责国家防务的政府部门	6
国防部	Guo2 fang2 bu4	Ministry of National Defense	国家正式的国防部机关名称	6
