word	pinyin	english	chinese	num_sentences_needed
觉醒	jue2 xing3	to come to realize	逐渐认识或意识到某事	7
觉醒	jue2 xing3	awakened to the truth	对真理或事实有所觉悟	7
觉醒	jue2 xing3	the truth dawns upon one	突然明白真相，豁然开朗	7
觉醒	jue2 xing3	scales fall from the eyes	恍然大悟，忽然看清	7
觉醒	jue2 xing3	to become aware	变得有意识或警觉	7
顺便	shun4 bian4	conveniently	顺手做，趁机完成	7
顺便	shun4 bian4	in passing	顺路或顺带提及	2
顺便	shun4 bian4	without much extra effort	不费额外力气地顺便做	7
竞争力	jing4 zheng1 li4	competitive strength	企业或产品在市场上的竞争实力	7
竞争力	jing4 zheng1 li4	competitiveness	个人或组织取胜的能力或优势	7
